street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_0.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_0.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_0.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_0.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_0.5_values
2506 - 33 mill st,st lawrence-east bayfront-the islands,43.650316,-79.360978,679800,2,1.0,point (-79.360978 43.650316),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,9,0,86,1,61,43,0,1,0,0,0,0
4610 - 138 downes street,st lawrence-east bayfront-the islands,43.644513,-79.370966,579000,0,1.0,point (-79.370966 43.644513),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,7,1,104,5,161,121,0,1,0,0,0,1
10 yonge st 1001,st lawrence-east bayfront-the islands,43.642491,-79.375449,759000,1,2.0,point (-79.375449 43.642491),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,6,3,86,3,188,127,0,19,0,0,0,1
1 & 3 blithfield ave,st lawrence-east bayfront-the islands,43.632284,-79.353866,4600000,5,4.0,point (-79.353866 43.632284),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,0,0,5,0,1,1,0,0,0,0,0,0
ph206 - 138 downes street,st lawrence-east bayfront-the islands,43.644513,-79.370966,2199999,6,6.0,point (-79.370966 43.644513),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,7,1,104,5,161,121,0,1,0,0,0,1
4106 - 28 freeland st,st lawrence-east bayfront-the islands,43.643622,-79.373959,699900,2,1.0,point (-79.373959 43.643622),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,7,2,97,7,196,131,0,7,0,0,0,0
5301 - 100 harbour st w,st lawrence-east bayfront-the islands,43.641841,-79.379461,649900,1,1.0,point (-79.379461 43.641841),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,2,3,4,73,6,231,136,0,52,0,0,0,1
809 - 77 harbour square w,st lawrence-east bayfront-the islands,43.639992,-79.378887,795500,1,1.0,point (-79.378887 43.639992),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,0,0,0,4,63,4,192,118,0,25,0,0,0,1
18 oaken gtwy #18,st.andrew-windfields,43.753729,-79.405545,999000,3,2.0,point (-79.405545 43.753729),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,1,0,80,0,28,13,0,0,0,0,0,0
88 forest heights blvd,st.andrew-windfields,43.760595,-79.378477,29800000,8,2.0,point (-79.378477 43.760595),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,5,0,54,0,4,7,0,0,0,0,0,0
36 old colony rd,st.andrew-windfields,43.758104,-79.382893,6380000,4,2.0,point (-79.382893 43.758104),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,6,0,53,0,3,5,0,0,0,0,0,0
63 bannatyne dr,st.andrew-windfields,43.761125,-79.370406,5598000,5,7.0,point (-79.370406 43.761125),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,5,0,62,0,5,5,0,0,0,0,0,0
103 old colony rd,st.andrew-windfields,43.758834,-79.374583,19995000,6,11.0,point (-79.374583 43.758834),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,5,0,48,0,3,4,0,0,0,0,0,0
1 silvergrove rd,st.andrew-windfields,43.763519,-79.374045,6295000,5,7.0,point (-79.374045 43.763519),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,5,0,55,0,5,6,0,0,0,0,0,0
8 swansdown dr,st.andrew-windfields,43.759947,-79.373036,10499000,5,10.0,point (-79.373036 43.759947),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,5,0,56,0,4,4,0,0,0,0,0,0
166 gordon rd,st.andrew-windfields,43.749409,-79.388568,4799900,6,6.0,point (-79.388568 43.749409),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,2,1,60,0,1,2,0,1,0,0,0,0
195 upper canada dr,st.andrew-windfields,43.759994,-79.394588,2195000,4,3.0,point (-79.394588 43.759994),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,4,0,66,0,11,3,0,0,0,0,0,0
26 crimson millway,st.andrew-windfields,43.752006,-79.382613,1198000,5,4.0,point (-79.382613 43.752006),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,6,0,46,0,1,2,0,0,0,0,0,0
43 snowshoe millway,st.andrew-windfields,43.750779,-79.380064,1399900,4,3.0,point (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,6,0,42,0,1,2,0,0,0,0,0,0
43 snowshoe milway,st.andrew-windfields,43.750779,-79.380064,13999900,4,3.0,point (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,0,0,6,0,42,0,1,2,0,0,0,0,0,0
25 bamburgh cir #929,steeles,43.815497,-79.325582,460000,2,2.0,point (-79.325582 43.815497),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205,0,0,8,1,82,0,30,0,0,0,0,0,0,0
1222 - 75 bamburgh circ,steeles,43.815063,-79.327295,615000,2,2.0,point (-79.327295 43.815063),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205,0,0,6,0,94,0,30,0,0,0,0,0,0,0
51 lady bank rd #501,stonegate-queensway,43.624575,-79.511602,1099999,3,1.0,point (-79.511602 43.624575),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,8,0,77,1,21,11,1,9,0,0,0,0
38 s kingslea dr,stonegate-queensway,43.641624,-79.496401,5000000,5,6.0,point (-79.496401 43.641624),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,8,0,59,0,4,3,0,0,0,0,0,0
47 stephen dr,stonegate-queensway,43.632836,-79.485005,849000,3,1.0,point (-79.485005 43.632836),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,3,0,64,0,12,11,0,2,0,0,0,0
21 kirk bradden rd w,stonegate-queensway,43.638302,-79.502855,3955000,5,5.0,point (-79.502855 43.638302),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,10,0,72,0,22,1,0,0,0,0,0,0
5j brussels street,stonegate-queensway,43.626893,-79.491403,1199900,3,3.0,point (-79.491403 43.626893),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,11,0,89,0,36,9,0,1,0,0,0,0
506 - 760 the queensway s,stonegate-queensway,43.626178,-79.504717,515000,2,1.0,point (-79.504717 43.626178),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,10,0,84,1,24,9,0,8,0,0,0,1
71 riverwood pkwy,stonegate-queensway,43.64146,-79.493483,2399000,5,3.0,point (-79.493483 43.64146),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,6,0,60,0,8,4,0,0,0,0,0,0
622 - 859 the queensway,stonegate-queensway,43.624262,-79.510293,699000,3,2.0,point (-79.510293 43.624262),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,11,0,80,1,24,11,1,9,0,0,0,0
704 - 25 neighbourhood lane,stonegate-queensway,43.638218,-79.489363,1178900,4,3.0,point (-79.489363 43.638218),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,4,0,68,0,15,6,0,0,0,0,0,0
527 - 7 smith cres,stonegate-queensway,43.625997,-79.505854,545000,1,1.0,point (-79.505854 43.625997),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,0,0,11,0,84,1,24,9,0,7,0,0,0,1
3220 sheppard ave e #318,tam o'shanter-sullivan,43.777968,-79.312305,897880,2,2.0,point (-79.312305 43.777968),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,0,0,11,1,64,0,9,2,0,1,0,0,0,0
22 malamute cres,tam o'shanter-sullivan,43.777993,-79.302685,1090000,6,3.0,point (-79.302685 43.777993),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,0,0,11,0,55,0,12,5,0,1,0,0,0,0
3220 sheppard ave e #1506,tam o'shanter-sullivan,43.777968,-79.312305,508000,1,1.0,point (-79.312305 43.777968),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,0,0,11,1,64,0,9,2,0,1,0,0,0,0
76 highhill drive,tam o'shanter-sullivan,43.776605,-79.311642,1080000,4,4.0,point (-79.311642 43.776605),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,0,0,9,1,65,0,11,2,0,1,0,0,0,0
365 beech ave #219,the beaches,43.680037,-79.29045,999900,2,2.0,point (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,11,0,73,1,47,18,0,1,0,0,0,0
48 lockwood rd,the beaches,43.669468,-79.310099,1529000,4,3.0,point (-79.310099 43.669468),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,3,1,41,0,35,8,0,1,0,0,0,0
34 kippendavie ave,the beaches,43.666604,-79.303104,1769000,3,2.0,point (-79.303104 43.666604),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,2,1,36,3,27,6,0,5,0,0,0,0
2 bellefair ave unit 306,the beaches,43.670263,-79.300053,707000,1,1.0,point (-79.300053 43.670263),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,7,2,42,3,34,10,0,8,0,0,0,0
73 maclean ave,the beaches,43.670799,-79.290289,2349000,5,5.0,point (-79.290289 43.670799),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,9,1,23,0,44,12,0,2,0,0,0,2
18 munro park ave,the beaches,43.671794,-79.283123,6999000,5,5.0,point (-79.283123 43.671794),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,6,0,16,1,27,10,0,2,0,0,0,0
98 spruce hill rd,the beaches,43.675156,-79.290203,2899999,4,4.0,point (-79.290203 43.675156),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,11,0,52,0,42,17,0,1,0,0,0,0
200 woodbine ave #601,the beaches,43.668935,-79.306142,4899000,4,5.0,point (-79.306142 43.668935),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,2,1,46,3,30,6,0,4,0,0,0,0
167 wineva ave,the beaches,43.672156,-79.295951,1649900,4,4.0,point (-79.295951 43.672156),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,9,3,43,0,44,14,0,6,0,0,0,2
55 hambly ave,the beaches,43.673307,-79.297707,3299900,4,4.0,point (-79.297707 43.673307),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,9,3,46,0,41,14,0,6,0,0,0,1
44 waverley rd,the beaches,43.667585,-79.300136,2978000,5,5.0,point (-79.300136 43.667585),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,3,2,38,3,33,7,0,9,0,0,0,0
127 boardwalk dr,the beaches,43.666435,-79.305807,2595000,4,4.0,point (-79.305807 43.666435),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,2,1,39,1,26,5,0,3,0,0,0,0
63 hammersmith ave,the beaches,43.670396,-79.293932,2989000,5,6.0,point (-79.293932 43.670396),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,8,3,30,0,44,10,0,4,0,0,0,2
29 glen stewart ave,the beaches,43.678355,-79.295885,1849000,3,2.0,point (-79.295885 43.678355),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,12,1,71,0,53,19,0,0,0,0,0,0
20 cedar ave e,the beaches,43.674795,-79.287507,1699000,3,4.0,point (-79.287507 43.674795),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,10,0,42,1,38,13,0,2,0,0,0,0
12 lark st,the beaches,43.668319,-79.310823,1199900,4,3.0,point (-79.310823 43.668319),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,3,0,36,0,33,8,0,1,0,0,0,0
365 beech ave #penthouse 1,the beaches,43.680037,-79.29045,3799000,3,3.0,point (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,11,0,73,1,47,18,0,1,0,0,0,0
219 - 365 beech ave,the beaches,43.680037,-79.29045,1199999,2,2.0,point (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,11,0,73,1,47,18,0,1,0,0,0,0
20 cedar avenue n,the beaches,43.674795,-79.287507,1699000,3,4.0,point (-79.287507 43.674795),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485,0,0,10,0,42,1,38,13,0,2,0,0,0,0
35 brian peck cres #807,thorncliffe park,43.714593,-79.354388,1299000,3,2.0,point (-79.354388 43.714593),1252,250,582,116,443,89,227,45,3955,7140,1565,1045,515,160,4050,7715,1470,885,135,120,0,0,0,0,70,0,16,8,0,0,0,0,0,0
805 - 160 vanderhoof avenue,thorncliffe park,43.714359,-79.353187,659999,2,2.0,point (-79.353187 43.714359),1252,250,582,116,443,89,227,45,3955,7140,1565,1045,515,160,4050,7715,1470,885,135,120,0,0,0,0,70,0,16,8,0,0,0,0,0,0
45 manning ave,trinity-bellwoods,43.647598,-79.408882,999999,3,1.0,point (-79.408882 43.647598),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900,0,0,13,0,42,3,325,114,0,11,0,0,0,0
259 claremont st,trinity-bellwoods,43.652938,-79.412094,1299900,5,4.0,point (-79.412094 43.652938),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900,0,0,23,0,56,6,332,114,0,8,0,0,0,0
127 bellwoods ave,trinity-bellwoods,43.64966,-79.41204,1799900,4,2.0,point (-79.41204 43.64966),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900,0,0,16,0,47,1,259,94,0,9,0,0,0,0
180 markham rd suite 707,trinity-bellwoods,43.652934,-79.407872,389900,1,1.0,point (-79.407872 43.652934),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900,1,0,55,1,45,2,374,123,0,30,0,0,0,0
10 clinton st,trinity-bellwoods,43.653968,-79.413663,1900000,0,2.0,point (-79.413663 43.653968),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900,0,0,21,0,57,7,290,103,0,9,0,0,0,0
6 croft st,university,43.657306,-79.406124,1949000,4,3.0,point (-79.406124 43.657306),1317,263,638,128,401,80,278,56,1045,2145,760,640,610,495,1085,2395,800,730,265,415,1,0,120,1,51,3,353,130,0,17,0,0,0,2
271 major st,university,43.665445,-79.405732,1995000,3,4.0,point (-79.405732 43.665445),1317,263,638,128,401,80,278,56,1045,2145,760,640,610,495,1085,2395,800,730,265,415,0,1,119,1,104,4,271,98,0,11,0,0,0,1
6 wyndcliff cres,victoria village,43.735574,-79.318059,1429900,4,2.0,point (-79.318059 43.735574),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195,0,0,5,0,72,0,5,4,0,0,0,0,0,0
1785 eglinton ave e #203,victoria village,43.724765,-79.307151,549000,2,2.0,point (-79.307151 43.724765),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195,0,0,3,0,88,0,8,4,0,1,0,0,0,0
1404 - 25 sunrise ave,victoria village,43.719092,-79.30226,529999,3,2.0,point (-79.30226 43.719092),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195,0,0,5,0,100,1,16,7,0,2,0,0,0,0
80 john st #3201,wellington place,43.646874,-79.390188,1550000,2,2.0,point (-79.390188 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,26,6,67,16,413,217,0,63,0,0,0,2
501 adelaide st w #1108,wellington place,43.645422,-79.401295,629000,1,1.0,point (-79.401295 43.645422),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,17,4,31,6,346,131,0,17,0,0,0,2
455 wellington st w #509,wellington place,43.643152,-79.397171,2250000,3,3.0,point (-79.397171 43.643152),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,16,3,24,5,308,123,0,12,0,0,0,1
87 peter st unit 2915,wellington place,43.646776,-79.392435,595000,1,1.0,point (-79.392435 43.646776),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,37,5,48,17,403,193,0,39,0,0,0,3
55 stewart st unit 625,wellington place,43.643237,-79.401278,625000,1,1.0,point (-79.401278 43.643237),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,7,3,29,6,275,109,0,11,0,0,0,1
20 blue jays way #1106,wellington place,43.643797,-79.391668,850000,3,2.0,point (-79.391668 43.643797),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,15,6,35,3,330,158,0,25,0,0,0,2
290 adelaide st w #2405,wellington place,43.647816,-79.391122,988000,3,2.0,point (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,45,5,62,15,432,220,0,51,0,0,0,2
20 niagara st #penthouse 1,wellington place,43.642374,-79.400916,6298800,2,3.0,point (-79.400916 43.642374),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,6,2,28,6,255,105,0,10,0,0,0,1
20 stewart st #204,wellington place,43.643775,-79.400667,595900,1,1.0,point (-79.400667 43.643775),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,13,4,29,6,294,114,0,14,0,0,0,2
501 adelaide st w #909,wellington place,43.645422,-79.401295,539900,1,1.0,point (-79.401295 43.645422),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,17,4,31,6,346,131,0,17,0,0,0,2
533 richmond st w penthouse 2,wellington place,43.646874,-79.400841,3800000,3,3.0,point (-79.400841 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,30,2,26,7,363,142,0,23,0,0,0,1
30 nelson st #penthouse 101,wellington place,43.649062,-79.388476,3950000,3,3.0,point (-79.388476 43.649062),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,2,61,2,76,14,443,246,0,46,0,0,0,0
20 blue jays way #319,wellington place,43.643797,-79.391668,639000,1,1.0,point (-79.391668 43.643797),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,15,6,35,3,330,158,0,25,0,0,0,2
629 king st w #1307,wellington place,43.643972,-79.401585,399880,1,1.0,point (-79.401585 43.643972),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,8,4,29,6,287,113,0,16,0,0,0,3
357 king st w #1601,wellington place,43.645835,-79.392529,399000,1,1.0,point (-79.392529 43.645835),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,23,5,42,15,389,177,0,34,0,0,0,3
125 peter st #1301,wellington place,43.648321,-79.392887,928900,3,2.0,point (-79.392887 43.648321),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,58,5,49,17,429,210,0,40,0,0,0,2
295 adelaide st w #2303,wellington place,43.647594,-79.390757,599000,1,1.0,point (-79.390757 43.647594),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,42,5,61,16,430,217,0,49,0,0,0,1
80 john st #1603,wellington place,43.646874,-79.390188,1068900,2,2.0,point (-79.390188 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,26,6,67,16,413,217,0,63,0,0,0,2
375 king st w #2302,wellington place,43.6457,-79.393154,1089000,3,2.0,point (-79.393154 43.6457),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,22,5,38,11,390,175,0,35,0,0,0,3
470 front st w #1301,wellington place,43.642512,-79.395988,724900,1,1.0,point (-79.395988 43.642512),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,14,3,23,3,296,120,0,13,0,0,0,2
11 charlotte st #402,wellington place,43.646378,-79.39367,575000,1,1.0,point (-79.39367 43.646378),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,32,5,37,11,401,184,0,38,0,0,0,3
802 - 290 adelaide street w,wellington place,43.647816,-79.391122,950000,2,2.0,point (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,45,5,62,15,432,220,0,51,0,0,0,2
206 - 5 greystone walk dr,wellington place,43.645415,-79.387361,498000,3,2.0,point (-79.387361 43.645415),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,1,14,4,67,15,383,206,0,64,0,0,0,0
1517 - 87 peter st,wellington place,43.646776,-79.392435,635000,2,1.0,point (-79.392435 43.646776),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,37,5,48,17,403,193,0,39,0,0,0,3
321 - 451 the west mall,wellington place,43.645415,-79.387361,585000,2,1.0,point (-79.387361 43.645415),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,1,14,4,67,15,383,206,0,64,0,0,0,0
810 - 38 widmer st,wellington place,43.64818,-79.391974,588000,2,1.0,point (-79.391974 43.64818),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,55,5,56,18,423,221,0,41,0,0,0,2
710 - 108 peter st,wellington place,43.647679,-79.393277,588000,2,1.0,point (-79.393277 43.647679),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,51,5,45,17,411,199,0,39,0,0,0,2
3105 - 30 nelson st,wellington place,43.649062,-79.388476,599800,2,1.0,point (-79.388476 43.649062),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,2,61,2,76,14,443,246,0,46,0,0,0,0
gph3 - 8 widmer st,wellington place,43.646752,-79.391805,1290000,3,2.0,point (-79.391805 43.646752),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,36,5,50,16,409,200,0,42,0,0,0,3
1103 - 123 portland street,wellington place,43.646104,-79.400477,1189900,2,2.0,point (-79.400477 43.646104),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,23,3,28,7,361,141,0,24,0,0,0,1
204 - 123 portland street,wellington place,43.646104,-79.400477,599900,1,1.0,point (-79.400477 43.646104),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,23,3,28,7,361,141,0,24,0,0,0,1
3503 - 290 adelaide st w,wellington place,43.647816,-79.391122,448888,0,1.0,point (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,45,5,62,15,432,220,0,51,0,0,0,2
322 - 500 richmond st w,wellington place,43.647616,-79.399165,649900,1,1.0,point (-79.399165 43.647616),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,55,2,26,8,373,151,0,30,0,0,0,2
1415 - 140 simcoe st,wellington place,43.649529,-79.387146,1159000,3,2.0,point (-79.387146 43.649529),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,2,65,0,82,15,434,239,0,58,0,0,0,0
1008 - 327 king st w,wellington place,43.646129,-79.391089,587900,1,1.0,point (-79.391089 43.646129),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165,0,0,22,7,51,14,397,205,0,53,0,0,0,3
