,street address,latitude,longitude,neighbourhood,Income_Class,Crime_Class
613,808 8570 rivergrass drive,49.205371,-123.029248,killarney,Low Class,Severe Crime
614,521 3438 sawmill crescent,49.205784,-123.032766,killarney,Low Class,Severe Crime
615,2 3320 e 44th avenue,49.229808,-123.034038,killarney,Low Class,Severe Crime
616,3224 marmion avenue,49.231313,-123.036689,killarney,Low Class,Severe Crime
617,920 3557 sawmill crescent,49.205837,-123.028152,killarney,Low Class,Severe Crime
618,6908 dawson street,49.221078,-123.048547,killarney,Low Class,Severe Crime
619,2905 rosemont drive,49.217542,-123.046758,killarney,Low Class,Severe Crime
620,504 3438 sawmill crescent,49.205784,-123.032766,killarney,Low Class,Severe Crime
621,7137 camano street,49.219273,-123.0253,killarney,Low Class,Severe Crime
622,408 3451 sawmill crescent,49.205837,-123.028152,killarney,Low Class,Severe Crime
623,1309 3430 e kent avenue south,49.204897,-123.033371,killarney,Low Class,Severe Crime
624,319 3438 sawmill crescent,49.205784,-123.032766,killarney,Low Class,Severe Crime
625,3440 broadway w #126,49.264012,-123.180766,kitsilano,Moderate Class,Minor Crime
626,2478 w 5th ave,49.267165,-123.161621,kitsilano,Moderate Class,Minor Crime
627,2711 point grey rd,49.272416,-123.166684,kitsilano,Moderate Class,Minor Crime
628,1675 larch st,49.271174,-123.162392,kitsilano,Moderate Class,Minor Crime
629,1510 w 1st ave #305,49.270682,-123.146084,kitsilano,Moderate Class,Minor Crime
630,86 creelman ave #2078,49.274486,-123.14967,kitsilano,Moderate Class,Minor Crime
631,2612 balaclava st,49.263105,-123.173703,kitsilano,Moderate Class,Minor Crime
632,2850 mackenzie st,49.260838,-123.169951,kitsilano,Moderate Class,Minor Crime
633,1465 walnut st,49.272706,-123.149237,kitsilano,Moderate Class,Minor Crime
634,2453 w 10th ave,49.263248,-123.161373,kitsilano,Moderate Class,Minor Crime
635,1915 w 13th ave,49.259723,-123.148738,kitsilano,Moderate Class,Minor Crime
636,1415 walnut st,49.273246,-123.149335,kitsilano,Moderate Class,Minor Crime
637,2025 w 2nd ave #201,49.270112,-123.151099,kitsilano,Moderate Class,Minor Crime
638,2765 w 15th ave,49.258911,-123.167736,kitsilano,Moderate Class,Minor Crime
639,2057 w 3rd ave #penthouse 3,49.26924,-123.151753,kitsilano,Moderate Class,Minor Crime
640,1817 w 15th ave,49.258381,-123.146445,kitsilano,Moderate Class,Minor Crime
641,2025 stephens st #201,49.268069,-123.16671,kitsilano,Moderate Class,Minor Crime
642,3220 w 4th ave #303,49.268211,-123.176302,kitsilano,Moderate Class,Minor Crime
643,2618 w 15th ave,49.258348,-123.165387,kitsilano,Moderate Class,Minor Crime
644,2190 w 7th ave #111,49.265347,-123.154679,kitsilano,Moderate Class,Minor Crime
645,2437 w 1st ave #1,49.271146,-123.160658,kitsilano,Moderate Class,Minor Crime
646,1782 w 6th ave,49.266351,-123.148513,kitsilano,Moderate Class,Minor Crime
647,2596 w 14th ave,49.259056,-123.164641,kitsilano,Moderate Class,Minor Crime
648,2528 maple st #407,49.263465,-123.149961,kitsilano,Moderate Class,Minor Crime
649,2033 w 7th ave #306,49.265839,-123.151582,kitsilano,Moderate Class,Minor Crime
650,1824 w 12th ave,49.260618,-123.146536,kitsilano,Moderate Class,Minor Crime
651,2268 w 12th ave #102,49.260777,-123.156593,kitsilano,Moderate Class,Minor Crime
652,3161 w 4th ave #205,49.268705,-123.174915,kitsilano,Moderate Class,Minor Crime
653,1959 w 15th ave,49.25788,-123.149851,kitsilano,Moderate Class,Minor Crime
654,2645 w 6th ave,49.266824,-123.16538,kitsilano,Moderate Class,Minor Crime
655,2033 w 7th ave #305,49.265839,-123.151582,kitsilano,Moderate Class,Minor Crime
656,2311 w 8th ave,49.265068,-123.158095,kitsilano,Moderate Class,Minor Crime
657,2415 w 6th ave,49.266274,-123.16041,kitsilano,Moderate Class,Minor Crime
658,1902 blenheim st,49.269223,-123.177348,kitsilano,Moderate Class,Minor Crime
659,3449 w 7th ave,49.265744,-123.180899,kitsilano,Moderate Class,Minor Crime
660,2783 w 8th ave,49.265184,-123.168051,kitsilano,Moderate Class,Minor Crime
661,2433 broadway w,49.26424,-123.160905,kitsilano,Moderate Class,Minor Crime
662,3132 w 7th ave,49.265614,-123.174671,kitsilano,Moderate Class,Minor Crime
663,2121 w 6th ave #215,49.266657,-123.153534,kitsilano,Moderate Class,Minor Crime
664,1937 creelman ave,49.274723,-123.148637,kitsilano,Moderate Class,Minor Crime
665,2450 cornwall ave #205,49.272411,-123.161207,kitsilano,Moderate Class,Minor Crime
666,3628 w 5th ave,49.26745,-123.184331,kitsilano,Moderate Class,Minor Crime
667,1728 cypress st,49.270202,-123.148145,kitsilano,Moderate Class,Minor Crime
668,2959 w 16th ave,49.258061,-123.171668,kitsilano,Moderate Class,Minor Crime
669,1133 cypress st,49.275969,-123.147889,kitsilano,Moderate Class,Minor Crime
670,2658 waterloo st,49.262836,-123.179458,kitsilano,Moderate Class,Minor Crime
671,2545 broadway w #216,49.264294,-123.163584,kitsilano,Moderate Class,Minor Crime
672,2811 w 12th ave,49.261638,-123.168606,kitsilano,Moderate Class,Minor Crime
673,2365 w 3rd ave #301,49.269357,-123.159169,kitsilano,Moderate Class,Minor Crime
674,3132 maple st,49.257641,-123.15101,kitsilano,Moderate Class,Minor Crime
675,1344 laburnum st,49.274001,-123.151118,kitsilano,Moderate Class,Minor Crime
676,412 2528 maple street,49.263465,-123.149961,kitsilano,Moderate Class,Minor Crime
677,2783 w 8th avenue,49.265184,-123.168051,kitsilano,Moderate Class,Minor Crime
678,1728 cypress street,49.270202,-123.148145,kitsilano,Moderate Class,Minor Crime
679,2026 w 14th avenue,49.258839,-123.151437,kitsilano,Moderate Class,Minor Crime
680,2453 w 10th avenue,49.263248,-123.161373,kitsilano,Moderate Class,Minor Crime
681,1 3165 w 14th avenue,49.259926,-123.175365,kitsilano,Moderate Class,Minor Crime
682,201 2025 stephens street,49.268069,-123.16671,kitsilano,Moderate Class,Minor Crime
683,205 3161 w 4th avenue,49.268705,-123.174915,kitsilano,Moderate Class,Minor Crime
684,2727 w 7th avenue,49.26552,-123.167185,kitsilano,Moderate Class,Minor Crime
685,2721 w 7th avenue,49.266019,-123.167095,kitsilano,Moderate Class,Minor Crime
686,2335 w 8th avenue,49.265074,-123.158514,kitsilano,Moderate Class,Minor Crime
687,2325 w 8th avenue,49.26507,-123.158304,kitsilano,Moderate Class,Minor Crime
688,2325/35 w 8th avenue,49.26507,-123.158304,kitsilano,Moderate Class,Minor Crime
689,1344 laburnum street,49.274001,-123.151118,kitsilano,Moderate Class,Minor Crime
690,1346 laburnum street,49.274001,-123.151118,kitsilano,Moderate Class,Minor Crime
691,2959 w 16 avenue,49.258061,-123.171668,kitsilano,Moderate Class,Minor Crime
692,302 2080 maple street,49.267488,-123.149955,kitsilano,Moderate Class,Minor Crime
693,213 1424 walnut street,49.273117,-123.148713,kitsilano,Moderate Class,Minor Crime
694,1675 larch street,49.271174,-123.162392,kitsilano,Moderate Class,Minor Crime
695,1824 w 12th avenue,49.260618,-123.146536,kitsilano,Moderate Class,Minor Crime
696,216 2545 w broadway,49.264294,-123.163584,kitsilano,Moderate Class,Minor Crime
697,2770 w 5th avenue,49.267215,-123.167706,kitsilano,Moderate Class,Minor Crime
698,200 2033 w 7th avenue,49.265839,-123.151582,kitsilano,Moderate Class,Minor Crime
699,104 1933 w 5th avenue,49.267493,-123.148843,kitsilano,Moderate Class,Minor Crime
700,303 2450 cornwall avenue,49.272411,-123.161207,kitsilano,Moderate Class,Minor Crime
701,b 3538 w 14th avenue,49.259539,-123.183064,kitsilano,Moderate Class,Minor Crime
702,2171 maple street,49.266651,-123.150738,kitsilano,Moderate Class,Minor Crime
703,103 2256 w 7th avenue,49.265371,-123.156541,kitsilano,Moderate Class,Minor Crime
704,303 3220 w 4th avenue,49.268211,-123.176302,kitsilano,Moderate Class,Minor Crime
705,2850 mackenzie street,49.260838,-123.169951,kitsilano,Moderate Class,Minor Crime
706,3132 maple street,49.257641,-123.15101,kitsilano,Moderate Class,Minor Crime
707,8588 cornish st #1105,49.208948,-123.141934,marpole,Low Class,Minor Crime
708,8988 hudson st #116,49.20355,-123.134225,marpole,Low Class,Minor Crime
709,8555 granville st #2108,49.209294,-123.141287,marpole,Low Class,Minor Crime
710,7428 alberta st #304,49.217347,-123.112657,marpole,Low Class,Minor Crime
711,845 w 67th ave,49.210871,-123.125486,marpole,Low Class,Minor Crime
712,455 sw marine dr #2006,49.211163,-123.115988,marpole,Low Class,Minor Crime
713,7638 cambie st #103,49.215572,-123.116344,marpole,Low Class,Minor Crime
714,477 w 59th ave #202,49.217183,-123.115644,marpole,Low Class,Minor Crime
715,7303 granville st,49.218971,-123.139713,marpole,Low Class,Minor Crime
716,7418 paulson st #903,49.217659,-123.119322,marpole,Low Class,Minor Crime
717,8131 nunavut ln #2502,49.211335,-123.116532,marpole,Low Class,Minor Crime
718,8283 heather st,49.210851,-123.124327,marpole,Low Class,Minor Crime
719,8488 cornish st #619,49.208889,-123.141934,marpole,Low Class,Minor Crime
720,8645 osler st #301,49.207578,-123.1322,marpole,Low Class,Minor Crime
721,455 sw marine dr #1005,49.211163,-123.115988,marpole,Low Class,Minor Crime
722,1328 w 73rd ave #8,49.204077,-123.135596,marpole,Low Class,Minor Crime
723,260 w 63rd ave,49.213139,-123.111568,marpole,Low Class,Minor Crime
724,1718 w 61st ave,49.215709,-123.146443,marpole,Low Class,Minor Crime
725,156 w 62nd ave,49.213981,-123.109152,marpole,Low Class,Minor Crime
726,1386 w 73rd ave #102,49.204706,-123.137817,marpole,Low Class,Minor Crime
727,1649 w 69th ave,49.209824,-123.145369,marpole,Low Class,Minor Crime
728,1573 w 66th avenue,49.211654,-123.142838,marpole,Low Class,Minor Crime
729,1688 w 61st avenue,49.2157,-123.145815,marpole,Low Class,Minor Crime
730,1109 8189 cambie street,49.210128,-123.118339,marpole,Low Class,Minor Crime
731,1104 489 interurban way,49.209367,-123.115944,marpole,Low Class,Minor Crime
732,1516 w 61st avenue,49.216157,-123.141098,marpole,Low Class,Minor Crime
733,2501 7433 cambie street,49.217389,-123.117849,marpole,Low Class,Minor Crime
734,1101 433 sw marine drive,49.203785,-123.13158,marpole,Low Class,Minor Crime
735,108 7520 columbia street,49.216088,-123.111695,marpole,Low Class,Minor Crime
736,202 8680 fremlin street,49.207229,-123.1273,marpole,Low Class,Minor Crime
737,108 8622 selkirk street,49.208143,-123.132918,marpole,Low Class,Minor Crime
738,3003 8131 nunavut lane,49.211335,-123.116532,marpole,Low Class,Minor Crime
739,7789 birch street,49.215209,-123.136627,marpole,Low Class,Minor Crime
740,304 7428 alberta street,49.217347,-123.112657,marpole,Low Class,Minor Crime
741,103 7638 cambie street,49.215572,-123.116344,marpole,Low Class,Minor Crime
742,2502 8131 nunavut lane,49.211335,-123.116532,marpole,Low Class,Minor Crime
743,1718 w 61st avenue,49.215709,-123.146443,marpole,Low Class,Minor Crime
744,156 w 62nd avenue,49.213981,-123.109152,marpole,Low Class,Minor Crime
745,202 477 w 59th avenue,49.217183,-123.115644,marpole,Low Class,Minor Crime
746,159 w 2nd ave #2/503,49.269571,-123.108504,mount pleasant,Moderate Class,Minor Crime
747,250 e 6th ave #809,49.265226,-123.100379,mount pleasant,Moderate Class,Minor Crime
748,540 e 11th ave,49.260377,-123.091996,mount pleasant,Moderate Class,Minor Crime
749,209 e 7th ave #501,49.264857,-123.100405,mount pleasant,Moderate Class,Minor Crime
750,289 e 6th ave #512,49.265741,-123.099417,mount pleasant,Moderate Class,Minor Crime
751,616 e 10th ave,49.261269,-123.090603,mount pleasant,Moderate Class,Minor Crime
752,110 switchmen st #1707,49.270809,-123.101516,mount pleasant,Moderate Class,Minor Crime
753,250 e 6th ave #451,49.265226,-123.100379,mount pleasant,Moderate Class,Minor Crime
754,195 w 12th ave,49.260583,-123.109316,mount pleasant,Moderate Class,Minor Crime
755,1048 e 7th ave #3a,49.264003,-123.082144,mount pleasant,Moderate Class,Minor Crime
756,239 w 16th ave,49.257072,-123.110548,mount pleasant,Moderate Class,Minor Crime
757,45 w 15th ave,49.257827,-123.106234,mount pleasant,Moderate Class,Minor Crime
758,371 e 16th ave,49.256801,-123.096832,mount pleasant,Moderate Class,Minor Crime
759,356 w 15th ave #2,49.2575,-123.112465,mount pleasant,Moderate Class,Minor Crime
760,2888 cambie st #702,49.259754,-123.114732,mount pleasant,Moderate Class,Minor Crime
761,180 e 2nd ave #1012,49.268674,-123.101202,mount pleasant,Moderate Class,Minor Crime
762,39 w 12th ave,49.260551,-123.105971,mount pleasant,Moderate Class,Minor Crime
763,63 w 13th ave,49.25965,-123.106526,mount pleasant,Moderate Class,Minor Crime
764,1775 quebec st #607,49.269514,-123.103314,mount pleasant,Moderate Class,Minor Crime
765,830 e 7th ave #211,49.26404,-123.086412,mount pleasant,Moderate Class,Minor Crime
766,311 e 6th ave #405,49.265607,-123.098523,mount pleasant,Moderate Class,Minor Crime
767,445 w 2nd ave #townhouse 101,49.266828,-123.113794,mount pleasant,Moderate Class,Minor Crime
768,1136 e 10th ave,49.261189,-123.08052,mount pleasant,Moderate Class,Minor Crime
769,2112 prince edward st,49.265872,-123.095414,mount pleasant,Moderate Class,Minor Crime
770,2239 saint catherines st #301,49.264578,-123.085505,mount pleasant,Moderate Class,Minor Crime
771,830 e 7th ave #111,49.26404,-123.086412,mount pleasant,Moderate Class,Minor Crime
772,88 w 1st ave #602,49.270596,-123.106408,mount pleasant,Moderate Class,Minor Crime
773,2731 sophia st,49.260314,-123.097529,mount pleasant,Moderate Class,Minor Crime
774,3199 saint george st,49.256755,-123.094078,mount pleasant,Moderate Class,Minor Crime
775,1166 e 11th ave #1,49.260284,-123.079823,mount pleasant,Moderate Class,Minor Crime
776,464 e 12th ave,49.25948,-123.093791,mount pleasant,Moderate Class,Minor Crime
777,528 e 12th ave,49.259483,-123.092331,mount pleasant,Moderate Class,Minor Crime
778,2316 prince albert st,49.264002,-123.086872,mount pleasant,Moderate Class,Minor Crime
779,888 e 12th ave,49.25942,-123.085662,mount pleasant,Moderate Class,Minor Crime
780,830 e 14th ave,49.25763,-123.086523,mount pleasant,Moderate Class,Minor Crime
781,827 e 16th ave,49.256569,-123.086848,mount pleasant,Moderate Class,Minor Crime
782,2817 clark dr #201,49.259353,-123.077979,mount pleasant,Moderate Class,Minor Crime
783,302 379 e broadway,49.262994,-123.096474,mount pleasant,Moderate Class,Minor Crime
784,217 678 w 7th avenue,49.265018,-123.110122,mount pleasant,Moderate Class,Minor Crime
785,540 e 11th avenue,49.260377,-123.091996,mount pleasant,Moderate Class,Minor Crime
786,1 1166 e 11th avenue,49.260284,-123.079823,mount pleasant,Moderate Class,Minor Crime
787,1718 1618 quebec street,49.271542,-123.1015,mount pleasant,Moderate Class,Minor Crime
788,319 2377 e 11th avenue,49.26103,-123.111724,mount pleasant,Moderate Class,Minor Crime
789,403 2377 e 11th avenue,49.260926,-123.095549,mount pleasant,Moderate Class,Minor Crime
790,106 2377 e 11th avenue,49.260868,-123.103296,mount pleasant,Moderate Class,Minor Crime
791,309 2377 e 11th avenue,49.260799,-123.09801,mount pleasant,Moderate Class,Minor Crime
792,311 2520 guelph street,49.262215,-123.094458,mount pleasant,Moderate Class,Minor Crime
793,501 209 e 7th avenue,49.264857,-123.100405,mount pleasant,Moderate Class,Minor Crime
794,1161 e 11th avenue,49.260807,-123.080088,mount pleasant,Moderate Class,Minor Crime
795,153 2230 e 1st avenue,49.270484,-123.102109,mount pleasant,Moderate Class,Minor Crime
796,1219 1768 cook street,49.269664,-123.109934,mount pleasant,Moderate Class,Minor Crime
797,105 205 e 10th avenue,49.262278,-123.100641,mount pleasant,Moderate Class,Minor Crime
798,923-925 e broadway,49.26273,-123.084629,mount pleasant,Moderate Class,Minor Crime
799,371 e 16th avenue,49.256801,-123.096832,mount pleasant,Moderate Class,Minor Crime
800,18 e 1st avenue,49.269926,-123.104176,mount pleasant,Moderate Class,Minor Crime
801,1202 1788 ontario street,49.269533,-123.104232,mount pleasant,Moderate Class,Minor Crime
802,903 1678 pullman porter street,49.270746,-123.103739,mount pleasant,Moderate Class,Minor Crime
803,1010 38 w 1st avenue,49.26994,-123.105572,mount pleasant,Moderate Class,Minor Crime
804,806 298 e 11 avenue,49.260833,-123.098885,mount pleasant,Moderate Class,Minor Crime
805,802 123 w 1st avenue,49.270787,-123.107603,mount pleasant,Moderate Class,Minor Crime
806,409 210 e 5th avenue,49.266061,-123.100355,mount pleasant,Moderate Class,Minor Crime
807,411 298 e 11th avenue,49.260833,-123.098885,mount pleasant,Moderate Class,Minor Crime
808,460 e 5th avenue,49.265884,-123.093391,mount pleasant,Moderate Class,Minor Crime
809,1504 1775 quebec street,49.269514,-123.103314,mount pleasant,Moderate Class,Minor Crime
810,405 288 e 8th avenue,49.263313,-123.09931,mount pleasant,Moderate Class,Minor Crime
811,101 830 e 7th avenue,49.26404,-123.086412,mount pleasant,Moderate Class,Minor Crime
812,309 285 e 10th avenue,49.262275,-123.099907,mount pleasant,Moderate Class,Minor Crime
813,101 710 e 6th avenue,49.264962,-123.088729,mount pleasant,Moderate Class,Minor Crime
814,204 975 e broadway,49.262724,-123.083955,mount pleasant,Moderate Class,Minor Crime
815,1701 1708 ontario street,49.269924,-123.104139,mount pleasant,Moderate Class,Minor Crime
816,403 2055 yukon street,49.267088,-123.113233,mount pleasant,Moderate Class,Minor Crime
817,408 480 16th avenue,49.257139,-123.114427,mount pleasant,Moderate Class,Minor Crime
818,103 1040 e broadway avenue,49.262105,-123.08251,mount pleasant,Moderate Class,Minor Crime
819,2326 windsor street,49.264013,-123.083002,mount pleasant,Moderate Class,Minor Crime
820,2731 sophia street,49.260314,-123.097529,mount pleasant,Moderate Class,Minor Crime
821,1188 w 55th ave,49.220119,-123.132186,oakridge,Moderate Class,Moderate Crime
822,1332 w 51st ave,49.22465,-123.135958,oakridge,Moderate Class,Moderate Crime
823,1196 w 48th ave,49.227388,-123.133219,oakridge,Moderate Class,Moderate Crime
824,6010 granville st,49.231439,-123.139215,oakridge,Moderate Class,Moderate Crime
825,1198 w 55th ave,49.220129,-123.133097,oakridge,Moderate Class,Moderate Crime
826,6076 tisdall st #605,49.230352,-123.121141,oakridge,Moderate Class,Moderate Crime
827,185 w 45th ave,49.229855,-123.110477,oakridge,Moderate Class,Moderate Crime
828,988 w 54th ave #203,49.221676,-123.137879,oakridge,Moderate Class,Moderate Crime
829,7123 selkirk st,49.221187,-123.133918,oakridge,Moderate Class,Moderate Crime
830,688 fairchild rd #204,49.230828,-123.120572,oakridge,Moderate Class,Moderate Crime
831,1238 w 45th ave,49.230128,-123.133482,oakridge,Moderate Class,Moderate Crime
832,1332 w 47th ave,49.228392,-123.135827,oakridge,Moderate Class,Moderate Crime
833,1055 w 57th ave,49.219579,-123.130073,oakridge,Moderate Class,Moderate Crime
834,7232 granville street,49.220342,-123.139696,oakridge,Moderate Class,Moderate Crime
835,6789 cambie street,49.223577,-123.117208,oakridge,Moderate Class,Moderate Crime
836,1188 w 55th avenue,49.220119,-123.132186,oakridge,Moderate Class,Moderate Crime
837,6926 tisdall street,49.222376,-123.120409,oakridge,Moderate Class,Moderate Crime
838,950 w 43rd avenue,49.230825,-123.130458,oakridge,Moderate Class,Moderate Crime
839,1426 w 48th avenue,49.227561,-123.138059,oakridge,Moderate Class,Moderate Crime
840,328 wethersfield drive,49.224606,-123.11404,oakridge,Moderate Class,Moderate Crime
841,411 5733 alberta street,49.233114,-123.113905,oakridge,Moderate Class,Moderate Crime
842,123 1010 w 47th avenue,49.227952,-123.108976,oakridge,Moderate Class,Moderate Crime
843,141 1014 w 47th avenue,49.227961,-123.109528,oakridge,Moderate Class,Moderate Crime
844,1332 w 47th avenue,49.228392,-123.135827,oakridge,Moderate Class,Moderate Crime
845,920 w 49th avenue,49.226201,-123.127287,oakridge,Moderate Class,Moderate Crime
846,1 1456 w 45th avenue,49.230317,-123.138647,oakridge,Moderate Class,Moderate Crime
847,3625 monmouth ave,49.23952,-123.02554,renfrew collingwood,Low Class,Minor Crime
848,2768 e 25th ave,49.247673,-123.047995,renfrew collingwood,Low Class,Minor Crime
849,3987 rupert st,49.248973,-123.034214,renfrew collingwood,Low Class,Minor Crime
850,2731 duke st,49.239163,-123.049351,renfrew collingwood,Low Class,Minor Crime
851,4990 mcgeer st #315,49.239521,-123.032816,renfrew collingwood,Low Class,Minor Crime
852,2699 duke st,49.239447,-123.050058,renfrew collingwood,Low Class,Minor Crime
853,3126 e 17th ave,49.254518,-123.038276,renfrew collingwood,Low Class,Minor Crime
854,2693 duke st,49.239447,-123.050058,renfrew collingwood,Low Class,Minor Crime
855,2549 e 16th ave,49.25597,-123.054291,renfrew collingwood,Low Class,Minor Crime
856,3661 e 27th ave,49.246432,-123.024918,renfrew collingwood,Low Class,Minor Crime
857,2632 nanaimo st,49.260614,-123.056207,renfrew collingwood,Low Class,Minor Crime
858,4573 slocan st #201,49.243776,-123.050776,renfrew collingwood,Low Class,Minor Crime
859,4815 eldorado mews #2401,49.241221,-123.057581,renfrew collingwood,Low Class,Minor Crime
860,5288 melbourne st #1205,49.234589,-123.028988,renfrew collingwood,Low Class,Minor Crime
861,5665 boundary rd #2807,49.233386,-123.024471,renfrew collingwood,Low Class,Minor Crime
862,5288 melbourne st #1905,49.234589,-123.028988,renfrew collingwood,Low Class,Minor Crime
863,5380 oben st #1609,49.235142,-123.026165,renfrew collingwood,Low Class,Minor Crime
864,4863 rupert st,49.240586,-123.038292,renfrew collingwood,Low Class,Minor Crime
865,2891 e 19th ave,49.25343,-123.045223,renfrew collingwood,Low Class,Minor Crime
866,4465 skeena st,49.244847,-123.028936,renfrew collingwood,Low Class,Minor Crime
867,2707 e 26th ave,49.247327,-123.048814,renfrew collingwood,Low Class,Minor Crime
868,5189 gaston st #1303,49.236997,-123.030296,renfrew collingwood,Low Class,Minor Crime
869,2729 ward st,49.23942,-123.049016,renfrew collingwood,Low Class,Minor Crime
870,4390 kaslo st,49.245353,-123.046751,renfrew collingwood,Low Class,Minor Crime
871,4655 rupert st,49.243016,-123.035931,renfrew collingwood,Low Class,Minor Crime
872,3644 e 28th ave #3,49.245106,-123.024899,renfrew collingwood,Low Class,Minor Crime
873,5058 joyce st #1208,49.238596,-123.031047,renfrew collingwood,Low Class,Minor Crime
874,4502 nanaimo st,49.244476,-123.056264,renfrew collingwood,Low Class,Minor Crime
875,5120 killarney street,49.237924,-123.043571,renfrew collingwood,Low Class,Minor Crime
876,708 1688 pullman porter street,49.234408,-123.025829,renfrew collingwood,Low Class,Minor Crime
877,2768 e 25th avenue,49.247673,-123.047995,renfrew collingwood,Low Class,Minor Crime
878,802 1688 pullman porter street,49.234408,-123.025829,renfrew collingwood,Low Class,Minor Crime
879,906 4815 eldorado mews,49.241221,-123.057581,renfrew collingwood,Low Class,Minor Crime
880,2707 e 26th avenue,49.247327,-123.048814,renfrew collingwood,Low Class,Minor Crime
881,4557 reid street,49.243613,-123.036811,renfrew collingwood,Low Class,Minor Crime
882,1907 4815 eldorado mews,49.241221,-123.057581,renfrew collingwood,Low Class,Minor Crime
883,3625 monmouth avenue,49.23952,-123.02554,renfrew collingwood,Low Class,Minor Crime
884,407 5399 joyce street,49.235396,-123.035085,renfrew collingwood,Low Class,Minor Crime
885,4390 kaslo street,49.245353,-123.046751,renfrew collingwood,Low Class,Minor Crime
886,202 2973 kingsway,49.236324,-123.043217,renfrew collingwood,Low Class,Minor Crime
887,5630 lincoln street,49.233206,-123.025587,renfrew collingwood,Low Class,Minor Crime
888,406 5399 joyce street,49.235396,-123.035085,renfrew collingwood,Low Class,Minor Crime
889,2371 e 30th avenue,49.240627,-123.057494,renfrew collingwood,Low Class,Minor Crime
890,2377 e 30th avenue,49.240576,-123.057389,renfrew collingwood,Low Class,Minor Crime
891,3227 e 29th avenue,49.244802,-123.036051,renfrew collingwood,Low Class,Minor Crime
892,2995 e 17th avenue,49.254696,-123.041804,renfrew collingwood,Low Class,Minor Crime
893,3225 e 29th avenue,49.244802,-123.036051,renfrew collingwood,Low Class,Minor Crime
894,1405 5410 shortcut road,49.234408,-123.025829,renfrew collingwood,Low Class,Minor Crime
895,2636 ward street,49.240088,-123.050671,renfrew collingwood,Low Class,Minor Crime
896,2634 ward street,49.240141,-123.050784,renfrew collingwood,Low Class,Minor Crime
897,2632 ward street,49.240141,-123.050784,renfrew collingwood,Low Class,Minor Crime
898,101 5189 gaston street,49.236997,-123.030296,renfrew collingwood,Low Class,Minor Crime
899,5470 clarendon street,49.23501,-123.055135,renfrew collingwood,Low Class,Minor Crime
900,2353 kingsway,49.241523,-123.056622,renfrew collingwood,Low Class,Minor Crime
901,2375 kingsway,49.241365,-123.056284,renfrew collingwood,Low Class,Minor Crime
902,2335 kingsway,49.24168,-123.056956,renfrew collingwood,Low Class,Minor Crime
903,2361 kingsway,49.241469,-123.056502,renfrew collingwood,Low Class,Minor Crime
904,4178 slocan street,49.24732,-123.049193,renfrew collingwood,Low Class,Minor Crime
905,4951 rupert street,49.239893,-123.038926,renfrew collingwood,Low Class,Minor Crime
906,4939 rupert street,49.239988,-123.038859,renfrew collingwood,Low Class,Minor Crime
907,315 4990 mcgeer street,49.239521,-123.032816,renfrew collingwood,Low Class,Minor Crime
908,197 w king edward avenue st #8,49.248613,-123.109833,riley park,Moderate Class,Minor Crime
909,360 e 36th ave #213,49.237636,-123.098596,riley park,Moderate Class,Minor Crime
910,460 w 16th ave #12,49.256561,-123.114012,riley park,Moderate Class,Minor Crime
911,209 e 20th ave #103,49.253226,-123.100429,riley park,Moderate Class,Minor Crime
912,4907 walden st,49.240342,-123.100534,riley park,Moderate Class,Minor Crime
913,131 king edward ave e #1,49.249221,-123.108316,riley park,Moderate Class,Minor Crime
914,142 e 27th ave,49.247028,-123.102357,riley park,Moderate Class,Minor Crime
915,51 e 27th ave,49.247524,-123.104159,riley park,Moderate Class,Minor Crime
916,557 e 20th ave,49.253106,-123.092568,riley park,Moderate Class,Minor Crime
917,46 king edward ave w,49.24855,-123.106148,riley park,Moderate Class,Minor Crime
918,3368 main st #203,49.255195,-123.100884,riley park,Moderate Class,Minor Crime
919,428 e 24th ave,49.249087,-123.096034,riley park,Moderate Class,Minor Crime
920,4078 columbia st #6,49.24926,-123.10968,riley park,Moderate Class,Minor Crime
921,548 e 16th ave,49.256211,-123.092771,riley park,Moderate Class,Minor Crime
922,3232 columbia st,49.256458,-123.109996,riley park,Moderate Class,Minor Crime
923,155 e 23rd ave,49.250457,-123.102081,riley park,Moderate Class,Minor Crime
924,676 w 26th avenue,49.247343,-123.091001,riley park,Moderate Class,Minor Crime
925,1 351 e 38th avenue,49.23653,-123.098221,riley park,Moderate Class,Minor Crime
926,402 1188 quebec street,49.25025,-123.102902,riley park,Moderate Class,Minor Crime
927,206 688 e 19th avenue,49.253479,-123.090447,riley park,Moderate Class,Minor Crime
928,410 215 e 33rd avenue,49.24077,-123.101062,riley park,Moderate Class,Minor Crime
929,1 39 w 22nd avenue,49.251232,-123.10594,riley park,Moderate Class,Minor Crime
930,2 39 w 22nd avenue,49.251232,-123.10594,riley park,Moderate Class,Minor Crime
931,402 4988 cambie street,49.240173,-123.117258,riley park,Moderate Class,Minor Crime
932,607 5168 cambie street,49.23884,-123.11579,riley park,Moderate Class,Minor Crime
933,125 w 41st avenue,49.23355,-123.108809,riley park,Moderate Class,Minor Crime
934,485 w 35th avenue,49.239443,-123.11647,riley park,Moderate Class,Minor Crime
935,1 526 e 30th avenue,49.243301,-123.093564,riley park,Moderate Class,Minor Crime
936,131 w 41st avenue,49.233559,-123.109005,riley park,Moderate Class,Minor Crime
