Neighbourhood,Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
victoria village,297,6 Wyndcliff Cres,M4A2K1,43.735574,-79.318059,North York,1429900,4 bds,2 ba,,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,0,0,1,0,2,0,0,0,0,1,0,0,5,2,72,0,5,4,0,11,0,0,0,0,1,POINT (-79.318059 43.735574),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195
victoria village,468,1785 Eglinton Ave E #203,M4A2Y6,43.724765,-79.307151,North York,549000,2 bds,2 ba,,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,2,39,1,4,4,0,13,0,0,0,0,1,0,0,3,2,88,1,8,4,0,17,0,0,0,0,1,POINT (-79.307151 43.724765),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195
victoria village,1098,1404 - 25 Sunrise Ave,,43.719092,-79.30226,,529999,3,2,,0,0,1,0,14,1,3,0,0,2,0,0,0,0,0,0,0,3,2,48,1,7,2,0,11,0,0,0,0,1,0,0,5,3,100,1,16,7,0,27,0,0,0,0,2,POINT (-79.30226 43.719092),1101,220,448,90,374,75,279,56,3185,6345,2005,1500,665,250,3290,7115,2000,1150,205,195
wellington place,14,80 John St #3201,M5V3X4,43.646874,-79.390188,Downtown Toronto,1550000,2 bds,2 ba,,0,0,1,6,2,16,72,26,0,63,0,0,0,0,2,0,3,10,11,11,32,183,96,0,181,0,0,0,0,7,5,9,26,28,67,49,413,217,0,356,0,0,0,0,16,POINT (-79.390188 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,43,501 Adelaide St W #1108,M5V0R3,43.645422,-79.401295,Downtown Toronto,629000,1 bd,1 ba,,0,0,2,4,6,6,57,12,0,17,0,0,0,0,2,1,0,5,12,13,15,150,60,0,70,0,0,0,0,7,2,0,17,20,31,38,346,131,0,160,0,0,0,0,11,POINT (-79.401295 43.645422),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,61,455 Wellington St W #509,M5V0V8,43.643152,-79.397171,Downtown Toronto,2250000,3 bds,3 ba,,0,0,1,3,0,5,40,12,0,12,0,0,0,0,1,0,0,4,13,12,19,141,52,0,68,0,0,0,0,7,1,2,16,21,24,35,308,123,0,189,0,0,0,0,10,POINT (-79.397171 43.643152),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,62,87 Peter St UNIT 2915,M5V2G4,43.646776,-79.392435,Downtown Toronto,595000,1 bd,1 ba,,0,0,2,5,1,17,66,26,0,39,0,0,0,0,3,0,2,11,11,7,31,187,78,0,140,0,0,0,0,5,5,6,37,24,48,42,403,193,0,295,0,0,0,0,14,POINT (-79.392435 43.646776),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,82,55 Stewart St UNIT 625,M5V2V1,43.643237,-79.401278,Downtown Toronto,625000,1 bd,1 ba,,0,0,2,3,4,6,36,13,0,11,0,0,0,0,1,0,0,5,10,13,14,121,45,0,45,0,0,0,0,5,1,0,7,19,29,30,275,109,0,131,0,0,0,0,9,POINT (-79.401278 43.643237),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,166,20 Blue Jays Way #1106,M5V3W6,43.643797,-79.391668,Downtown Toronto,850000,3 bds,2 ba,,0,0,0,6,2,3,42,17,0,25,0,0,0,0,2,0,2,5,9,7,30,161,66,0,126,0,0,0,0,4,1,5,15,26,35,39,330,158,0,252,0,0,0,0,14,POINT (-79.391668 43.643797),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,173,290 Adelaide St W #2405,M5V1N1,43.647816,-79.391122,Downtown Toronto,988000,3 bds,2 ba,,0,0,3,5,1,15,72,28,0,51,0,0,0,0,2,1,3,11,12,11,29,209,96,0,171,0,0,0,0,5,6,9,45,28,62,46,432,220,0,348,0,0,0,0,15,POINT (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,199,20 Niagara St #PENTHOUSE 1,M5V3L8,43.642374,-79.400916,Downtown Toronto,6298800,2 bds,3 ba,"4,022 sqft",0,0,1,2,4,6,33,11,0,10,0,0,0,0,1,0,0,3,10,14,13,116,42,0,46,0,0,0,0,6,1,0,6,18,28,30,255,105,0,129,0,0,0,0,9,POINT (-79.400916 43.642374),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,215,20 Stewart St #204,M5V1H6,43.643775,-79.400667,Downtown Toronto,595900,1 bd,1 ba,,0,0,1,4,4,6,50,13,0,14,0,0,0,0,2,0,0,5,12,11,16,132,50,0,51,0,0,0,0,8,1,0,13,19,29,31,294,114,0,141,0,0,0,0,9,POINT (-79.400667 43.643775),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,258,501 Adelaide St W #909,M5V0R3,43.645422,-79.401295,Downtown Toronto,539900,1 bd,1 ba,,0,0,2,4,6,6,57,12,0,17,0,0,0,0,2,1,0,5,12,13,15,150,60,0,70,0,0,0,0,7,2,0,17,20,31,38,346,131,0,160,0,0,0,0,11,POINT (-79.401295 43.645422),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,282,533 Richmond St W PENTHOUSE 2,M5V3Y1,43.646874,-79.400841,Downtown Toronto,3800000,3 bds,3 ba,,0,0,2,2,6,7,61,10,0,23,0,0,0,0,1,1,0,5,11,10,15,196,74,0,86,0,0,0,0,7,3,0,30,20,26,40,363,142,0,176,0,0,0,0,12,POINT (-79.400841 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,284,30 Nelson St #PENTHOUSE 101,M5V0H5,43.649062,-79.388476,Downtown Toronto,3950000,3 bds,3 ba,,0,2,3,2,4,14,66,25,0,46,0,0,0,0,0,2,4,11,11,28,30,222,125,0,208,0,0,0,0,8,6,10,61,29,76,53,443,246,0,407,0,0,0,0,19,POINT (-79.388476 43.649062),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,334,20 Blue Jays Way #319,M5V3W6,43.643797,-79.391668,Downtown Toronto,639000,1 bd,1 ba,,0,0,0,6,2,3,42,17,0,25,0,0,0,0,2,0,2,5,9,7,30,161,66,0,126,0,0,0,0,4,1,5,15,26,35,39,330,158,0,252,0,0,0,0,14,POINT (-79.391668 43.643797),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,340,629 King St W #1307,M5V0G9,43.643972,-79.401585,Downtown Toronto,399880,1 bd,1 ba,,0,0,2,4,6,6,53,14,0,16,0,0,0,0,3,0,0,4,10,11,14,126,48,0,60,0,0,0,0,5,1,0,8,20,29,30,287,113,0,133,0,0,0,0,9,POINT (-79.401585 43.643972),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,342,357 King St W #1601,M5V0S7,43.645835,-79.392529,Downtown Toronto,399000,1 bd,1 ba,,0,0,0,5,2,15,63,23,0,34,0,0,0,0,3,0,2,10,10,7,31,182,77,0,138,0,0,0,0,5,5,5,23,25,42,39,389,177,0,267,0,0,0,0,13,POINT (-79.392529 43.645835),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,410,125 Peter St #1301,M5V0M2,43.648321,-79.392887,Downtown Toronto,928900,3 bds,2 ba,,0,0,4,5,1,17,66,24,0,40,0,0,0,0,2,1,3,12,13,8,30,222,80,0,140,0,0,0,0,5,7,6,58,26,49,43,429,210,0,320,0,0,0,0,15,POINT (-79.392887 43.648321),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,464,295 Adelaide St W #2303,M5V0L4,43.647594,-79.390757,Downtown Toronto,599000,1 bd,1 ba,,0,0,3,5,1,16,73,27,0,49,0,0,0,0,1,0,3,11,11,11,30,209,99,0,180,0,0,0,0,6,5,9,42,29,61,46,430,217,0,354,0,0,0,0,16,POINT (-79.390757 43.647594),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,526,80 John St #1603,M5V3X4,43.646874,-79.390188,Downtown Toronto,1068900,2 bds,2 ba,"1,010 sqft",0,0,1,6,2,16,72,26,0,63,0,0,0,0,2,0,3,10,11,11,32,183,96,0,181,0,0,0,0,7,5,9,26,28,67,49,413,217,0,356,0,0,0,0,16,POINT (-79.390188 43.646874),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,596,375 King St W #2302,M5V1K5,43.6457,-79.393154,Downtown Toronto,1089000,3 bds,2 ba,,0,0,0,5,2,11,60,22,0,35,0,0,0,0,3,0,2,10,12,7,29,181,73,0,125,0,0,0,0,5,4,5,22,24,38,39,390,175,0,276,0,0,0,0,14,POINT (-79.393154 43.6457),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,653,470 Front St W #1301,M5V0V6,43.642512,-79.395988,Downtown Toronto,724900,1 bd,1 ba,,0,0,1,3,0,3,29,10,0,13,0,0,0,0,2,0,0,3,12,9,21,135,51,0,71,0,0,0,0,6,0,2,14,21,23,37,296,120,0,187,0,0,0,0,10,POINT (-79.395988 43.642512),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,663,11 Charlotte St #402,M5V0M6,43.646378,-79.39367,Downtown Toronto,575000,1 bd,1 ba,,0,0,1,5,1,11,67,23,0,38,0,0,0,0,3,0,2,11,13,7,28,188,72,0,130,0,0,0,0,6,6,4,32,24,37,40,401,184,0,279,0,0,0,0,14,POINT (-79.39367 43.646378),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,694,802 - 290 Adelaide Street W,,43.647816,-79.391122,,950000,2,2,,0,0,3,5,1,15,72,28,0,51,0,0,0,0,2,1,3,11,12,11,29,209,96,0,171,0,0,0,0,5,6,9,45,28,62,46,432,220,0,348,0,0,0,0,15,POINT (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,734,206 - 5 Greystone Walk Dr,,43.645415,-79.387361,,498000,3,2,,0,1,1,4,3,15,56,26,0,64,0,0,0,0,0,0,4,6,14,23,27,166,95,0,183,0,0,0,0,7,5,8,14,24,67,54,383,206,0,361,0,0,0,0,18,POINT (-79.387361 43.645415),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,765,1517 - 87 Peter St,,43.646776,-79.392435,,635000,2,1,,0,0,2,5,1,17,66,26,0,39,0,0,0,0,3,0,2,11,11,7,31,187,78,0,140,0,0,0,0,5,5,6,37,24,48,42,403,193,0,295,0,0,0,0,14,POINT (-79.392435 43.646776),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,786,321 - 451 The West Mall,,43.645415,-79.387361,,585000,2,1,,0,1,1,4,3,15,56,26,0,64,0,0,0,0,0,0,4,6,14,23,27,166,95,0,183,0,0,0,0,7,5,8,14,24,67,54,383,206,0,361,0,0,0,0,18,POINT (-79.387361 43.645415),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,798,810 - 38 Widmer St,,43.64818,-79.391974,,588000,2,1,,0,0,4,5,1,18,71,24,0,41,0,0,0,0,2,1,3,12,11,9,29,212,90,0,155,0,0,0,0,5,7,7,55,29,56,43,423,221,0,344,0,0,0,0,15,POINT (-79.391974 43.64818),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,883,710 - 108 Peter St,,43.647679,-79.393277,,588000,2,1,,0,0,1,5,0,17,62,23,0,39,0,0,0,0,2,0,3,12,13,8,29,215,78,0,133,0,0,0,0,6,7,6,51,24,45,40,411,199,0,297,0,0,0,0,15,POINT (-79.393277 43.647679),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,898,3105 - 30 Nelson St,,43.649062,-79.388476,,599800,2,1,,0,2,3,2,4,14,66,25,0,46,0,0,0,0,0,2,4,11,11,28,30,222,125,0,208,0,0,0,0,8,6,10,61,29,76,53,443,246,0,407,0,0,0,0,19,POINT (-79.388476 43.649062),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,911,Gph3 - 8 Widmer St,,43.646752,-79.391805,,1290000,3,2,,0,0,1,5,1,16,65,25,0,42,0,0,0,0,3,0,3,11,10,9,31,177,83,0,147,0,0,0,0,5,5,6,36,28,50,41,409,200,0,313,0,0,0,0,15,POINT (-79.391805 43.646752),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,977,1103 - 123 Portland Street,,43.646104,-79.400477,,1189900,2,2,,0,0,2,3,5,7,64,13,0,24,0,0,0,0,1,1,0,4,13,10,17,178,66,0,76,0,0,0,0,9,3,0,23,21,28,39,361,141,0,183,0,0,0,0,12,POINT (-79.400477 43.646104),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,985,204 - 123 Portland Street,,43.646104,-79.400477,,599900,1,1,,0,0,2,3,5,7,64,13,0,24,0,0,0,0,1,1,0,4,13,10,17,178,66,0,76,0,0,0,0,9,3,0,23,21,28,39,361,141,0,183,0,0,0,0,12,POINT (-79.400477 43.646104),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,988,3503 - 290 Adelaide St W,,43.647816,-79.391122,,448888,0,1,,0,0,3,5,1,15,72,28,0,51,0,0,0,0,2,1,3,11,12,11,29,209,96,0,171,0,0,0,0,5,6,9,45,28,62,46,432,220,0,348,0,0,0,0,15,POINT (-79.391122 43.647816),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,989,322 - 500 Richmond St W,,43.647616,-79.399165,,649900,1,1,,0,0,2,2,0,8,73,21,0,30,0,0,0,0,2,1,0,5,15,10,18,213,81,0,98,0,0,0,0,8,6,2,55,22,26,41,373,151,0,207,0,0,0,0,12,POINT (-79.399165 43.647616),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,1049,1415 - 140 Simcoe St,,43.649529,-79.387146,,1159000,3,2,,0,2,3,0,4,15,64,30,0,58,0,0,0,0,0,2,6,10,14,42,32,224,132,0,261,0,0,0,0,10,6,10,65,28,82,57,434,239,0,419,0,0,0,0,18,POINT (-79.387146 43.649529),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,1080,1008 - 327 King St W,,43.646129,-79.391089,,587900,1,1,,0,0,1,7,2,14,59,24,0,53,0,0,0,0,3,0,2,10,11,9,31,178,88,0,167,0,0,0,0,5,5,6,22,28,51,42,397,205,0,319,0,0,0,0,15,POINT (-79.391089 43.646129),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,1097,1116 - 88 Blue Jays Way,,43.64542,-79.392508,,399000,0,1,,0,0,0,5,2,13,58,20,0,33,0,0,0,0,3,0,2,10,10,7,29,179,73,0,136,0,0,0,0,5,4,5,19,26,40,38,383,168,0,253,0,0,0,0,13,POINT (-79.392508 43.64542),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,1114,878 - 1 Greystone Walk Drive,,43.645415,-79.387361,,609900,2,2,,0,1,1,4,3,15,56,26,0,64,0,0,0,0,0,0,4,6,14,23,27,166,95,0,183,0,0,0,0,7,5,8,14,24,67,54,383,206,0,361,0,0,0,0,18,POINT (-79.387361 43.645415),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
wellington place,1126,1711 - 330 Richmond Street W,,43.64896,-79.392576,,689000,2,1,,0,0,6,5,1,18,69,23,0,33,0,0,0,0,2,3,3,12,12,9,28,231,88,0,146,0,0,0,0,5,7,6,63,27,48,43,431,219,0,339,0,0,0,0,15,POINT (-79.392576 43.64896),3743,749,2024,405,1137,227,582,116,3250,5720,3430,4735,3690,2835,3415,6870,4810,4790,1625,2165
west hill,50,52 Amiens Rd,M1E3S8,43.776204,-79.188186,Scarborough,1299000,4 bds,2 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,1,0,0,0,0,0,0,0,8,0,18,0,0,0,0,2,POINT (-79.188186 43.776204),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,165,4060 Lawrence Ave E #108,M1E4V4,43.766351,-79.197594,Scarborough,483900,3 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,3,0,11,0,1,3,0,10,0,0,0,0,3,POINT (-79.197594 43.766351),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,179,56 Amiens Rd,M1E3S8,43.776434,-79.188258,Scarborough,900000,4 bds,2 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,1,0,0,0,0,0,0,0,8,0,18,0,0,0,0,2,POINT (-79.188258 43.776434),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,260,55 Deanscroft Sq,M1E4W8,43.764897,-79.176426,Scarborough,875000,4 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,POINT (-79.176426 43.764897),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,358,391 Beechgrove Dr #79,M1E2R1,43.776785,-79.172058,Scarborough,599000,3 bds,3 ba,"1,100 sqft",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,POINT (-79.172058 43.776785),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,673,224 Coronation Dr,M1E2J4,43.762523,-79.181993,Scarborough,989000,3 bds,2 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,10,0,0,0,0,1,POINT (-79.181993 43.762523),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,907,127 Weir Cres,,43.773648,-79.196582,,1150000,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,14,0,2,8,0,13,0,0,0,0,2,POINT (-79.196582 43.773648),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,1118,10 Rowallan Dr,,43.759467,-79.185416,,970000,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,1,POINT (-79.185416 43.759467),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west hill,1143,79 Weir Cres,,43.775794,-79.193404,,1099000,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,3,0,0,11,0,17,0,0,0,0,1,POINT (-79.193404 43.775794),3355,671,1792,358,861,172,702,140,5640,10145,3315,2185,930,215,5810,11425,3190,1565,300,150
west humber-clairville,170,125 Alicewood Ct,M9V3Y1,43.730833,-79.596435,Etobicoke,899999,4 bds,2 ba,940 sqft,1,0,1,0,10,0,0,1,0,3,0,0,0,0,0,1,0,5,1,38,0,1,1,0,6,0,0,0,0,0,1,0,6,1,68,0,5,7,0,35,0,0,0,0,0,POINT (-79.596435 43.730833),7010,1402,1263,253,3812,762,1935,387,6755,12935,4070,2620,930,240,7020,14520,3900,1675,295,155
west humber-clairville,259,15 Helmsdale Cres,M9V3X8,43.747239,-79.603316,Etobicoke,1199900,7 bds,4 ba,,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,16,0,1,0,0,9,0,0,0,0,0,0,0,9,0,28,0,1,1,0,15,0,0,0,0,0,POINT (-79.603316 43.747239),7010,1402,1263,253,3812,762,1935,387,6755,12935,4070,2620,930,240,7020,14520,3900,1675,295,155
west humber-clairville,289,8 Attila Ct,M9V4E5,43.736459,-79.597189,Etobicoke,949900,4 bds,3 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,5,1,44,0,0,2,0,11,0,0,0,0,0,1,0,9,1,59,0,3,4,0,26,0,0,0,0,0,POINT (-79.597189 43.736459),7010,1402,1263,253,3812,762,1935,387,6755,12935,4070,2620,930,240,7020,14520,3900,1675,295,155
west humber-clairville,740,15 Braddock Road,,43.719486,-79.584801,,959900,4,2,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,1,0,2,0,0,0,0,0,0,0,8,1,54,0,4,1,0,9,0,0,0,0,0,POINT (-79.584801 43.719486),7010,1402,1263,253,3812,762,1935,387,6755,12935,4070,2620,930,240,7020,14520,3900,1675,295,155
west humber-clairville,807,46 - 2012 Martin Grove Rd,,43.741867,-79.594194,,709000,4,2,,0,0,1,0,11,0,1,1,0,2,0,0,0,0,0,0,0,10,0,41,0,2,1,0,9,0,0,0,0,0,1,0,19,1,79,0,7,4,0,35,0,0,0,0,2,POINT (-79.594194 43.741867),7010,1402,1263,253,3812,762,1935,387,6755,12935,4070,2620,930,240,7020,14520,3900,1675,295,155
west queen west,21,1 Sudbury St #101,M6J3W6,43.641055,-79.417998,West Toronto,679000,2 bds,1 ba,,0,0,0,3,15,2,22,16,0,8,0,0,0,0,0,0,1,2,5,28,7,71,30,0,34,0,0,0,0,1,0,1,8,7,56,13,117,54,0,54,0,0,0,0,3,POINT (-79.417998 43.641055),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,46,801 King St W #325,M5V3C9,43.642734,-79.40707,Downtown Toronto,499000,2 bds,1 ba,,0,0,1,1,1,4,28,11,0,11,0,0,0,0,2,0,0,2,6,25,11,77,36,0,31,0,0,0,0,4,1,0,7,16,42,17,206,93,0,101,0,0,0,0,7,POINT (-79.40707 43.642734),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,107,11B Crawford St #11B,M6K3M3,43.640922,-79.413315,West Toronto,999900,3 bds,3 ba,,0,0,0,1,9,1,7,5,0,10,0,0,0,0,0,0,1,2,4,32,7,65,35,0,24,0,0,0,0,2,0,1,6,10,48,14,139,66,0,60,0,0,0,0,4,POINT (-79.413315 43.640922),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,109,993 Queen St W #223,M6J1H2,43.644646,-79.415649,West Toronto,999990,1 bd,1 ba,,0,0,1,2,10,0,22,16,0,4,0,0,0,0,1,0,0,5,4,23,9,88,37,0,35,0,0,0,0,1,1,1,11,10,56,20,180,73,0,99,0,0,0,0,4,POINT (-79.415649 43.644646),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,116,570 Wellington St W #13A,M5V2X5,43.642841,-79.403108,Downtown Toronto,1300000,3 bds,2 ba,,0,0,1,2,5,6,30,14,0,8,0,0,0,0,2,0,0,4,8,16,12,109,43,0,43,0,0,0,0,5,1,0,6,19,34,19,246,97,0,119,0,0,0,0,9,POINT (-79.403108 43.642841),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,120,676 Richmond St W #106,M6J1C3,43.646269,-79.405919,West Toronto,879000,1 bd,1 ba,,0,0,2,1,6,5,39,14,0,15,0,0,0,0,3,1,0,4,5,15,12,115,41,0,68,0,0,0,0,3,1,0,12,18,38,29,310,115,0,121,0,0,0,0,10,POINT (-79.405919 43.646269),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
west queen west,322,631 Richmond St W,M6J1C2,43.646133,-79.404423,West Toronto,799000,3 bds,1 ba,,0,0,1,3,7,4,48,15,0,15,0,0,0,0,3,1,0,4,5,15,14,146,50,0,76,0,0,0,0,4,1,0,14,21,34,27,315,117,0,124,0,0,0,0,11,POINT (-79.404423 43.646133),1250,250,636,127,395,79,219,44,1465,3010,1760,2275,1890,1345,1575,3685,2315,2330,815,1040
