,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
519,519,488 university ave #2507,kensington-chinatown,43.655154,-79.38905,1350000,3,2,POINT (629903.1004325269 4834833.6345487),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540,80,kensington-chinatown,1.534621706,4.56138472,145,653,1503,10,121,12,2
520,520,1901 - 195 mccaul st,kensington-chinatown,43.6567,-79.392206,1905871,3,3,POINT (629645.2784218696 4835000.401779832),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540,80,kensington-chinatown,1.534621706,4.56138472,149,562,1419,12,106,30,1
521,521,ph16 - 80 vanauley st,kensington-chinatown,43.649677,-79.399231,679000,2,1,POINT (629093.856005115 4834209.45161033),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540,80,kensington-chinatown,1.534621706,4.56138472,127,495,942,0,118,3,6
522,522,161 august avenue,kensington-chinatown,43.652934,-79.401168,1279000,5,4,POINT (628930.6753844848 4834568.172468196),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540,80,kensington-chinatown,1.534621706,4.56138472,160,489,946,0,153,2,5
523,523,2006 - 238 simcoe street,kensington-chinatown,43.653695,-79.389079,598000,1,1,POINT (629903.9079272795 4834671.547917373),3837,767,1960,392,996,199,881,176,4180,6725,1780,1755,1105,690,4300,7420,2055,1500,445,540,80,kensington-chinatown,1.534621706,4.56138472,155,702,1482,11,132,10,2
524,524,320 dixon rd #506,kingsview village-the westway,43.696822,-79.552528,399900,2,1,POINT (616639.7568013617 4839218.452761208),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,6,43,79,4,0,2,0
525,525,20 fletcher pl,kingsview village-the westway,43.6912,-79.546078,899000,3,2,POINT (617170.4617193125 4838603.147581538),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,10,33,99,9,0,1,0
526,526,114 saskatoon dr,kingsview village-the westway,43.69309,-79.544397,1549900,6,4,POINT (617302.2484440163 4838815.434445852),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,10,36,96,6,4,0,0
527,527,330 dixon rd #2705,kingsview village-the westway,43.695777,-79.553152,399999,2,1,POINT (616591.498722159 4839101.513629353),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,6,43,78,4,0,2,0
528,528,340 dixon rd #1508,kingsview village-the westway,43.695609,-79.553852,395000,2,1,POINT (616535.4155401951 4839081.870834372),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,10,38,80,4,4,2,0
529,529,32 windsor rd,kingsview village-the westway,43.699963,-79.556916,1280000,4,2,POINT (616280.089563695 4839561.139844697),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,5,37,67,4,0,1,0
530,530,703 - 320 dixon rd,kingsview village-the westway,43.695333,-79.554061,449900,2,1,POINT (616519.1080593517 4839050.923549863),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,11,39,80,5,4,2,0
531,531,112 stapleton dr,kingsview village-the westway,43.688736,-79.546318,1150000,4,3,POINT (617155.9176018555 4838329.148004774),1575,315,587,117,589,118,399,80,3875,8135,2325,1680,875,350,3995,9005,2335,1370,285,255,148,kingsview village-the westway,5.06335412,1.579980347,12,37,100,11,0,1,0
532,532,11 kingsway cres,kingsway south,43.653748,-79.504572,7950000,5,7,POINT (620590.4174808871 4834503.094704132),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515,140,kingsway south,2.638164534,1.137154245,0,43,115,0,0,0,0
533,533,1001 - 30 old mill rd,kingsway south,43.651158,-79.492337,2995000,3,3,POINT (621582.2756171722 4834233.29644302),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515,140,kingsway south,2.638164534,1.137154245,8,53,100,7,1,0,0
534,534,32 highgate rd,kingsway south,43.652373,-79.517571,2695000,5,5,POINT (619544.9049128444 4834331.573238087),585,117,130,26,361,72,94,19,1185,1515,760,970,985,1750,1290,1705,960,1090,610,1515,140,kingsway south,2.638164534,1.137154245,5,87,181,4,0,1,0
535,535,65 huntingdale blvd unit 1507,l'amoreaux west,43.795184,-79.324378,685000,3,2,POINT (634803.6678057211 4850489.3051952),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260,15,l'amoreaux west,3.460782512,1.155807967,10,47,101,9,0,1,0
536,536,2800 warden ave #1004,l'amoreaux west,43.795721,-79.315724,399900,2,2,POINT (635498.6750227814 4850563.080714487),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260,15,l'amoreaux west,3.460782512,1.155807967,21,35,92,14,7,0,0
537,537,3151 bridletowne cir #1901,l'amoreaux west,43.797559,-79.319846,599900,3,2,POINT (635162.9154778102 4850760.478982945),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260,15,l'amoreaux west,3.460782512,1.155807967,19,42,95,10,7,1,1
538,538,73 pettibone sq,l'amoreaux west,43.798185,-79.329407,898000,3,2,POINT (634392.352649005 4850814.434351329),1042,208,492,98,333,67,217,43,4625,8215,2370,1625,760,360,4780,9140,2190,1310,265,260,15,l'amoreaux west,3.460782512,1.155807967,15,46,105,10,2,2,1
539,539,3 thornhill ave,lambton baby point,43.65734,-79.488801,1898000,3,4,POINT (621854.926617298 4834925.075052556),331,66,148,30,134,27,49,10,1265,1820,755,680,790,750,1310,2115,755,915,295,665,73,lambton baby point,1.782157924,0.561117501,20,49,196,8,11,1,0
540,540,4978 yonge st unit 1911,lansing-westgate,43.76562,-79.412725,529900,1,1,POINT (627759.0474287497 4847065.652640155),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,74,140,240,15,53,1,5
541,541,9 bogert ave #2801,lansing-westgate,43.760385,-79.411435,728000,2,2,POINT (627874.0333842363 4846486.218056876),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,79,114,179,19,54,0,6
542,542,78 cameron ave,lansing-westgate,43.75622,-79.415729,2835000,3,5,POINT (627537.2269259329 4846017.010595199),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,1,82,137,1,0,0,0
543,543,108 sandringham dr,lansing-westgate,43.746887,-79.420259,14998000,6,8,POINT (627192.3187820615 4844973.475918305),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,0,17,68,0,0,0,0
544,544,165 armour blvd,lansing-westgate,43.742751,-79.430794,2850000,6,4,POINT (626352.7908457281 4844497.988911067),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,2,44,96,1,0,1,0
545,545,70 don river boulevard,lansing-westgate,43.758226,-79.433172,3545000,4,3,POINT (626128.8001549817 4846213.092741592),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,3,30,62,3,0,0,0
546,546,14 franklin ave,lansing-westgate,43.756456,-79.41058,1199900,6,2,POINT (627951.2333603803 4846051.164238488),1439,288,441,88,649,130,349,70,2840,4115,1700,1615,1385,1285,2975,4680,1835,1745,615,1095,114,lansing-westgate,5.346272129,1.309323549,24,93,173,5,16,0,3
547,547,175 teddington park ave,lawrence park north,43.734233,-79.396869,14680000,6,9,POINT (629102.7714022293 4843604.245566418),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315,53,lawrence park north,2.289917475,1.74678784,6,62,114,6,0,0,0
548,548,195 brookdale ave,lawrence park north,43.728471,-79.409622,1995000,3,4,POINT (628088.0249333476 4842944.497918029),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315,53,lawrence park north,2.289917475,1.74678784,0,94,172,0,0,0,0
549,549,100 roe ave,lawrence park north,43.733405,-79.41572,3188800,5,5,POINT (627586.4134460799 4843483.081666375),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315,53,lawrence park north,2.289917475,1.74678784,25,73,148,5,20,0,0
550,550,200 snowdon ave,lawrence park north,43.732815,-79.396728,3950000,5,5,POINT (629117.1739904686 4843446.975668101),722,144,125,25,420,84,177,35,2245,2370,1120,1380,1475,2665,2390,2740,1295,1570,960,2315,53,lawrence park north,2.289917475,1.74678784,8,68,110,8,0,0,0
551,551,64 glengowan rd,lawrence park south,43.721159,-79.392357,9950000,6,6,POINT (629494.305509879 4842159.228891863),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,7,36,179,6,0,1,0
552,552,58 lytton blvd,lawrence park south,43.71588,-79.403981,3995000,7,5,POINT (628569.2838729643 4841554.821829944),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,16,83,280,3,12,0,1
553,553,1 strathgowan ave #403,lawrence park south,43.718724,-79.400268,1700000,2,3,POINT (628862.2951818453 4841876.455527687),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,18,91,262,7,10,0,1
554,554,812 duplex ave,lawrence park south,43.718239,-79.403956,1895000,4,2,POINT (628566.2523104171 4841816.86130666),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,14,67,241,7,6,0,1
555,555,170 strathallan blvd,lawrence park south,43.714008,-79.417412,3399000,5,3,POINT (627491.2927067461 4841326.161414839),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,0,25,132,0,0,0,0
556,556,185 dawlish ave,lawrence park south,43.722026,-79.390921,9990000,6,8,POINT (629608.1055882309 4842257.766697344),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,4,31,128,2,0,2,0
557,557,488 roselawn ave,lawrence park south,43.70797,-79.414299,2050000,4,2,POINT (627754.9035180594 4840660.34926904),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,11,67,122,4,6,0,1
558,558,205 - 2550 lawrence ave e,lawrence park south,43.727297,-79.391084,589000,3,2,POINT (629583.6098444553 4842842.932591106),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,6,36,103,6,0,0,0
559,559,159 cortleigh blvd,lawrence park south,43.712703,-79.412436,5990000,5,5,POINT (627894.9329512148 4841188.889041668),1073,215,222,44,658,132,193,39,2355,2590,1160,1460,1335,3025,2520,2980,1415,1595,740,2700,54,lawrence park south,3.242391219,2.775729205,9,33,151,9,0,0,0
560,560,2 garden cir,leaside-bennington,43.694975,-79.375138,2150000,4,2,POINT (630938.3006342642 4839278.174985616),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,10,34,107,8,2,0,0
561,561,100 glenvale blvd,leaside-bennington,43.717745,-79.371309,3848000,5,5,POINT (631197.1731740494 4841813.160876894),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,8,61,144,1,0,7,0
562,562,272 rumsey rd,leaside-bennington,43.712369,-79.369841,1675000,4,2,POINT (631327.171041909 4841218.40399977),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,11,82,177,8,1,2,0
563,563,319 laird dr,leaside-bennington,43.716006,-79.365486,1499999,3,2,POINT (631670.0515864008 4841629.25480599),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,11,51,135,7,2,2,0
564,564,161 parkhurst blvd,leaside-bennington,43.710267,-79.365619,1546499,2,2,POINT (631671.9062662791 4840991.64537241),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,27,78,143,17,9,0,1
565,565,612 - 3237 bayview ave,leaside-bennington,43.684212,-79.365215,619000,3,2,POINT (631761.5137623893 4838098.51377732),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,128,leaside-bennington,4.78497352,1.253925434,3,17,100,1,1,1,0
566,566,36 lisgar st #1010,little portugal,43.641739,-79.423316,499900,2,2,POINT (627168.2544253907 4833290.644462287),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,52,212,326,2,47,0,3
567,567,43 rusholme rd,little portugal,43.650755,-79.426961,2899000,5,4,POINT (626855.2814211925 4834286.409269381),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,26,180,458,1,22,1,2
568,568,20 gladstone ave #417,little portugal,43.643481,-79.427721,729000,2,2,POINT (626809.2981509352 4833477.37545314),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,49,187,370,9,38,1,1
569,569,36 lisgar st #708w,little portugal,43.641739,-79.423316,399900,2,1,POINT (627168.2544253907 4833290.644462287),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,52,212,326,2,47,0,3
570,570,68 abell st unit 1001,little portugal,43.642434,-79.424538,698000,2,2,POINT (627068.2271503152 4833365.96136889),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,45,208,351,6,37,0,2
571,571,1005 - 8 dovercourt rd,little portugal,43.641637,-79.421844,665000,2,1,POINT (627287.1959116014 4833281.572727361),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,56,202,337,6,47,1,2
572,572,418 - 150 sudbury st,little portugal,43.641504,-79.424224,599900,2,1,POINT (627095.5140577222 4833263.153702769),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,53,209,333,6,45,0,2
573,573,th1 - 51 florence st,little portugal,43.64541,-79.431799,1380000,3,4,POINT (626476.3429571342 4833685.392434551),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,40,166,362,7,28,2,3
574,574,27 alma dr,little portugal,43.644524,-79.429162,999000,3,2,POINT (626690.8832032466 4833591.013139251),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,43,166,384,7,32,2,2
575,575,512w - 36 lisgar st,little portugal,43.646563,-79.425062,545000,2,1,POINT (627017.2610013006 4833823.738082849),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,103,little portugal,1.216331348,8.22144395,43,202,396,0,39,2,2
576,576,3865 lake shore blvd w #217,long branch,43.589859,-79.545165,650000,2,2,POINT (617441.3296981006 4827349.243130851),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,14,38,64,8,5,1,0
577,577,3845 lake shore blvd w unit 1601,long branch,43.590672,-79.544208,750000,3,2,POINT (617517.0017372242 4827440.889674821),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,15,42,68,9,5,1,0
578,578,399 lake promenade,long branch,43.586922,-79.539539,3495000,4,3,POINT (617901.2259594445 4827031.024110983),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,0,25,58,0,0,0,0
579,579,16 muskoka ave,long branch,43.59184,-79.532076,2449000,8,5,POINT (618494.0588067367 4827587.844114239),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,15,38,87,3,11,1,0
580,580,40 exmoor dr,long branch,43.592477,-79.543761,1458000,3,4,POINT (617549.5714071696 4827641.988517327),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,18,44,72,10,7,1,0
581,581,67 lake promenade,long branch,43.590523,-79.522767,9200000,5,9,POINT (619248.1095917006 4827454.896897118),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,0,50,84,0,0,0,0
582,582,79 elder avenue,long branch,43.598997,-79.527244,1198500,3,2,POINT (618870.0188782897 4828389.617599924),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,25,72,119,6,18,1,0
583,583,21 - 115 long branch ave,long branch,43.591894,-79.532985,799000,2,3,POINT (618420.5757605981 4827592.545190436),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,137,long branch,2.26191182,3.53683107,11,40,95,0,10,1,0
584,584,3 dailing gate,malvern east,43.791382,-79.22969,699000,4,3,POINT (642430.4313359505 4850225.631620828),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,11,64,127,9,0,2,0
585,585,11 carisbrooke sq,malvern east,43.81623,-79.214484,1325000,6,5,POINT (643594.2949895478 4853011.688497696),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,14,43,104,11,0,1,2
586,586,84 chad cres,malvern east,43.814889,-79.209796,1079000,4,3,POINT (643974.539776735 4852870.896666905),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,10,51,92,6,0,2,2
587,587,200 murison blvd unit 67,malvern east,43.800088,-79.202935,499900,3,2,POINT (644562.0371261318 4851238.967070897),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,22,38,64,19,1,1,1
588,588,8 rosebank dr #7h,malvern east,43.791844,-79.237284,528000,2,1,POINT (641818.3551484884 4850263.902927847),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,32,68,137,21,10,0,1
589,589,102 pennyhill dr,malvern east,43.813775,-79.216708,749900,3,3,POINT (643421.312460183 4852735.162185159),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,10,50,109,7,0,3,0
590,590,28 rosebank dr #1009,malvern east,43.792518,-79.235348,799000,5,3,POINT (641972.5207683281 4850342.080799527),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,28,70,135,20,8,0,0
591,591,15 sewells rd #410,malvern east,43.806694,-79.217112,349000,2,1,POINT (643405.7679180603 4851948.000762611),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,20,54,124,19,0,1,0
592,592,113 burrows hall blvd,malvern east,43.791652,-79.231091,650000,3,2,POINT (642317.0714604801 4850253.209287517),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,19,73,129,14,2,2,1
593,593,21 tinbury pl,malvern east,43.793992,-79.225331,899000,5,3,POINT (642774.9234354096 4850523.02509381),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,12,44,114,8,2,2,0
594,594,27 burkwood cres,malvern east,43.802005,-79.213927,799900,6,3,POINT (643673.1965270166 4851432.736311155),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,13,69,116,12,0,1,0
595,595,2 dailing gate #19,malvern east,43.791144,-79.229702,599000,4,3,POINT (642430.0312675178 4850199.177255549),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,11,64,126,9,0,2,0
596,596,8 rosebank dr #16h,malvern east,43.791844,-79.237284,539000,2,1,POINT (641818.3551484884 4850263.902927847),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,32,68,137,21,10,0,1
597,597,705 - 28 rosebank dr,malvern east,43.792518,-79.235348,759000,3,3,POINT (641972.5207683281 4850342.080799527),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,16,malvern east,4.832289486,2.897177423,28,70,135,20,8,0,0
598,598,15 lenthall ave,malvern west,43.797531,-79.238536,950000,4,4,POINT (641704.1812408181 4850893.39094303),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40,17,malvern west,4.029789944,0.496303784,23,62,107,15,8,0,0
599,599,66 loradeen cres,malvern west,43.81339,-79.232371,999950,7,4,POINT (642162.5135507871 4852665.366334891),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40,17,malvern west,4.029789944,0.496303784,18,56,99,17,0,1,0
600,600,231 falstaff ave,maple leaf,43.718179,-79.490279,1999999,5,5,POINT (621612.7299519237 4841679.902753117),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130,123,maple leaf,2.526491828,0.791611506,2,31,90,0,1,1,0
601,601,21 treelawn pkwy,maple leaf,43.711385,-79.470803,1398000,4,4,POINT (623195.5175588381 4840954.096952789),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130,123,maple leaf,2.526491828,0.791611506,12,52,106,11,1,0,0
602,602,300 mill rd #a31,markland wood,43.638084,-79.583984,649000,2,2,POINT (614216.3129460684 4832651.061855257),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,142,markland wood,2.953927398,1.692661777,11,26,72,10,0,1,0
603,603,215 mill rd,markland wood,43.633835,-79.57625,1479000,4,3,POINT (614848.2392473652 4832189.829450715),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,142,markland wood,2.953927398,1.692661777,10,36,74,6,0,2,2
604,604,18 burnt log cres,markland wood,43.633137,-79.58094,1999999,4,3,POINT (614471.2379069719 4832105.829405935),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,142,markland wood,2.953927398,1.692661777,10,30,65,9,0,1,0
605,605,10 avery ave,markland wood,43.633967,-79.564557,3199000,5,5,POINT (615791.2210605871 4832220.73484445),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,142,markland wood,2.953927398,1.692661777,16,51,122,10,5,1,0
606,606,120 neilson dr,markland wood,43.63417,-79.567166,1848000,4,5,POINT (615580.3729950752 4832239.644298657),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,142,markland wood,2.953927398,1.692661777,7,43,116,4,2,1,0
607,607,23 radwell cres,milliken,43.81922,-79.289585,899000,5,4,POINT (637547.6077349806 4853216.155377877),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,29,milliken,9.478020459,0.31652179,3,52,106,1,0,2,0
608,608,4 flatwoods dr,milliken,43.826499,-79.285113,899000,5,3,POINT (637890.4789812776 4854032.053941926),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,29,milliken,9.478020459,0.31652179,17,40,93,14,1,2,0
609,609,121 valley stream dr,milliken,43.821396,-79.262866,799800,5,2,POINT (639691.2364126255 4853502.61214285),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,29,milliken,9.478020459,0.31652179,16,32,83,16,0,0,0
610,610,2639 lake shore blvd w,mimico-queensway,43.603501,-79.492054,5600000,7,4,POINT (621701.2405987618 4828940.806393835),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,45,mimico-queensway,5.480605833,1.09476948,2,13,61,2,0,0,0
611,611,4 allen ave,mimico-queensway,43.612936,-79.49066,1198000,2,2,POINT (621794.7016566476 4829990.721442221),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,45,mimico-queensway,5.480605833,1.09476948,24,45,88,3,19,1,1
612,612,152 stanley ave,mimico-queensway,43.614753,-79.496794,1898000,3,3,POINT (621296.0671347227 4830183.542362643),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,45,mimico-queensway,5.480605833,1.09476948,20,63,130,11,6,3,0
613,613,408 - 155 legion rd n,mimico-queensway,43.623942,-79.488447,550000,1,1,POINT (621951.0261816251 4831216.321885448),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,45,mimico-queensway,5.480605833,1.09476948,9,61,165,6,3,0,0
