,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_counts,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
75,75,289 drake st #1405,downtown,49.273825,-123.123708,1458000,3,2,POINT (-2497775.767582847 6368640.620310797),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,104,350,774,19,80,0,5
76,76,1189 howe st #2703,downtown,49.278315,-123.12697,1199000,3,2,POINT (-2497679.381589819 6369247.749438821),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,165,457,790,28,125,5,7
77,77,1289 hornby st #3610,downtown,49.277771,-123.129738,2560000,2,3,POINT (-2497902.097587686 6369318.949208528),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,122,370,677,24,90,1,7
78,78,1199 marinaside cres #3203,downtown,49.273129,-123.120638,1290000,2,2,POINT (-2497619.590326858 6368429.167513601),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,80,324,778,14,63,0,3
79,79,1487 homer st,downtown,49.272027,-123.126813,2790000,3,3,POINT (-2498108.699465049 6368599.358301717),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,26,296,629,8,16,0,2
80,80,689 abbott st #3703,downtown,49.278704,-123.106873,2338000,3,3,POINT (-2496311.337957524 6368368.031525443),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,111,364,687,22,84,2,3
81,81,1600 hornby st #203,downtown,49.273984,-123.134119,2688000,3,3,POINT (-2498459.293423035 6369133.305969082),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,41,203,459,6,33,0,2
82,82,168 powell st #501,downtown,49.282968,-123.100636,699000,2,1,POINT (-2495597.162215331 6368517.678133937),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,95,249,421,23,68,0,4
83,83,1330 burrard st #217,downtown,49.277302,-123.13129,470000,1,1,POINT (-2498038.444903366 6369342.154633742),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,101,283,626,22,72,1,6
84,84,1182 quebec st #11,downtown,49.27411,-123.101233,1689000,2,3,POINT (-2496256.094610394 6367641.57231797),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,44,235,471,30,14,0,0
85,85,601 jervis st,downtown,49.288547,-123.125844,1349000,2,3,POINT (-2496888.606525168 6370239.537765898),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,111,298,771,15,89,2,5
86,86,833 seymour st #607,downtown,49.280497,-123.119756,699900,1,1,POINT (-2497045.506277789 6369140.172630186),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,196,653,941,28,157,5,6
87,87,1480 howe st #5601,downtown,49.274891,-123.131173,7980000,3,4,POINT (-2498199.289991543 6369090.952103601),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,51,271,568,13,34,1,3
88,88,1372 seymour st #4102,downtown,49.27459,-123.127563,3399888,4,4,POINT (-2497979.482654098 6368895.042516883),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,92,334,692,20,64,1,7
89,89,1288 georgia st w penthouse 5,downtown,49.288097,-123.126151,1799000,2,1,POINT (-2496940.557127811 6370207.701370385),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,108,313,784,15,87,1,5
90,90,1283 howe st #2504,downtown,49.277218,-123.128625,999000,3,2,POINT (-2497866.524360584 6369211.62476318),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,129,375,710,28,93,1,7
91,91,1500 hornby st #1805,downtown,49.275736,-123.131665,1688000,2,2,POINT (-2498173.007149104 6369199.634700562),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,59,258,569,14,42,1,2
92,92,1211 melville st #2404,downtown,49.288385,-123.124397,1685000,3,3,POINT (-2496803.429468925 6370156.817786254),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,116,340,831,15,93,3,5
93,93,1199 marinaside cres unit 3002,downtown,49.273129,-123.120638,1999000,2,2,POINT (-2497619.590326858 6368429.167513601),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,80,324,778,14,63,0,3
94,94,667 howe st #4601,downtown,49.283705,-123.119032,8900000,4,5,POINT (-2496772.87445053 6369434.175349402),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,220,606,928,49,154,9,8
95,95,1177 hornby st #203,downtown,49.278837,-123.128065,638000,1,1,POINT (-2497715.922268415 6369351.085954363),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,150,429,774,28,111,4,7
96,96,822 homer st #1303,downtown,49.279045,-123.116954,858000,2,2,POINT (-2496960.102786986 6368863.918569069),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,171,593,915,29,127,9,6
97,97,583 beach cres #1003,downtown,49.273589,-123.129221,1849900,2,2,POINT (-2498160.122355049 6368868.846532755),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,45,296,612,11,28,1,5
98,98,455 beach cres #1102,downtown,49.272668,-123.127769,1338000,2,2,POINT (-2498127.657349883 6368708.476063908),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,30,290,630,9,18,0,3
99,99,1131 homer st,downtown,49.276189,-123.12245,1175900,2,2,POINT (-2497526.506313876 6368824.127656637),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,163,443,872,19,138,1,5
100,100,928 richards st #2002,downtown,49.278357,-123.119901,549000,1,1,POINT (-2497204.828586538 6368928.582675858),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,184,557,931,20,153,5,6
101,101,550 taylor st unit 1610,downtown,49.279776,-123.10558,649000,1,1,POINT (-2496150.131493198 6368418.224639097),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,141,342,656,25,110,3,3
102,102,1159 main st #805,downtown,49.274261,-123.100494,1098000,3,2,POINT (-2496196.224628719 6367623.178956845),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,57,219,459,39,18,0,0
103,103,1255 seymour st penthouse 3401,downtown,49.276039,-123.126471,2349000,2,3,POINT (-2497805.278032018 6368992.828154773),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,135,371,764,26,101,1,7
104,104,1238 seymour st #1401,downtown,49.275778,-123.125761,4218000,7,7,POINT (-2497776.16150073 6368933.722789236),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,143,368,772,26,112,0,5
105,105,1335 howe st #1504,downtown,49.276569,-123.129609,2998000,3,3,POINT (-2497977.568713166 6369190.47853372),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,117,331,664,23,86,1,7
106,106,889 pacific st #1606,downtown,49.27632,-123.13079,1350000,2,2,POINT (-2498073.778478159 6369219.137941961),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,94,294,615,21,66,1,6
107,107,939 homer st #1907,downtown,49.278115,-123.119485,885000,2,2,POINT (-2497193.996636684 6368884.872208919),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,182,543,937,21,149,6,6
108,108,938 beatty st,downtown,49.276389,-123.116312,999999,1,2,POINT (-2497102.981763804 6368563.696214318),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,93,430,920,12,73,6,2
109,109,1333 hornby st #601,downtown,49.277062,-123.130919,469300,1,1,POINT (-2498030.481858772 6369300.702765388),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,102,292,633,21,73,1,7
110,110,667 howe st #4801,downtown,49.283705,-123.119032,18880000,4,7,POINT (-2496772.87445053 6369434.175349402),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,220,606,928,49,154,9,8
111,111,811 helmcken st #1702,downtown,49.279247,-123.125531,828000,2,2,POINT (-2497518.194560374 6369276.937659819),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,167,533,828,27,130,4,6
112,112,233 abbott st #306,downtown,49.283322,-123.106927,419900,1,1,POINT (-2495992.123457534 6368841.44933859),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,160,370,633,26,127,4,3
113,113,501 pacific st #203,downtown,49.274344,-123.12714,899900,2,1,POINT (-2497968.465051461 6368850.598979527),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,93,327,697,19,67,1,6
114,114,308 jervis mews,downtown,49.289549,-123.123764,4999900,3,3,POINT (-2496679.800012292 6370246.541632125),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,64,286,762,13,45,2,4
115,115,930 cambie st #1205,downtown,49.276672,-123.116591,749000,2,2,POINT (-2497101.80965272 6368605.319966437),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,101,453,911,13,79,6,3
116,116,907 beach ave #505,downtown,49.275321,-123.133399,699000,2,2,POINT (-2498317.725928073 6369236.682484175),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,44,216,521,7,34,1,2
117,117,1275 hamilton st #213,downtown,49.274135,-123.123556,848000,2,2,POINT (-2497743.945685085 6368665.277580635),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,112,363,788,20,87,0,5
118,118,1159 main st #502,downtown,49.274261,-123.100494,756000,2,2,POINT (-2496196.224628719 6367623.178956845),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,57,219,459,39,18,0,0
119,119,1625 hornby st #1202,downtown,49.27511,-123.133774,850000,2,2,POINT (-2498357.50557871 6369232.331419657),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,44,210,515,7,34,1,2
120,120,1238 melville st #2601,downtown,49.288222,-123.125361,1449000,3,2,POINT (-2496879.12465991 6370184.30213764),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,119,320,804,16,95,3,5
121,121,1199 marinaside cres,downtown,49.273129,-123.120638,2398000,3,2,POINT (-2497619.590326858 6368429.167513601),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,80,324,778,14,63,0,3
122,122,1790 bayshore dr penthouse 3,downtown,49.292365,-123.132616,5499800,3,4,POINT (-2497073.149282556 6370938.66387551),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,89,196,404,10,73,0,6
123,123,950 cambie st #2104,downtown,49.27625,-123.117257,1048000,2,2,POINT (-2497175.754163514 6368592.753754543),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,106,439,928,13,84,5,4
124,124,233 robson st #603,downtown,49.278324,-123.114214,858000,3,1,POINT (-2496827.705851343 6368665.049952591),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,99,528,880,17,71,7,4
125,125,138 hastings st e #605,downtown,49.281058,-123.101197,385000,1,1,POINT (-2495768.086323264 6368348.539808315),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,107,292,455,26,77,0,4
126,126,150 cordova st e #903,downtown,49.282046,-123.100519,469900,0,1,POINT (-2495653.796767032 6368418.299371078),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,102,250,430,24,74,0,4
127,127,1077 cordova st w penthouse 4201,downtown,49.288396,-123.117833,18880000,3,5,POINT (-2496364.860611061 6369857.661308613),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,99,413,746,22,74,1,2
128,128,885 cambie st #2500,downtown,49.277518,-123.116547,9898000,5,6,POINT (-2497039.720019916 6368689.580607315),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,117,522,912,18,87,7,5
129,129,1066 hamilton st #205,downtown,49.276179,-123.120217,949000,1,1,POINT (-2497378.217056298 6368720.9374555),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,139,449,929,18,114,3,4
130,130,1777 bayshore dr penthouse 2,downtown,49.292959,-123.132023,7000000,4,4,POINT (-2496992.050149296 6370972.089247395),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,76,178,393,9,61,0,6
131,131,183 keefer pl #904,downtown,49.280356,-123.10826,999999,2,2,POINT (-2496288.396732258 6368599.939623599),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,163,415,719,34,121,4,4
132,132,1128 quebec st #1806,downtown,49.274651,-123.101142,1748888,3,2,POINT (-2496212.211237507 6367692.588172781),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,49,250,470,29,20,0,0
133,133,1188 howe st #2303,downtown,49.278315,-123.12697,798000,2,2,POINT (-2497679.381589819 6369247.749438821),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,165,457,790,28,125,5,7
134,134,1328 w pender st #2807,downtown,49.289067,-123.126664,1398000,2,2,POINT (-2496906.923831721 6370330.074285492),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,97,282,730,14,77,1,5
135,135,1500 howe st #2304,downtown,49.274171,-123.132003,1990000,3,2,POINT (-2498305.032110312 6369055.521868126),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,48,232,533,7,38,1,2
136,136,thk 1111 marinaside crescent,downtown,49.273637,-123.116652,3499000,3,3,POINT (-2497318.09075001 6368298.601307366),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,41,278,869,10,26,3,2
137,137,2302 1499 w pender street,downtown,49.289964,-123.128049,2999900,2,3,POINT (-2496936.548869003 6370484.900115178),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,73,255,675,12,58,0,3
138,138,1310 819 hamilton street,downtown,49.278803,-123.116521,839900,2,2,POINT (-2496948.135297855 6368819.431872847),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,156,591,910,27,114,9,6
139,139,2610 89 nelson street,downtown,49.274967,-123.115376,759000,1,1,POINT (-2497139.953477834 6368375.860470572),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,55,341,903,11,38,5,1
140,140,160 1 e cordova street,downtown,49.282576,-123.103734,429900,0,1,POINT (-2495831.249449351 6368619.358249498),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,120,313,560,25,91,1,3
141,141,4004 128 w cordova street,downtown,49.282525,-123.107958,699000,1,1,POINT (-2496116.620660059 6368807.322065393),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,178,402,674,33,137,4,4
142,142,503 53 w hastings street,downtown,49.282116,-123.106307,499900,1,1,POINT (-2496035.064781174 6368690.108660465),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,164,358,662,31,126,4,3
143,143,301 345 water street,downtown,49.284779,-123.109806,679900,1,1,POINT (-2496082.32921924 6369121.694004396),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,145,437,677,33,103,6,3
144,144,503 910 beach avenue,downtown,49.275321,-123.133399,525000,1,1,POINT (-2498317.725928073 6369236.682484175),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,44,216,521,7,34,1,2
145,145,1802 1351 continental street,downtown,49.276267,-123.128981,825000,1,1,POINT (-2497956.794245781 6369130.943119506),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,112,342,683,24,81,1,6
146,146,2402 939 homer street,downtown,49.278115,-123.119485,698000,2,1,POINT (-2497193.996636684 6368884.872208919),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,182,543,937,21,149,6,6
147,147,203 1177 hornby street,downtown,49.278837,-123.128065,638000,1,1,POINT (-2497715.922268415 6369351.085954363),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,150,429,774,28,111,4,7
148,148,1903 811 helmcken street,downtown,49.279247,-123.125531,799800,2,2,POINT (-2497518.194560374 6369276.937659819),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,167,533,828,27,130,4,6
149,149,1102 455 beach crescent,downtown,49.272668,-123.127769,1338000,2,2,POINT (-2498127.657349883 6368708.476063908),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,30,290,630,9,18,0,3
150,150,609 1288 marinaside crescent,downtown,49.272079,-123.120377,1198000,2,2,POINT (-2497675.598467083 6368310.146333172),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,72,291,709,12,58,0,2
151,151,2505 777 richards street,downtown,49.280448,-123.118037,738000,1,1,POINT (-2496934.25170151 6369056.533917803),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,203,629,919,32,152,11,8
152,152,402 1012 beach avenue,downtown,49.271591,-123.12802,1999000,2,2,POINT (-2498219.733707379 6368610.13598576),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,17,259,577,7,8,0,2
153,153,404 1790 bayshore drive,downtown,49.292046,-123.13078,1998000,2,2,POINT (-2496973.03257932 6370822.130201005),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,73,205,460,10,59,0,4
154,154,607 833 seymour street,downtown,49.280497,-123.119756,699900,1,1,POINT (-2497045.506277789 6369140.172630186),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,196,653,941,28,157,5,6
155,155,1107 1068 hornby street,downtown,49.279642,-123.125742,629000,1,1,POINT (-2497504.644357883 6369326.870693558),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,167,540,831,27,130,4,6
156,156,300 1055 homer street,downtown,49.276978,-123.121219,1538000,2,2,POINT (-2497389.197251164 6368848.261402177),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,downtown,5.782059821,237,40.988853,173,482,881,20,146,2,5
