,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
421,30 Fieldway Rd #98,M8Z0E3,43.642292,-79.528276,Kingsway Park South West,Etobicoke,699900,2 bds,2 ba,,0,3,12,3,127,4,25,11,2,25,0,0,0,0,1
422,1 Hawthorn Ave,M4W2Z1,43.675042,-79.36985,Rosedale,Downtown Toronto,6600000,5 bds,4 ba,,0,2,23,9,82,3,54,20,0,20,0,0,0,0,0
423,15 Sewells Rd #410,M1B3V7,43.806694,-79.217112,Rouge,Scarborough,349000,2 bds,1 ba,,0,0,19,2,103,0,0,0,0,0,0,0,0,0,0
424,5 Saint Joseph St #4309,M4Y0B6,43.665776,-79.385633,Church and Wellesley,Downtown Toronto,698000,2 bds,1 ba,,7,10,158,26,143,27,274,166,0,253,0,0,0,0,6
425,4 Burleigh Heights Dr,M2K1Y7,43.779657,-79.390466,Bayview Village,North York,3980000,5 bds,6 ba,,0,1,5,3,48,0,4,3,0,4,0,0,0,0,0
426,580 Christie St #807,M6G3E3,43.679182,-79.425403,Christie,Downtown Toronto,379000,1 bd,1 ba,,0,1,8,2,108,3,57,21,0,22,0,0,0,0,1
427,217 Richview Ave,M5P3G2,43.695007,-79.421605,Forest Hill North,Central Toronto,7695000,6 bds,8 ba,,0,1,7,3,93,3,41,15,0,20,0,0,0,0,2
428,10 Eva Rd #601,M9C0B3,43.641355,-79.562771,Bloordale Gardens,Etobicoke,680000,3 bds,2 ba,,0,0,5,0,76,1,4,5,0,9,0,0,0,0,2
429,80 Old Forest Hill Rd,M5P2R5,43.698893,-79.417749,Forest Hill North,Central Toronto,7995000,5 bds,5 ba,,0,0,5,3,88,3,38,13,0,16,0,0,0,0,1
430,34 Green Valley Rd,M2P1A6,43.739774,-79.388924,York Mills West,North York,14995000,6 bds,8 ba,,0,0,7,1,53,0,1,2,0,3,0,0,0,0,0
431,56 Rockcliffe Blvd,M6N4R5,43.679689,-79.4908,The Junction North,York,959900,4 bds,2 ba,,0,0,8,1,109,2,26,6,0,19,0,0,0,0,0
432,48 Crescent Rd,M4W1S9,43.677803,-79.387068,Rosedale,Downtown Toronto,4450000,4 bds,5 ba,,0,7,48,13,118,13,143,68,0,79,0,0,0,0,5
433,816 Lansdowne Ave #216,M6H4K6,43.665661,-79.447378,Dovercourt Village,West Toronto,399000,1 bd,1 ba,,0,4,11,8,109,9,53,32,0,44,0,0,0,0,2
434,91 Fulwell Cres,M3J1Y4,43.750867,-79.50285,Northwood Park,North York,999999,4 bds,3 ba,,0,0,21,1,82,0,2,1,0,11,0,0,0,0,0
435,225 Christie St,M6G3B5,43.669398,-79.420453,Christie,Downtown Toronto,1988000,4 bds,4 ba,,0,3,16,6,119,9,131,48,0,36,0,0,0,0,4
436,127 Joicey Blvd,M2M2T8,43.736904,-79.416255,Newtonbrook,North York,5135000,5 bds,7 ba,,0,1,3,1,67,1,33,12,0,15,0,0,0,0,1
437,104 3rd St,M8V2X9,43.60352,-79.501782,Humber Bay Shores,Etobicoke,899900,3 bds,2 ba,,0,0,7,1,25,1,19,3,0,14,0,0,0,0,2
438,12 Lark St,M4L3M6,43.668319,-79.310823,The Beaches West,East Toronto,1199900,4 bds,3 ba,,0,0,3,4,36,4,33,8,0,19,0,0,0,0,0
439,490 Caledonia Rd,M6E4V2,43.689821,-79.461148,Caledonia-Fairbanks,York,875000,3 bds,2 ba,,0,0,3,5,88,1,19,3,0,21,0,0,0,0,2
440,101 Russell Hill Rd,M4V2S9,43.68178,-79.404985,Deer Park,Central Toronto,4425000,4 bds,4 ba,,0,4,15,5,108,2,53,23,1,27,0,0,0,0,2
441,47 Cherrylawn Ave,M9L2B3,43.752537,-79.559192,Humber Summit,North York,899000,6 bds,2 ba,"1,178 sqft",0,0,7,1,28,0,12,1,0,11,0,0,0,0,1
442,23 Cavell Ave,M4K1L5,43.676192,-79.344974,The Danforth West,East Toronto,2850000,5 bds,5 ba,,1,3,24,8,83,6,81,35,0,41,0,0,0,0,1
443,11 Shorncliffe Ave,M4V1S9,43.68559,-79.410873,Deer Park,Central Toronto,5200000,5 bds,4 ba,,0,2,11,4,102,2,26,17,1,21,0,0,0,0,1
444,211 Woodycrest Ave,M4J3C4,43.687915,-79.344644,East Toronto,East York,2489000,5 bds,5 ba,,0,3,17,5,123,4,52,18,1,16,0,0,0,0,0
445,1 Silvergrove Rd,M2L2N5,43.763519,-79.374045,Silver Hills,North York,6295000,5 bds,7 ba,,0,3,5,0,55,0,5,6,0,8,0,0,0,0,0
446,43 Edenvale Cres,M9A4A5,43.680741,-79.52895,Islington Avenue,Etobicoke,4745000,4 bds,4 ba,,0,0,7,1,55,0,1,2,0,6,0,0,0,0,0
447,3 Everson Dr #637,M2N7C2,43.756938,-79.406496,Willowdale South,North York,659000,3 bds,2 ba,,0,3,3,8,78,0,33,16,0,39,0,0,0,0,1
448,23 Strathdee Dr,M9R1A6,43.681424,-79.544171,Kingsview Village,Etobicoke,1749888,5 bds,3 ba,,0,0,10,0,61,0,0,3,0,5,0,0,0,0,1
450,6 Lankin Blvd,M4J4W8,43.692293,-79.328633,East Toronto,East York,1099000,4 bds,3 ba,,1,2,7,2,128,2,14,9,0,10,0,0,0,0,0
451,161 Roehampton Ave #PENTHOUSE 05,M4P0C8,43.70876,-79.393794,Davisville North,Central Toronto,1588000,3 bds,2 ba,,0,2,10,11,112,12,95,40,3,67,0,0,0,0,7
452,4689 Jane St #503,M3N2T6,43.770863,-79.520254,Downsview Northwest,North York,259900,2 bds,1 ba,,0,2,15,1,93,0,7,3,0,10,0,0,0,0,0
453,57 Saint Nicholas St,M4Y1W6,43.667191,-79.386232,Church and Wellesley,Downtown Toronto,1889000,3 bds,4 ba,,7,10,159,26,146,23,258,155,0,226,0,0,0,0,6
454,173 Dunvegan Rd,M5P2P1,43.696803,-79.408729,Forest Hill North,Central Toronto,13800000,4 bds,7 ba,,0,1,6,4,117,6,47,18,0,23,0,0,0,0,3
455,65 Harbour Sq #3306,M5J2L4,43.640082,-79.378599,Harbourfront East,Downtown Toronto,1349900,3 bds,2 ba,,0,6,0,16,63,35,192,117,0,219,0,0,0,0,12
456,353 Driftwood Ave #7,M3N2P2,43.768082,-79.512841,Downsview Northwest,North York,550000,5 bds,3 ba,,0,1,39,1,95,0,7,15,0,53,0,0,0,0,0
457,1195 The Queensway E #102,M8Z0H1,43.621626,-79.522481,Kingsway Park South West,Etobicoke,399999,1 bd,1 ba,,0,0,1,2,68,3,11,11,1,18,0,0,0,0,1
458,66 Cliff St,M6N4M1,43.679993,-79.485042,The Junction North,York,999900,4 bds,2 ba,,0,0,9,1,114,3,33,7,0,24,0,0,0,0,0
459,5 Pheasant Ln,M9A1T1,43.662472,-79.534898,Islington Avenue,Etobicoke,6899000,5 bds,5 ba,,0,0,5,1,66,0,1,1,0,3,0,0,0,0,1
460,73 Pendrith St,M6G1R8,43.666638,-79.422778,Christie,Downtown Toronto,1288000,3 bds,2 ba,,0,3,16,6,105,11,124,48,0,43,0,0,0,0,3
461,25 Boustead Ave,M6R1Y7,43.653133,-79.452791,Parkdale,West Toronto,1999900,5 bds,3 ba,"2,250 sqft",0,4,10,7,80,12,52,32,0,40,0,0,0,0,2
462,15 Lenthall Ave,M1B2C7,43.797531,-79.238536,Rouge,Scarborough,950000,4 bds,4 ba,,0,0,7,2,76,0,8,3,0,11,0,0,0,0,0
463,127 Queen St E #406,M5C1S3,43.653471,-79.373755,St. James Town,Downtown Toronto,484000,1 bd,1 ba,,0,8,50,33,149,41,304,180,0,303,0,0,0,0,13
464,295 Adelaide St W #2303,M5V0L4,43.647594,-79.390757,CN Tower,Downtown Toronto,599000,1 bd,1 ba,,5,9,42,29,61,46,430,217,0,354,0,0,0,0,16
465,5791 Yonge St #PENTHOUSE 205,M2M0A8,43.783997,-79.41604,Newtonbrook,North York,650000,3 bds,2 ba,,0,1,9,2,123,1,85,27,0,18,0,0,0,0,2
466,130 Shuter St,M5A1V8,43.655956,-79.371864,Harbourfront,Downtown Toronto,1199000,6 bds,4 ba,,0,5,53,33,149,34,265,144,0,241,0,0,0,0,13
467,408 Ontario St,M5A2W1,43.662083,-79.370042,Harbourfront,Downtown Toronto,2288800,5 bds,5 ba,,1,5,57,27,104,17,173,85,0,149,0,0,0,0,3
468,1785 Eglinton Ave E #203,M4A2Y6,43.724765,-79.307151,Victoria Village,North York,549000,2 bds,2 ba,,0,0,3,2,88,1,8,4,0,17,0,0,0,0,1
469,1994 Dufferin St,M6E3R2,43.684965,-79.446149,Caledonia-Fairbanks,York,899999,6 bds,3 ba,,0,0,10,1,106,1,63,23,0,36,0,0,0,0,1
470,37 Drewry Ave UNIT 9,M2M0B4,43.786348,-79.419345,Newtonbrook,North York,738000,3 bds,2 ba,,0,1,9,3,139,1,79,29,0,35,0,0,0,0,2
471,60 Alexandra Wood,M5N2S5,43.71411,-79.425653,Roselawn,Central Toronto,8950000,5 bds,7 ba,,0,0,5,3,88,0,8,5,0,7,0,0,0,0,2
472,95 Vine Ave,M6P1V8,43.66645,-79.468112,High Park,West Toronto,1149900,4 bds,2 ba,,1,1,9,3,99,4,60,20,0,22,0,0,0,0,2
473,33 Sheppard Ave E #1800,M2N7K1,43.761229,-79.408934,Willowdale South,North York,575000,1 bd,1 ba,,0,2,5,8,68,0,47,19,1,39,0,0,0,0,1
474,82 York Rd,M2L1H8,43.746179,-79.384607,Silver Hills,North York,6289000,7 bds,7 ba,,0,0,5,1,50,0,1,2,0,3,0,0,0,0,0
475,2152 Bayview Ave,M4N0A4,43.723305,-79.379711,Lawrence Park,Central Toronto,1328000,4 bds,3 ba,,22,0,20,1,46,0,2,4,0,3,0,0,0,0,0
476,585 Bloor St E #521,M4W0B3,43.671653,-79.371638,Rosedale,Downtown Toronto,498888,2 bds,2 ba,,1,2,29,16,78,9,81,31,0,42,0,0,0,0,1
477,60 Manorglen Cres,M1S1W4,43.780125,-79.271026,Agincourt,Scarborough,1199000,4 bds,3 ba,,0,0,4,4,64,2,22,12,0,19,0,0,0,0,0
478,212 Cocksfield Ave,M3H3T7,43.753818,-79.454186,Bathurst Manor,North York,999000,4 bds,2 ba,,0,1,6,0,75,0,9,3,0,12,0,0,0,0,0
479,99 Broadway Ave #2902,M4P0E3,43.710514,-79.393306,Davisville North,Central Toronto,588000,2 bds,2 ba,,0,2,10,11,100,10,92,39,3,65,0,0,0,0,7
480,5 Pembury Ave,M4N3K4,43.725688,-79.381034,Lawrence Park,Central Toronto,4095000,5 bds,5 ba,,22,0,19,1,44,0,1,3,0,3,0,0,0,0,0
481,155 Grenadier Rd,M6R1R5,43.648363,-79.45151,Parkdale,West Toronto,3980000,5 bds,5 ba,,0,3,7,7,60,10,53,32,0,41,0,0,0,0,2
482,50 Yorkville Ave #5202,M4W0A3,43.671667,-79.389667,Rosedale,Downtown Toronto,18800000,4 bds,4 ba,,3,9,127,15,131,20,164,97,0,129,0,0,0,0,2
483,108 Sandringham Dr,M3H1C9,43.746887,-79.420259,Bathurst Manor,North York,14998000,6 bds,8 ba,,0,0,5,0,37,1,21,3,0,1,0,0,0,0,0
484,208 Queens Quay W #511,M5J2Y5,43.64009,-79.381499,Harbourfront East,Downtown Toronto,649000,3 bds,2 ba,,0,6,1,19,59,43,215,128,0,234,0,0,0,0,14
485,12 Madison Ave,M5R2S1,43.667759,-79.403321,The Annex,Central Toronto,5450000,11 bds,3 ba,,2,6,141,9,103,16,226,86,0,76,0,0,0,0,4
486,32 Roxborough St E,M4W1V6,43.678482,-79.387974,Rosedale,Downtown Toronto,6250000,6 bds,5 ba,,0,6,43,12,117,13,138,65,1,77,0,0,0,0,5
487,4 Allen Ave,M8V1R8,43.612936,-79.49066,Humber Bay Shores,Etobicoke,1198000,2 bds,2 ba,,0,1,9,1,34,2,21,4,0,15,0,0,0,0,1
488,58 Masseygrove Cres,M9V3C9,43.737847,-79.58269,Albion Gardens,Etobicoke,799000,4 bds,2 ba,,0,0,13,1,85,0,6,3,0,22,0,0,0,0,2
489,22 Malamute Cres,M1T2C7,43.777993,-79.302685,Clarks Corners,Scarborough,1090000,6 bds,3 ba,,0,0,11,2,55,0,12,5,0,11,0,0,0,0,2
490,9 Windermere Ave #TOWNHOUSE 94,M6S5A4,43.636805,-79.468161,Runnymede,West Toronto,449000,1 bd,1 ba,,0,0,1,0,39,0,3,2,0,1,0,0,0,0,0
491,62 Elm Ave,M4W1N7,43.67613,-79.375547,Rosedale,Downtown Toronto,5950000,6 bds,5 ba,,1,4,23,13,88,7,83,35,0,44,0,0,0,0,1
492,271 Major St,M5S2L5,43.665445,-79.405732,Harbord,Downtown Toronto,1995000,3 bds,4 ba,,3,6,119,12,104,20,271,98,0,105,0,0,0,0,4
493,194 Clendenan Ave,M6P2X2,43.656977,-79.471809,High Park,West Toronto,1499000,3 bds,3 ba,,1,3,7,2,104,6,62,17,0,24,0,0,0,0,3
494,297 Oriole Pkwy,M5P2H6,43.70077,-79.404051,Forest Hill North,Central Toronto,2695000,6 bds,4 ba,,0,2,9,9,104,12,82,34,1,54,0,0,0,0,4
495,1244 College St,M6H1C2,43.651641,-79.438166,Dovercourt Village,West Toronto,1049900,4 bds,5 ba,,0,2,14,12,61,19,106,55,0,90,0,0,0,0,4
496,330 Dixon Rd #2705,M9R1S9,43.695777,-79.553152,Kingsview Village,Etobicoke,399999,2 bds,1 ba,,0,0,8,0,61,0,2,2,0,5,0,0,0,0,0
497,11 Livonia Pl #18,M1E4W5,43.785465,-79.205888,Guildwood,Scarborough,649900,4 bds,4 ba,,1,0,5,1,23,0,1,6,0,9,0,0,0,0,0
498,35 Balmuto St #2101,M4Y0A3,43.669472,-79.387488,Church and Wellesley,Downtown Toronto,998000,2 bds,2 ba,,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3
499,335 Mill Rd #703,M9C1Y6,43.639973,-79.584581,Bloordale Gardens,Etobicoke,450000,2 bds,2 ba,"1,155 sqft",0,0,7,0,49,2,0,3,1,6,0,0,0,0,2
500,66 Loradeen Cres,M1B1T8,43.81339,-79.232371,Rouge,Scarborough,999950,7 bds,4 ba,,0,0,11,0,87,0,1,0,0,0,0,0,0,0,0
501,44 Branstone Rd,M6E4E4,43.691621,-79.453661,Caledonia-Fairbanks,York,699000,2 bds,2 ba,,0,0,4,3,86,1,23,4,0,22,0,0,0,0,2
502,42 Mossbank Dr,M1G2C3,43.765598,-79.212505,Woburn,Scarborough,888000,4 bds,3 ba,,0,0,11,2,33,0,3,0,0,14,0,0,0,0,3
503,2 1st Ave,M4M1W8,43.664898,-79.351918,Studio District,East Toronto,1750000,3 bds,3 ba,,2,1,19,6,34,9,81,39,0,31,0,0,0,0,1
504,16 Muskoka Ave,M8W1H3,43.59184,-79.532076,Alderwood,Etobicoke,2449000,8 bds,5 ba,,0,0,10,0,30,4,12,7,0,23,0,0,0,0,1
505,106 Varna Dr #TOWNHOUSE 10,M6A0C8,43.723122,-79.445784,Lawrence Heights,North York,729000,2 bds,3 ba,,0,3,4,3,124,0,26,13,0,44,0,0,0,0,1
506,575 Avenue Rd #704,M4V2K2,43.688637,-79.401726,Deer Park,Central Toronto,398000,1 bd,1 ba,,0,3,11,6,98,6,44,21,1,26,0,0,0,0,5
507,8 Swansdown Dr,M2L2N1,43.759947,-79.373036,Silver Hills,North York,10499000,5 bds,10 ba,,0,3,5,0,56,1,4,4,0,4,0,0,0,0,0
508,15 Holmes Ave #2405,M2N4L8,43.777812,-79.413863,Willowdale South,North York,388888,1 bd,1 ba,,0,2,10,3,108,1,84,28,1,23,0,0,0,0,3
509,10 Avery Ave,M9C1K2,43.633967,-79.564557,Bloordale Gardens,Etobicoke,3199000,5 bds,5 ba,,0,0,7,1,80,2,10,7,1,11,0,0,0,0,3
510,35 Emerald Cres,M8V2B3,43.59614,-79.502746,Humber Bay Shores,Etobicoke,2499000,5 bds,6 ba,,0,0,16,1,19,1,18,4,0,12,0,0,0,0,2
511,3151 Bridletowne Cir #1901,M1W2T1,43.797559,-79.319846,L'Amoreaux West,Scarborough,599900,3 bds,2 ba,,1,0,15,0,65,0,4,2,0,6,0,0,0,0,2
512,590 Briar Hill Ave,M5N1M9,43.709509,-79.420538,Roselawn,Central Toronto,5790000,4 bds,8 ba,,0,0,6,3,92,2,30,8,0,12,0,0,0,0,1
513,3 Thornhill Ave,M6S4C3,43.65734,-79.488801,Runnymede,West Toronto,1898000,3 bds,4 ba,,1,2,8,1,105,3,38,13,1,23,0,0,0,0,1
514,17 Lesmount Ave,M4J3V5,43.690336,-79.339941,East Toronto,East York,1299000,3 bds,2 ba,,0,3,9,5,136,4,26,14,0,16,0,0,0,0,0
515,100 Mornelle Ct #1039,M1E4X2,43.78722,-79.194677,Guildwood,Scarborough,489900,3 bds,2 ba,,1,0,0,1,9,0,1,10,0,16,0,0,0,0,1
516,70 Distillery Ln #1508,M5A0E3,43.650118,-79.357935,Harbourfront,Downtown Toronto,899000,2 bds,2 ba,,0,0,7,7,75,8,49,32,0,37,0,0,0,0,1
517,91 Bedford Rd,M5R2K4,43.671488,-79.398264,The Annex,Central Toronto,7888000,5 bds,5 ba,,2,7,152,11,117,17,166,80,0,84,0,0,0,0,4
518,340 Dixon Rd #1508,M9R1T1,43.695609,-79.553852,Kingsview Village,Etobicoke,395000,2 bds,1 ba,,0,0,9,0,62,0,2,2,0,5,0,0,0,0,0
519,237 McRoberts Ave,M6E4P3,43.681676,-79.455673,Caledonia-Fairbanks,York,699000,4 bds,2 ba,,0,0,4,2,91,1,43,13,0,13,0,0,0,0,1
520,262 Saint Helens Ave #106,M6H4A4,43.656487,-79.443717,Dovercourt Village,West Toronto,799900,2 bds,2 ba,,0,4,14,11,79,19,70,41,0,79,0,0,0,0,3
521,241 B Evelyn Ave,M6P2Z8,43.662514,-79.475521,High Park,West Toronto,2998000,6 bds,5 ba,,1,2,6,4,116,7,75,23,0,38,0,0,0,0,4
522,32 Windsor Rd,M9R3G4,43.699963,-79.556916,Kingsview Village,Etobicoke,1280000,4 bds,2 ba,,0,1,7,0,46,0,1,2,0,10,0,0,0,0,0
523,62 Martin Grove Rd,M9B4K4,43.643724,-79.547155,Cloverdale,Etobicoke,3799000,4 bds,5 ba,,0,2,4,1,113,1,16,9,2,15,0,0,0,0,2
524,44 Standish Ave,M4W3B1,43.688505,-79.371183,Rosedale,Downtown Toronto,3395000,5 bds,5 ba,,0,0,5,0,46,0,2,3,0,0,0,0,0,0,0
525,25 Ritchie Ave #PENTHOUSE 510,M6R2J6,43.652358,-79.450119,Parkdale,West Toronto,2198000,4 bds,3 ba,,0,4,11,7,73,14,52,32,0,42,0,0,0,0,2
526,80 John St #1603,M5V3X4,43.646874,-79.390188,CN Tower,Downtown Toronto,1068900,2 bds,2 ba,"1,010 sqft",5,9,26,28,67,49,413,217,0,356,0,0,0,0,16
527,39 Standish Ave,M4W3B2,43.6885,-79.370482,Rosedale,Downtown Toronto,2395000,5 bds,4 ba,,0,0,5,0,43,0,2,3,0,0,0,0,0,0,0
528,77 Glenmore Rd,M4L3M2,43.678005,-79.310652,The Beaches West,East Toronto,1399000,4 bds,3 ba,,0,2,8,5,74,5,38,18,0,19,0,0,0,0,1
529,30 Northland Ave,M6N2C6,43.678734,-79.47552,The Junction North,York,717000,2 bds,2 ba,,0,0,10,3,105,2,35,9,0,32,0,0,0,0,1
530,17 Edilou Dr,M8W4B1,43.605996,-79.531532,Alderwood,Etobicoke,1248000,4 bds,2 ba,,0,0,9,0,55,3,12,9,0,23,0,0,0,0,0
531,2130 Weston Rd #304,M9N3R9,43.702433,-79.524659,Weston,York,369000,2 bds,1 ba,,0,1,5,1,96,0,15,9,0,20,0,0,0,0,1
532,186 Phyllis Ave,M1M1Y8,43.730854,-79.230523,Cliffcrest,Scarborough,2750000,6 bds,7 ba,,0,1,13,3,54,1,11,2,0,8,0,0,0,0,1
533,132 Grey Rd,M5M4G1,43.731779,-79.423122,Bedford Park,North York,2395000,3 bds,2 ba,,0,0,5,4,80,1,41,10,0,13,0,0,0,0,2
534,4645 Jane St #720,M3N2K9,43.769446,-79.519808,Downsview Northwest,North York,278000,1 bd,1 ba,,0,1,15,1,88,0,10,4,0,19,0,0,0,0,0
535,100 Glenvale Blvd,M4G2V9,43.717745,-79.371309,Leaside,East York,3848000,5 bds,5 ba,,23,0,14,2,63,0,24,7,0,11,0,0,0,0,0
536,319 Betty Ann Dr,M2R1B4,43.764741,-79.436434,Willowdale West,North York,4660000,7 bds,7 ba,,1,0,6,1,59,0,6,4,0,10,0,0,0,0,1
537,335 Lonsdale Rd #406,M5P1R4,43.68827,-79.413549,Forest Hill North,Central Toronto,509000,2 bds,1 ba,,0,1,9,1,87,1,21,13,0,17,0,0,0,0,1
538,37 Marjory Ave,M4M2Y2,43.667421,-79.336653,Studio District,East Toronto,1399000,4 bds,2 ba,,0,0,13,4,76,6,46,29,0,32,0,0,0,0,0
539,10 Livonia Pl #149,M1E4W6,43.785922,-79.206031,Guildwood,Scarborough,599000,4 bds,4 ba,,1,0,5,1,24,0,1,6,0,9,0,0,0,0,0
540,4645 Jane St #818,M3N2K9,43.769446,-79.519808,Downsview Northwest,North York,228800,1 bd,1 ba,,0,1,15,1,88,0,10,4,0,19,0,0,0,0,0
541,42 Heathview Ave,M2K2C1,43.783169,-79.385634,Bayview Village,North York,3799000,4 bds,3 ba,,0,0,3,2,45,0,2,0,0,0,0,0,0,0,0
542,561 Arlington Ave,M6C3A6,43.694701,-79.434216,Humewood-Cedarvale,York,2298000,3 bds,4 ba,,0,1,10,3,86,1,33,11,0,21,0,0,0,0,1
543,2088 Lawrence Ave W #603,M9N3Z9,43.699951,-79.518563,Weston,York,539000,3 bds,2 ba,,4,1,8,0,81,0,13,9,0,17,0,0,0,0,1
544,210 Gowan Ave,M4J2K6,43.689278,-79.345064,East Toronto,East York,999000,4 bds,2 ba,,0,3,13,4,120,4,52,15,1,13,0,0,0,0,0
545,52 Sproat Ave,M4M1W4,43.668518,-79.33323,Studio District,East Toronto,998000,3 bds,1 ba,,0,1,13,5,78,6,45,28,0,32,0,0,0,0,0
546,311 Bay St #4801,M5H4G5,43.649756,-79.380323,Adelaide,Downtown Toronto,7880000,3 bds,5 ba,,4,9,50,32,115,59,363,221,0,398,0,0,0,0,16
547,35 Brian Peck Cres #807,M4G0A5,43.714593,-79.354388,Leaside,East York,1299000,3 bds,2 ba,,1,0,0,4,70,0,16,8,0,20,0,0,0,0,1
548,40 Thorny Vine Way,M2J4J2,43.785524,-79.368264,Fairview,North York,749000,4 bds,3 ba,,0,1,5,4,32,0,15,3,0,1,0,0,0,0,5
549,166 Gordon Rd,M2P1E8,43.749409,-79.388568,York Mills West,North York,4799900,6 bds,6 ba,,0,0,2,1,60,0,1,2,0,3,0,0,0,0,0
550,365 Beech Ave #PENTHOUSE 1,M4E0C2,43.680037,-79.29045,The Beaches,East Toronto,3799000,3 bds,3 ba,,0,1,11,7,73,3,47,18,0,27,0,0,0,0,4
551,926 Willowdale Ave,M2M3C1,43.785882,-79.409553,Newtonbrook,North York,1529000,6 bds,2 ba,,0,1,8,2,116,1,70,23,0,16,0,0,0,0,2
552,2 Josephine Rd,M3H3G4,43.743761,-79.447819,Bathurst Manor,North York,1879000,5 bds,4 ba,,0,1,6,0,64,0,17,4,0,13,0,0,0,0,0
553,39B Oriole Rd,M4V2E6,43.688419,-79.40019,Deer Park,Central Toronto,4749000,4 bds,6 ba,,0,3,10,6,93,6,50,24,1,27,0,0,0,0,5
554,50 Grandravine Dr #8,M3J1B1,43.753029,-79.489411,Northwood Park,North York,559900,4 bds,2 ba,,0,3,11,3,100,1,13,3,0,14,0,0,0,0,1
555,170 Strathallan Blvd,M5N1T1,43.714008,-79.417412,Roselawn,Central Toronto,3399000,5 bds,3 ba,,0,0,6,3,84,2,22,7,0,7,0,0,0,0,1
556,85 Bloor St E #1709,M4W3Y1,43.670479,-79.384571,Rosedale,Downtown Toronto,485000,2 bds,1 ba,,3,8,89,23,136,20,191,105,0,141,0,0,0,0,3
557,29 Checkendon Dr,M9W2Y8,43.732732,-79.57325,Northwest,Etobicoke,989000,3 bds,2 ba,"1,092 sqft",0,0,12,2,68,0,15,1,0,7,0,0,0,0,1
558,418 Davenport Rd,M4V1B5,43.678098,-79.406458,Deer Park,Central Toronto,1448888,3 bds,2 ba,,0,5,28,7,119,10,79,25,1,32,0,0,0,0,1
559,65 Scadding Ave #422,M5A4L1,43.648874,-79.365216,Harbourfront,Downtown Toronto,618000,3 bds,2 ba,,0,1,9,11,103,21,115,63,0,77,0,0,0,0,6
560,524 Scarborough Golf Club Rd,M1G1H2,43.760083,-79.215919,Woburn,Scarborough,1048800,4 bds,3 ba,,0,0,10,2,48,0,7,0,0,19,0,0,0,0,3
561,42 Old Bridle Path,M4T1A7,43.687267,-79.376363,Moore Park,Central Toronto,3295000,5 bds,5 ba,,0,0,10,0,61,0,1,3,0,0,0,0,0,0,0
562,368 Markham St,M6G2K9,43.658121,-79.410024,Christie,Downtown Toronto,5250000,3 bds,5 ba,,3,3,77,12,54,24,310,108,0,119,0,0,0,0,6
563,24A Massey St,M6J3T7,43.642716,-79.413217,Little Portugal,West Toronto,1299000,3 bds,3 ba,,1,1,6,13,51,22,184,74,0,89,0,0,0,0,5
564,428 Connaught Ave,M2R2M3,43.784968,-79.43885,Willowdale West,North York,3368000,7 bds,7 ba,,0,0,9,4,95,1,15,6,0,13,0,0,0,0,0
565,650 Queens Quay W #921,M5V3N2,43.635702,-79.398839,CN Tower,Downtown Toronto,389000,1 bd,1 ba,,0,0,3,11,20,12,131,52,0,60,0,0,0,0,8
566,277 Indian Rd,M6R2X4,43.652109,-79.455322,Parkdale,West Toronto,5499000,6 bds,5 ba,,0,4,10,7,70,10,42,27,0,29,0,0,0,0,2
567,61 Arjay Cres,M2L1C6,43.73848,-79.383368,Silver Hills,North York,5249888,6 bds,6 ba,,0,0,16,1,43,0,1,3,0,3,0,0,0,0,0
568,113 Burrows Hall Blvd,M1B1Z7,43.791652,-79.231091,Rouge,Scarborough,650000,3 bds,2 ba,,0,0,10,2,85,0,11,5,0,16,0,0,0,0,0
569,21 Kirk Bradden Rd W,M8Y2G1,43.638302,-79.502855,Humber Bay,Etobicoke,3955000,5 bds,5 ba,,0,1,10,0,72,3,22,1,1,11,0,0,0,0,3
570,272 Rumsey Rd,M4G1P9,43.712369,-79.369841,Leaside,East York,1675000,4 bds,2 ba,"1,692 sqft",22,0,6,4,83,0,34,11,0,17,0,0,0,0,0
571,115 10th St,M8V3E9,43.599655,-79.508115,Humber Bay Shores,Etobicoke,1499000,9 bds,7 ba,,0,0,26,1,29,1,19,6,0,17,0,0,0,0,2
572,200 AC Merton St,M4S1A1,43.697552,-79.390292,Davisville,Central Toronto,1500000,4 bds,3 ba,,0,3,10,10,123,11,83,34,3,64,0,0,0,0,9
573,700 King St W UNIT 604,M5V2Y6,43.644124,-79.403262,CN Tower,Downtown Toronto,490000,2 bds,1 ba,,1,0,7,21,36,24,297,110,0,124,0,0,0,0,10
574,91 Valecrest Dr,M9A4P5,43.675971,-79.520516,Islington Avenue,Etobicoke,10499000,5 bds,8 ba,,0,0,4,1,53,0,0,4,0,2,0,0,0,0,0
575,135 Holborne Ave,M4C2R5,43.69443,-79.318652,Woodbine Heights,East York,949000,3 bds,2 ba,,1,2,9,2,134,2,17,11,0,15,0,0,0,0,1
