Street address,City,State,Zip Code,Country,Latitude,Longitude,Postal code,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage
356 W 15th Ave #2, Vancouver,BC,V5Y1Y2,Canada,49.2575,-123.112465,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,098,000",2 bds,1 ba,876 sqft
8131 Nunavut Ln #2502, Vancouver,BC,V5X0E2,Canada,49.211335,-123.116532,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$868,000",2 bds,2 ba,779 sqft
4615 W 4th Ave, Vancouver,BC,V6R1R6,Canada,49.269314,-123.212434,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,368,000",5 bds,2 ba,"2,300 sqft"
1383 W 32nd Ave, Vancouver,BC,V6H2J4,Canada,49.244418,-123.136819,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$10,280,000",4 bds,3 ba,"4,410 sqft"
6511 Chambord Pl #40, Vancouver,BC,V5S4P2,Canada,49.223979,-123.025559,V5S,Killarney,Vancouver,"C$1,398,000",4 bds,2 ba,"1,820 sqft"
2550 Garden Dr #302, Vancouver,BC,V5N4X6,Canada,49.261596,-123.057753,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$814,900",1 bd,1 ba,637 sqft
3225 Clark Dr, Vancouver,BC,V5V4Y1,Canada,49.255906,-123.078186,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$1,699,900",4 bds,4 ba,"1,616 sqft"
3835 Selkirk St, Vancouver,BC,V6H2Z1,Canada,49.251221,-123.132307,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$7,990,000",6 bds,7 ba,"6,257 sqft"
1111 Richards St #2705, Vancouver,BC,V6B0S3,Canada,49.277007,-123.123204,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$2,999,000",3 bds,3 ba,"1,781 sqft"
8283 Heather St, Vancouver,BC,V6P6S8,Canada,49.210851,-123.124327,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$1,990,000",4 bds,3 ba,"1,993 sqft"
1375 Graveley St, Vancouver,BC,V5L3A1,Canada,49.270826,-123.075628,V5L,North Grandview- Woodland,Vancouver,"C$1,899,900",6 bds,3 ba,"2,620 sqft"
557 Rupert St, Vancouver,BC,V5K4K6,Canada,49.279434,-123.034049,V5K,North Hastings-Sunrise,Vancouver,"C$1,799,000",6 bds,2 ba,"1,776 sqft"
1239 Georgia St W #2803, Vancouver,BC,V6E4R8,Canada,49.287732,-123.125626,V6E,SE West End / Davie Village,Vancouver,"C$2,199,000",4 bds,4 ba,"2,445 sqft"
5755 Angus Dr, Vancouver,BC,V6M3N7,Canada,49.234042,-123.148231,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$10,880,000",7 bds,8 ba,"5,660 sqft"
1419 E 27th Ave, Vancouver,BC,V5N2W6,Canada,49.246654,-123.075422,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,588,000",3 bds,2 ba,"1,359 sqft"
2275 E Pender St, Vancouver,BC,V5L1X5,Canada,49.280518,-123.058328,V5L,North Grandview- Woodland,Vancouver,"C$1,599,000",4 bds,2 ba,"1,842 sqft"
2888 Cambie St #702, Vancouver,BC,V5Z0H3,Canada,49.259754,-123.114732,V5Z,East Fairview / South Cambie,Vancouver,"C$1,300,000",2 bds,2 ba,"1,041 sqft"
2277 E 30th Ave #309, Vancouver,BC,V5N5N1,Canada,49.24154,-123.059303,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$439,000",1 bd,1 ba,686 sqft
8488 Cornish St #619, Vancouver,BC,V6P0C2,Canada,49.208889,-123.141934,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$918,900",2 bds,2 ba,898 sqft
4455 W 1st Ave, Vancouver,BC,V6R4H9,Canada,49.272334,-123.207492,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$6,490,000",5 bds,6 ba,"3,995 sqft"
2210 Willow St, Vancouver,BC,V5Z0C8,Canada,49.288756,-123.060169,V5Z,East Fairview / South Cambie,Vancouver,"C$1,848,000",4 bds,3 ba,"1,689 sqft"
3061 E Kent Ave N #1205, Vancouver,BC,V5S2L7,Canada,49.207247,-123.044585,V5S,Killarney,Vancouver,"C$724,500",2 bds,2 ba,"1,247 sqft"
1000 Beach Ave #704, Vancouver,BC,V6E4M2,Canada,49.275624,-123.134213,V6E,SE West End / Davie Village,Vancouver,"C$1,498,000",2 bds,2 ba,"1,280 sqft"
2190 W 7th Ave #111, Vancouver,BC,V6K4K7,Canada,49.265347,-123.154679,V6K,Central Kitsilano / Greektown,Vancouver,"C$649,900",1 bd,1 ba,496 sqft
1283 Howe St #3208, Vancouver,BC,V6Z0E3,Canada,49.277218,-123.128625,V6Z,SW Downtown,Vancouver,"C$1,078,000",2 bds,2 ba,785 sqft
1499 W Pender St #1303, Vancouver,BC,V6G2S3,Canada,49.289964,-123.128049,V6G,NW West End / Stanley Park,Vancouver,"C$1,638,000",2 bds,3 ba,"1,220 sqft"
4007 W 19th Ave, Vancouver,BC,V6S1E2,Canada,49.255859,-123.193925,V6S,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,"C$4,398,000",5 bds,6 ba,"2,967 sqft"
4907 Walden St, Vancouver,BC,V5W2V6,Canada,49.240342,-123.100534,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$1,899,000",3 bds,2 ba,"1,749 sqft"
3838 W 50th Ave, Vancouver,BC,V6N3V5,Canada,49.226212,-123.189398,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$5,135,555",5 bds,6 ba,"4,098 sqft"
2437 W 1st Ave #1, Vancouver,BC,V6K1G5,Canada,49.271146,-123.160658,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,475,000",2 bds,2 ba,"1,209 sqft"
1368 Minto Cres, Vancouver,BC,V6H2J5,Canada,49.242479,-123.136033,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$11,888,000",8 bds,10 ba,"8,677 sqft"
8645 Osler St #301, Vancouver,BC,V6P4E6,Canada,49.207578,-123.1322,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$419,900",1 bd,1 ba,584 sqft
4085 Puget Dr, Vancouver,BC,V6L2V3,Canada,49.250233,-123.171175,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$6,288,000",6 bds,6 ba,"4,664 sqft"
2020 E Kent Ave SE #411, Vancouver,BC,V5P4X2,Canada,49.206558,-123.065143,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$925,000",2 bds,2 ba,"1,061 sqft"
1616 W 13th Ave #502, Vancouver,BC,V6J2G6,Canada,49.259605,-123.141727,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$888,800",2 bds,2 ba,"1,049 sqft"
499 Broughton St #1703, Vancouver,BC,V6G3K1,Canada,49.29059,-123.127174,V6G,NW West End / Stanley Park,Vancouver,"C$1,688,000",2 bds,2 ba,"1,148 sqft"
910 Beach Ave #503, Vancouver,BC,V6Z2W7,Canada,49.275321,-123.133399,V6Z,SW Downtown,Vancouver,"C$525,000",Studio,1 ba,417 sqft
180 E 2nd Ave #1012, Vancouver,BC,V5T1B5,Canada,49.268674,-123.101202,V5T,East Mount Pleasant,Vancouver,"C$749,990",1 bd,1 ba,564 sqft
2671 McBain Ave, Vancouver,BC,V6L2C7,Canada,49.247322,-123.164319,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$5,580,000",7 bds,7 ba,"4,207 sqft"
2658 Morningstar Cres #17, Vancouver,BC,V5S4P4,Canada,49.206541,-123.0541,V5S,Killarney,Vancouver,"C$1,049,000",3 bds,2 ba,"1,544 sqft"
1616 Bayshore Dr #202, Vancouver,BC,V6G3L1,Canada,49.291509,-123.13015,V6G,NW West End / Stanley Park,Vancouver,"C$1,688,000",2 bds,2 ba,"1,365 sqft"
1330 Harwood St #708, Vancouver,BC,V6E1S8,Canada,49.281647,-123.138072,V6E,SE West End / Davie Village,Vancouver,"C$518,300",1 bd,1 ba,620 sqft
2509 W 37th Ave, Vancouver,BC,V6N2T2,Canada,49.238678,-123.1629,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$2,048,800",3 bds,2 ba,"1,348 sqft"
1748 E 55th Ave, Vancouver,BC,V5P1Z6,Canada,49.219678,-123.070476,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$2,598,000",7 bds,6 ba,"3,339 sqft"
1283 Howe St #3405, Vancouver,BC,V6Z0E3,Canada,49.277218,-123.128625,V6Z,SW Downtown,Vancouver,"C$689,000",1 bd,1 ba,545 sqft
1461 E 64th Ave, Vancouver,BC,V5P2M4,Canada,49.212239,-123.075886,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,999,999",5 bds,3 ba,"2,337 sqft"
1919 E 3rd Ave, Vancouver,BC,V5N1H4,Canada,49.268014,-123.065301,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,399,000",3 bds,3 ba,"1,000 sqft"
168 Powell St #302, Vancouver,BC,V6A0B2,Canada,49.282968,-123.100636,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$468,000",1 bd,1 ba,557 sqft
1782 W 6th Ave, Vancouver,BC,V6J0E5,Canada,49.266351,-123.148513,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$1,399,000",2 bds,3 ba,"1,198 sqft"
1330 Graveley St #302, Vancouver,BC,V5L3A2,Canada,49.270304,-123.076584,V5L,North Grandview- Woodland,Vancouver,"C$930,000",2 bds,1 ba,"1,139 sqft"
289 Drake St #1405, Vancouver,BC,V6B5Z5,Canada,49.273825,-123.123708,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$1,458,000",3 bds,2 ba,"1,265 sqft"
7176 Duff St, Vancouver,BC,V5P4B3,Canada,49.218979,-123.06423,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,938,000",5 bds,3 ba,"2,171 sqft"
8006 Chester St, Vancouver,BC,V5X3Y6,Canada,49.212378,-123.089172,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,980,000",5 bds,4 ba,"2,400 sqft"
1410 Bute St #500, Vancouver,BC,V6E2A7,Canada,49.279374,-123.136619,V6E,SE West End / Davie Village,Vancouver,"C$2,980,000",1 bd,2 ba,"1,600 sqft"
1198 W 55th Ave, Vancouver,BC,V6P7A1,Canada,49.220129,-123.133097,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$10,990,000",4 bds,4 ba,"5,739 sqft"
1189 Howe St #2703, Vancouver,BC,V6Z2X4,Canada,49.278315,-123.12697,V6Z,SW Downtown,Vancouver,"C$1,199,000",3 bds,2 ba,"1,160 sqft"
1289 Hornby St #3610, Vancouver,BC,V6Z2H7,Canada,49.277771,-123.129738,V6Z,SW Downtown,Vancouver,"C$2,560,000",2 bds,3 ba,"1,413 sqft"
4658 Elm St, Vancouver,BC,V6L2L2,Canada,49.244648,-123.164354,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$9,680,000",5 bds,6 ba,"5,375 sqft"
646 Union St, Vancouver,BC,V6A2B9,Canada,49.277229,-123.090532,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,690,000",4 bds,2 ba,"2,354 sqft"
2596 W 14th Ave, Vancouver,BC,V6K2W7,Canada,49.259056,-123.164641,V6K,Central Kitsilano / Greektown,Vancouver,"C$5,875,000",7 bds,6 ba,"4,129 sqft"
693 Moberly Rd, Vancouver,BC,V5Z4A4,Canada,49.267062,-123.120499,V5Z,East Fairview / South Cambie,Vancouver,"C$1,198,000",2 bds,3 ba,"1,412 sqft"
6011 Adera St, Vancouver,BC,V6M3J3,Canada,49.231498,-123.143836,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$9,480,000",6 bds,7 ba,"5,388 sqft"
455 SW Marine Dr #1005, Vancouver,BC,V5X2S9,Canada,49.211163,-123.115988,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$938,000",2 bds,2 ba,753 sqft
1328 W 73rd Ave #8, Vancouver,BC,V6P3E7,Canada,49.204077,-123.135596,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$599,900",2 bds,1 ba,883 sqft
2528 Maple St #407, Vancouver,BC,V6J0B5,Canada,49.263465,-123.149961,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$728,800",1 bd,1 ba,661 sqft
2721 W 24th Ave, Vancouver,BC,V6L1R2,Canada,49.251219,-123.1659,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$4,988,000",5 bds,6 ba,"3,739 sqft"
5912 Churchill St, Vancouver,BC,V6M3H5,Canada,49.232287,-123.141009,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$11,880,000",7 bds,8 ba,"6,175 sqft"
1430 E 8th Ave, Vancouver,BC,V5N1T4,Canada,49.263092,-123.074519,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,388,000",5 bds,3 ba,"1,341 sqft"
2033 W 7th Ave #306, Vancouver,BC,V6J1T3,Canada,49.265839,-123.151582,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$649,900",1 bd,1 ba,716 sqft
1824 W 12th Ave, Vancouver,BC,V6J2E2,Canada,49.260618,-123.146536,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$849,900",1 bd,2 ba,672 sqft
1199 Marinaside Cres #3203, Vancouver,BC,V6Z2Y2,Canada,49.273129,-123.120638,V6Z,SW Downtown,Vancouver,"C$1,290,000",2 bds,2 ba,"1,079 sqft"
2268 W 12th Ave #102, Vancouver,BC,V6K2N5,Canada,49.260777,-123.156593,V6K,Central Kitsilano / Greektown,Vancouver,"C$559,000",1 bd,1 ba,624 sqft
1487 Homer St, Vancouver,BC,V6Z3C8,Canada,49.272027,-123.126813,V6Z,SW Downtown,Vancouver,"C$2,790,000",3 bds,3 ba,"2,112 sqft"
4559 Beatrice St #1, Vancouver,BC,V5N4J1,Canada,49.243873,-123.066976,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,599,900",3 bds,4 ba,"1,510 sqft"
3108 W 31st Ave, Vancouver,BC,V6L2A6,Canada,49.243946,-123.174462,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$6,375,000",6 bds,6 ba,"4,723 sqft"
131 King Edward Ave E #1, Vancouver,BC,V5Y2H8,Canada,49.249221,-123.108316,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$2,199,000",4 bds,4 ba,"2,065 sqft"
689 Abbott St #3703, Vancouver,BC,V6B0J2,Canada,49.278704,-123.106873,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$2,338,000",3 bds,3 ba,"1,663 sqft"
39 W 12th Ave, Vancouver,BC,V5Y1T4,Canada,49.260551,-123.105971,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,438,000",2 bds,2 ba,"1,171 sqft"
3589 W 35th Ave, Vancouver,BC,V6N2N4,Canada,49.240627,-123.184898,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,680,000",6 bds,6 ba,"3,435 sqft"
63 W 13th Ave, Vancouver,BC,V5Y1V5,Canada,49.25965,-123.106526,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,765,000",3 bds,3 ba,"1,580 sqft"
1600 Hornby St #203, Vancouver,BC,V6Z2S4,Canada,49.273984,-123.134119,V6Z,SW Downtown,Vancouver,"C$2,688,000",3 bds,3 ba,"1,712 sqft"
4006 W 34th Ave, Vancouver,BC,V6N2L7,Canada,49.241167,-123.193962,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,950,000",6 bds,4 ba,"3,961 sqft"
168 Powell St #501, Vancouver,BC,V6A0B2,Canada,49.282968,-123.100636,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$699,000",2 bds,1 ba,990 sqft
6076 Tisdall St #605, Vancouver,BC,V5Z3N2,Canada,49.230352,-123.121141,V5Z,East Fairview / South Cambie,Vancouver,"C$499,000",1 bd,1 ba,820 sqft
1330 Burrard St #217, Vancouver,BC,V6Z2B8,Canada,49.277302,-123.13129,V6Z,SW Downtown,Vancouver,"C$470,000",1 bd,1 ba,527 sqft
1182 Quebec St #11, Vancouver,BC,V6A4B2,Canada,49.27411,-123.101233,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,689,000",2 bds,3 ba,"1,945 sqft"
4528 Langara Ave, Vancouver,BC,V6R1C8,Canada,49.272679,-123.209639,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$9,980,000",5 bds,5 ba,"4,361 sqft"
4333 Locarno Cres, Vancouver,BC,V6R1G2,Canada,49.269209,-123.20402,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$4,980,000",5 bds,5 ba,"3,118 sqft"
142 E 27th Ave, Vancouver,BC,V5V2K4,Canada,49.247028,-123.102357,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$2,689,000",5 bds,3 ba,"2,592 sqft"
1386 Nicola St #24, Vancouver,BC,V6G2G2,Canada,49.282452,-123.140146,V6G,NW West End / Stanley Park,Vancouver,"C$2,999,999",2 bds,3 ba,"2,982 sqft"
601 Jervis St, Vancouver,BC,V6E3M5,Canada,49.288547,-123.125844,V6E,SE West End / Davie Village,Vancouver,"C$1,349,000",2 bds,3 ba,"1,378 sqft"
833 Seymour St #607, Vancouver,BC,V6B0G4,Canada,49.280497,-123.119756,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$699,900",1 bd,1 ba,855 sqft
3161 W 4th Ave #205, Vancouver,BC,V6K1R6,Canada,49.268705,-123.174915,V6K,Central Kitsilano / Greektown,Vancouver,"C$849,900",2 bds,2 ba,780 sqft
1959 W 15th Ave, Vancouver,BC,V6J2L2,Canada,49.25788,-123.149851,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$2,499,000",2 bds,3 ba,"1,634 sqft"
185 W 45th Ave, Vancouver,BC,V5Y2W2,Canada,49.229855,-123.110477,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$3,590,000",5 bds,5 ba,"3,403 sqft"
1775 Quebec St #607, Vancouver,BC,V5T0E3,Canada,49.269514,-123.103314,V5T,East Mount Pleasant,Vancouver,"C$749,999",1 bd,1 ba,640 sqft
5288 Melbourne St #1205, Vancouver,BC,V5R6E6,Canada,49.234589,-123.028988,V5R,South Renfrew- Collingwood,Vancouver,"C$828,000",3 bds,2 ba,991 sqft
1480 Howe St #5601, Vancouver,BC,V6Z0G5,Canada,49.274891,-123.131173,V6Z,SW Downtown,Vancouver,"C$7,980,000",3 bds,4 ba,"3,107 sqft"
2645 W 6th Ave, Vancouver,BC,V6K1W6,Canada,49.266824,-123.16538,V6K,Central Kitsilano / Greektown,Vancouver,"C$2,399,000",5 bds,3 ba,"2,038 sqft"
1372 Seymour St #4102, Vancouver,BC,V6B0L1,Canada,49.27459,-123.127563,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$3,399,888",4 bds,4 ba,"2,073 sqft"
988 W 54th Ave #203, Vancouver,BC,V6P1M9,Canada,49.221676,-123.137879,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$788,000",2 bds,2 ba,973 sqft
5665 Boundary Rd #2807, Vancouver,BC,V5R0E4,Canada,49.233386,-123.024471,V5R,South Renfrew- Collingwood,Vancouver,"C$799,000",2 bds,2 ba,786 sqft
5650 Oak St #208, Vancouver,BC,V6M2V6,Canada,49.234715,-123.127612,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$849,000",2 bds,2 ba,"1,137 sqft"
1288 Georgia St W PENTHOUSE 5, Vancouver,BC,V6E4R3,Canada,49.288097,-123.126151,V6E,SE West End / Davie Village,Vancouver,"C$1,799,000",2 bds,1 ba,"1,215 sqft"
4309 Locarno Cres, Vancouver,BC,V6R1G2,Canada,49.269064,-123.203404,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,890,000",3 bds,2 ba,"2,864 sqft"
1283 Howe St #2504, Vancouver,BC,V6Z0E3,Canada,49.277218,-123.128625,V6Z,SW Downtown,Vancouver,"C$999,000",3 bds,2 ba,916 sqft
4569 W 2nd Ave, Vancouver,BC,V6R1K7,Canada,49.271603,-123.210982,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,798,000",2 bds,2 ba,"1,730 sqft"
2741 Hastings St E #200, Vancouver,BC,V5K1Z8,Canada,49.281423,-123.048362,V5K,North Hastings-Sunrise,Vancouver,"C$438,800",1 bd,1 ba,468 sqft
1080 Wolfe Ave, Vancouver,BC,V6H1V8,Canada,49.254646,-123.129873,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$9,580,000",5 bds,5 ba,"5,910 sqft"
1500 Hornby St #1805, Vancouver,BC,V6Z2R1,Canada,49.275736,-123.131665,V6Z,SW Downtown,Vancouver,"C$1,688,000",2 bds,2 ba,"1,273 sqft"
51 E 27th Ave, Vancouver,BC,V5V2K2,Canada,49.247524,-123.104159,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$2,498,000",3 bds,4 ba,"1,751 sqft"
830 E 7th Ave #211, Vancouver,BC,V5T4J2,Canada,49.26404,-123.086412,V5T,East Mount Pleasant,Vancouver,"C$429,000",1 bd,1 ba,446 sqft
311 E 6th Ave #405, Vancouver,BC,V5T0G9,Canada,49.265607,-123.098523,V5T,East Mount Pleasant,Vancouver,"C$635,000",1 bd,1 ba,564 sqft
750 W 6th Ave, Vancouver,BC,V5Z0C8,Canada,49.265658,-123.121194,V5Z,East Fairview / South Cambie,Vancouver,"C$1,649,900",3 bds,2 ba,"1,603 sqft"
2925 McGill St, Vancouver,BC,V5K1H8,Canada,49.289001,-123.04321,V5K,North Hastings-Sunrise,Vancouver,"C$1,685,000",4 bds,2 ba,"1,889 sqft"
40 E 46th Ave #1, Vancouver,BC,V5W1Z1,Canada,49.228272,-123.104959,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$2,149,000",5 bds,4 ba,"1,825 sqft"
1726 W 32nd Ave, Vancouver,BC,V6J3A7,Canada,49.243344,-123.144295,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$6,990,000",5 bds,5 ba,"5,760 sqft"
2032 E 22nd Ave, Vancouver,BC,V5N2R4,Canada,49.250008,-123.06413,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$2,998,000",8 bds,7 ba,"3,577 sqft"
3885 W 35th Ave, Vancouver,BC,V6N2N8,Canada,49.240751,-123.190514,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,998,000",8 bds,4 ba,"2,371 sqft"
3138 Riverwalk Ave #312, Vancouver,BC,V5S0B6,Canada,49.205651,-123.040863,V5S,Killarney,Vancouver,"C$859,800",2 bds,2 ba,"1,024 sqft"
1907 E 38th Ave, Vancouver,BC,V5P1G6,Canada,49.235477,-123.067132,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$2,230,000",6 bds,4 ba,"2,278 sqft"
1502 Island Park Walk #107, Vancouver,BC,V6H3Z8,Canada,49.270581,-123.139126,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,299,900",2 bds,2 ba,"1,257 sqft"
964 W 15th Ave, Vancouver,BC,V5Z1R9,Canada,49.25762,-123.126543,V5Z,East Fairview / South Cambie,Vancouver,"C$1,599,000",3 bds,2 ba,"1,976 sqft"
4638 Gladstone St #1510, Vancouver,BC,V5N4Y8,Canada,49.242466,-123.062508,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$775,000",2 bds,2 ba,791 sqft
2335 W 18th Ave, Vancouver,BC,V6L1A7,Canada,49.256582,-123.158831,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$7,180,000",5 bds,7 ba,"4,700 sqft"
3888 W 13th Ave, Vancouver,BC,V6R2S8,Canada,49.260558,-123.190619,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,860,000",5 bds,5 ba,"2,458 sqft"
1362 E 60th Ave, Vancouver,BC,V5X2A9,Canada,49.215236,-123.078257,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,580,000",5 bds,2 ba,"2,390 sqft"
6011 Macdonald St, Vancouver,BC,V6N1E5,Canada,49.231692,-123.167833,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,798,000",6 bds,5 ba,"4,817 sqft"
2033 W 7th Ave #305, Vancouver,BC,V6J1T3,Canada,49.265839,-123.151582,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$799,900",2 bds,1 ba,749 sqft
2838 Birch St #3, Vancouver,BC,V6H2T6,Canada,49.260004,-123.133506,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,988,000",3 bds,3 ba,"1,956 sqft"
7123 Selkirk St, Vancouver,BC,V6P6J4,Canada,49.221187,-123.133918,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$6,980,000",6 bds,8 ba,"6,502 sqft"
939 W 7th Ave #26, Vancouver,BC,V5Z1C4,Canada,49.265369,-123.125488,V5Z,East Fairview / South Cambie,Vancouver,"C$649,900",1 bd,1 ba,624 sqft
1211 Melville St #2404, Vancouver,BC,V6E0A7,Canada,49.288385,-123.124397,V6E,SE West End / Davie Village,Vancouver,"C$1,685,000",3 bds,3 ba,"1,372 sqft"
8410 Cornerstone St, Vancouver,BC,V5S4S1,Canada,49.207854,-123.033394,V5S,Killarney,Vancouver,"C$998,000",3 bds,3 ba,"1,808 sqft"
1375 King Edward Ave W, Vancouver,BC,V6H2A1,Canada,49.249817,-123.135915,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$11,998,000",4 bds,3 ba,"5,774 sqft"
2311 W 8th Ave, Vancouver,BC,V6K2A8,Canada,49.265068,-123.158095,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,185,000",2 bds,2 ba,"1,000 sqft"
1199 Marinaside Cres UNIT 3002, Vancouver,BC,V6Z2Y2,Canada,49.273129,-123.120638,V6Z,SW Downtown,Vancouver,"C$1,999,000",2 bds,2 ba,"1,302 sqft"
3998 Granville St, Vancouver,BC,V6H3L2,Canada,49.250458,-123.13867,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$7,980,000",4 bds,3 ba,"5,350 sqft"
667 Howe St #4601, Vancouver,BC,V6C0B5,Canada,49.283705,-123.119032,V6C,Waterfront / Coal Harbour / Canada Place,Vancouver,"C$8,900,000",4 bds,5 ba,"3,722 sqft"
1591 Nanton Ave, Vancouver,BC,V6J2X3,Canada,49.247697,-123.141284,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$5,990,000",7 bds,6 ba,"4,979 sqft"
