"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"5584 Mackenzie Street",Kerrisdale,Vancouver,BC,Canada,49.235982,-123.169781,1,rooftop,5584,"Mackenzie St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"202 2973 Kingsway",Collingwood,Vancouver,BC,Canada,49.236324,-123.043217,0.9,nearest_rooftop_match,2973,Kingsway,,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 6273 Windsor Street","Fraser East",Vancouver,BC,Canada,49.227628,-123.085569,0.9,nearest_rooftop_match,6273,"Windsor St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2262 Newport Avenue","Fraserview East",Vancouver,BC,Canada,49.215041,-123.060701,1,rooftop,2262,"Newport Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 1328 E 35th Avenue",Knight,Vancouver,BC,Canada,49.238304,-123.07845,0.9,nearest_rooftop_match,1328,"E 35th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4517 W 4th Avenue","Point Grey",Vancouver,BC,Canada,49.269329,-123.210104,1,rooftop,4517,"W 4th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"103 1266 W 13th Avenue",Fairview,Vancouver,BC,Canada,49.259468,-123.133006,0.9,nearest_rooftop_match,1266,"W 13th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5630 Lincoln Street",Collingwood,Vancouver,BC,Canada,49.233206,-123.025587,1,rooftop,5630,"Lincoln St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph 2805 1323 Homer Street",Yaletown,Vancouver,BC,Canada,49.273879,-123.126066,0.9,nearest_rooftop_match,1323,"Homer St",,,Vancouver,BC,,V6B,CA,Province
"36 4900 Cartier Street",Shaughnessy,Vancouver,BC,Canada,49.240721,-123.136482,0.9,nearest_rooftop_match,4900,"Cartier St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1112 E 21st Avenue",Knight,Vancouver,BC,Canada,49.251505,-123.081413,1,rooftop,1112,"E 21st Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1150 E 41st Avenue",Knight,Vancouver,BC,Canada,49.232495,-123.081964,1,rooftop,1150,"E 41st Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1202 1788 Ontario Street","False Creek",Vancouver,BC,Canada,49.269533,-123.104232,0.9,nearest_rooftop_match,1788,"Ontario St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 526 E 30th Avenue","Fraser East",Vancouver,BC,Canada,49.243301,-123.093564,0.9,nearest_rooftop_match,526,"E 30th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"213 1330 Burrard Street","West End",Vancouver,BC,Canada,49.277302,-123.13129,0.9,nearest_rooftop_match,1330,"Burrard St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"903 1678 Pullman Porter Street","Mount Pleasant East",Vancouver,BC,Canada,49.270746,-123.103739,0.9,nearest_rooftop_match,1678,"Pullman Porter St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"407 590 Nicola Street","Coal Harbour",Vancouver,BC,Canada,49.29105,-123.128192,0.67,nearest_rooftop_match,535,"Nicola St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1010 38 W 1st Avenue","False Creek",Vancouver,BC,Canada,49.26994,-123.105572,0.9,nearest_rooftop_match,38,"W 1st Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"308 1478 W Hastings Street","Coal Harbour",Vancouver,BC,Canada,49.290132,-123.127923,0.9,nearest_rooftop_match,1478,"W Hastings St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"806 928 Beatty Street",Yaletown,Vancouver,BC,Canada,49.275828,-123.11563,0.9,nearest_rooftop_match,928,"Beatty St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"131 W 41st Avenue",Cambie,Vancouver,BC,Canada,49.233559,-123.109005,0.9,nearest_rooftop_match,133,"W 41st Ave",,,Vancouver,BC,,V5Y,CA,Province
"2 128 W Woodstock Avenue",Cambie,Vancouver,BC,Canada,49.233549,-123.108796,0.9,nearest_rooftop_match,128,"W Woodstock Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1809 1283 Howe Street","Downtown West",Vancouver,BC,Canada,49.277218,-123.128625,0.9,nearest_rooftop_match,1283,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"604 555 Jervis Street","Coal Harbour",Vancouver,BC,Canada,49.288547,-123.125844,0.89,nearest_rooftop_match,610,"Jervis St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2301 501 Pacific Street","Downtown West",Vancouver,BC,Canada,49.274344,-123.12714,0.9,nearest_rooftop_match,501,"Pacific St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1802 1200 W Georgia Street","West End",Vancouver,BC,Canada,49.278181,-123.067795,0.69,nearest_rooftop_match,1810,"E Georgia St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"204 2001 Wall Street",Hastings,Vancouver,BC,Canada,49.285409,-123.063369,0.9,nearest_rooftop_match,2001,"Wall St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"288 E 59th Avenue","South Vancouver",Vancouver,BC,Canada,49.216461,-123.100018,1,rooftop,288,"E 59th Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 351 E 38th Avenue",Main,Vancouver,BC,Canada,49.23653,-123.098221,0.9,nearest_rooftop_match,351,"E 38th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"303 4101 Yew Street",Quilchena,Vancouver,BC,Canada,49.24766,-123.154731,0.6,street_center,,"Yew St",,,Vancouver,BC,,V6L,CA,"CanVec+ by Natural Resources Canada"
"204 2275 W 40th Avenue",Kerrisdale,Vancouver,BC,Canada,49.235845,-123.159524,0.9,nearest_rooftop_match,2275,"W 40th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1806 1128 Quebec Street","Downtown East",Vancouver,BC,Canada,49.274651,-123.101142,0.9,nearest_rooftop_match,1128,"Quebec St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"502 63 Keefer Place","Downtown West",Vancouver,BC,Canada,49.279933,-123.10662,0.9,nearest_rooftop_match,63,"Keefer Pl",,,Vancouver,BC,,V6B,CA,Province
"328 Wethersfield Drive","South Cambie",Vancouver,BC,Canada,49.224606,-123.11404,0.8,nearest_rooftop_match,333,"Wethers Field Dr",,,Vancouver,BC,,V5X,CA,Province
"103 835 W 7th Avenue",Fairview,Vancouver,BC,Canada,49.265292,-123.122807,0.9,nearest_rooftop_match,837,"W 7th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3653 Eton Street","Hastings Sunrise",Vancouver,BC,Canada,49.287388,-123.024308,0.9,nearest_rooftop_match,3654,"Eton St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"901 1650 W 7th Avenue",Fairview,Vancouver,BC,Canada,49.265153,-123.142063,0.9,nearest_rooftop_match,1650,"W 7th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"806 298 E 11 Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.260833,-123.098885,0.9,nearest_rooftop_match,298,"E 11th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"584 87 Nelson Street",Yaletown,Vancouver,BC,Canada,49.278959,-123.122848,0.83,nearest_rooftop_match,654,"Nelson St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"302 2080 Maple Street",Kitsilano,Vancouver,BC,Canada,49.267488,-123.149955,0.9,nearest_rooftop_match,2080,"Maple St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"36 E 37th Avenue",Main,Vancouver,BC,Canada,49.237049,-123.104738,1,rooftop,36,"E 37th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2301 667 Howe Street","Downtown West",Vancouver,BC,Canada,49.283705,-123.119032,0.9,nearest_rooftop_match,667,"Howe St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"406 5399 Joyce Street",Collingwood,Vancouver,BC,Canada,49.235396,-123.035085,0.9,nearest_rooftop_match,5399,"Joyce St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"102 1311 Beach Avenue","West End",Vancouver,BC,Canada,49.281167,-123.13834,0.9,nearest_rooftop_match,1311,"Beach Ave",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"51 E 27th Avenue",Main,Vancouver,BC,Canada,49.247524,-123.104159,1,rooftop,51,"E 27th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"213 1424 Walnut Street",Kitsilano,Vancouver,BC,Canada,49.273117,-123.148713,0.9,nearest_rooftop_match,1424,"Walnut St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1675 Larch Street",Kitsilano,Vancouver,BC,Canada,49.271174,-123.162392,1,rooftop,1675,"Larch St",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"142 E 27th Avenue",Main,Vancouver,BC,Canada,49.247028,-123.102357,1,rooftop,142,"E 27th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2025 SW Marine Drive","Southwest Marine",Vancouver,BC,Canada,49.213441,-123.152077,1,rooftop,2025,"SW Marine Dr",,,Vancouver,BC,,V6P,CA,Province
"614 933 Seymour Street","Downtown West",Vancouver,BC,Canada,49.279249,-123.121626,0.9,nearest_rooftop_match,933,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"412 2388 Western Parkway","University (Ubc)",Vancouver,BC,Canada,49.266543,-123.243857,0.6,street_center,,"Western Pkwy",,,Vancouver,BC,,V6T,CA,"CanVec+ by Natural Resources Canada"
"1810 E 55th Avenue","Fraserview East",Vancouver,BC,Canada,49.220106,-123.068967,1,rooftop,1810,"E 55th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1824 W 12th Avenue",Kitsilano,Vancouver,BC,Canada,49.260618,-123.146536,0.9,nearest_rooftop_match,1826,"W 12th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1608 788 Hamilton Street","Downtown West",Vancouver,BC,Canada,49.278743,-123.115035,0.9,nearest_rooftop_match,788,"Hamilton St",,,Vancouver,BC,,V6B,CA,Province
"504 3438 Sawmill Crescent","South Marine",Vancouver,BC,Canada,49.205784,-123.032766,0.9,nearest_rooftop_match,3438,"Sawmill Cres",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"108 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"109 1855 Stainsbury Avenue","Victoria East",Vancouver,BC,Canada,49.251416,-123.064806,0.6,street_center,,"Stainsbury Ave",,,Vancouver,BC,,V5N,CA,"CanVec+ by Natural Resources Canada"
"1362 E 17th Avenue",Knight,Vancouver,BC,Canada,49.255063,-123.076684,0.9,nearest_rooftop_match,1360,"E 17th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"906 833 Seymour Street","Downtown West",Vancouver,BC,Canada,49.280497,-123.119756,0.9,nearest_rooftop_match,833,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2371 E 30th Avenue",Collingwood,Vancouver,BC,Canada,49.240627,-123.057494,1,rooftop,2371,"E 30th Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"312 5077 Cambie Street",Cambie,Vancouver,BC,Canada,49.283044,-123.109049,0.9,nearest_rooftop_match,310,"Cambie St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2377 E 30th Avenue",Collingwood,Vancouver,BC,Canada,49.240576,-123.057389,1,rooftop,2377,"E 30th Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"411 5733 Alberta Street",Oakridge,Vancouver,BC,Canada,49.233114,-123.113905,0.9,nearest_rooftop_match,5733,"Alberta St",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph7 1082 Seymour Street","Downtown West",Vancouver,BC,Canada,49.277631,-123.122958,1,rooftop,1082,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"301 2288 Laurel Street",Fairview,Vancouver,BC,Canada,49.398369,-123.559673,0.68,nearest_rooftop_match,417,"Laurel St",,,Gibsons,BC,,V0N,CA,Province
"5755 Angus Drive","South Granville",Vancouver,BC,Canada,49.234042,-123.148231,1,rooftop,5755,"Angus Dr",,,Vancouver,BC,,V6M,CA,Province
"109 1855 Nelson Street","West End",Vancouver,BC,Canada,49.290121,-123.139318,0.9,nearest_rooftop_match,1855,"Nelson St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1107 1199 Marinaside Crescent",Yaletown,Vancouver,BC,Canada,49.273637,-123.116652,0.83,nearest_rooftop_match,1033,"Marinaside Cres",,,Vancouver,BC,,V6Z,CA,Province
"3227 E 29th Avenue","Renfrew Heights",Vancouver,BC,Canada,49.244802,-123.036051,1,rooftop,3227,"E 29th Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"730 Hawks Avenue",Strathcona,Vancouver,BC,Canada,49.277678,-123.08707,1,rooftop,730,"Hawks Ave",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2995 E 17th Avenue","Renfrew Heights",Vancouver,BC,Canada,49.254696,-123.041804,1,rooftop,2995,"E 17th Ave",,,Vancouver,BC,,V5M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3225 E 29th Avenue","Renfrew Heights",Vancouver,BC,Canada,49.244802,-123.036051,0.9,nearest_rooftop_match,3227,"E 29th Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3 SE Marine Drive","South Vancouver",Vancouver,BC,Canada,49.212544,-123.106195,1,rooftop,3,"SE Marine Dr",,,Vancouver,BC,,V5X,CA,Province
"2510 1111 Richards Street","Downtown West",Vancouver,BC,Canada,49.277007,-123.123204,0.9,nearest_rooftop_match,1111,"Richards St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"216 2545 W Broadway",Kitsilano,Vancouver,BC,Canada,49.264294,-123.163584,0.9,nearest_rooftop_match,2545,"W Broadway",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"7137 Camano Street","Champlain Heights",Vancouver,BC,Canada,49.219273,-123.0253,0.87,nearest_rooftop_match,7103,"Camano St",,,Vancouver,BC,,V5S,CA,Province
"123 1010 W 47th Avenue","South Granville",Vancouver,BC,Canada,49.227952,-123.108976,0.9,nearest_rooftop_match,123,"W 47th Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"141 1014 W 47th Avenue","South Granville",Vancouver,BC,Canada,49.227961,-123.109528,0.9,nearest_rooftop_match,141,"W 47th Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"360 E 24th Avenue",Main,Vancouver,BC,Canada,49.24911,-123.09743,1,rooftop,360,"E 24th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"802 123 W 1st Avenue","False Creek",Vancouver,BC,Canada,49.270787,-123.107603,0.9,nearest_rooftop_match,123,"W 1st Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1405 5410 Shortcut Road","University (Ubc)",Vancouver,BC,Canada,49.234408,-123.025829,1,place,,,,,Vancouver,BC,,V5R,CA,"CanVec+ by Natural Resources Canada"
"2770 W 5th Avenue",Kitsilano,Vancouver,BC,Canada,49.267215,-123.167706,1,rooftop,2770,"W 5th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"402 1568 Alberni Street","West End",Vancouver,BC,Canada,49.289738,-123.131183,0.9,nearest_rooftop_match,1568,"Alberni St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2636 Ward Street",Collingwood,Vancouver,BC,Canada,49.240088,-123.050671,0.9,nearest_rooftop_match,2638,"Ward St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2634 Ward Street",Collingwood,Vancouver,BC,Canada,49.240141,-123.050784,0.9,nearest_rooftop_match,2632,"Ward St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2632 Ward Street",Collingwood,Vancouver,BC,Canada,49.240141,-123.050784,1,rooftop,2632,"Ward St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3111 1289 Hornby Street","Downtown West",Vancouver,BC,Canada,49.277708,-123.129641,0.9,nearest_rooftop_match,1289,"Hornby St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2302 1325 Rolston Street","Downtown West",Vancouver,BC,Canada,49.275617,-123.127925,0.9,nearest_rooftop_match,1325,"Rolston St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"407 370 Carrall Street","Downtown East",Vancouver,BC,Canada,49.281793,-123.104127,0.9,nearest_rooftop_match,370,"Carrall St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2068 E 49th Avenue",Killarney,Vancouver,BC,Canada,49.22485,-123.064401,1,rooftop,2068,"E 49th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1102 909 Mainland Street",Yaletown,Vancouver,BC,Canada,49.275148,-123.120702,0.88,nearest_rooftop_match,1122,"Mainland St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3002 33 Smithe Street",Yaletown,Vancouver,BC,Canada,49.274436,-123.11196,0.9,nearest_rooftop_match,33,"Smithe St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"805 5728 Berton Avenue","University (Ubc)",Vancouver,BC,Canada,49.254988,-123.235862,0.6,street_center,,"Berton Ave",,,Vancouver,BC,,V6S,CA,"CanVec+ by Natural Resources Canada"
"1804 1239 W Georgia Street","Coal Harbour",Vancouver,BC,Canada,49.287732,-123.125626,0.9,nearest_rooftop_match,1239,"W Georgia St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"101 5189 Gaston Street",Collingwood,Vancouver,BC,Canada,49.236997,-123.030296,0.6,street_center,,"Gaston St",,,Vancouver,BC,,V5R,CA,"CanVec+ by Natural Resources Canada"
"200 2033 W 7th Avenue",Kitsilano,Vancouver,BC,Canada,49.265839,-123.151582,0.9,nearest_rooftop_match,2033,"W 7th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"973 Mainland Street",Yaletown,Vancouver,BC,Canada,49.277571,-123.118543,0.9,nearest_rooftop_match,977,"Mainland St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1233 933 Hornby Street","Downtown West",Vancouver,BC,Canada,49.281533,-123.12422,0.9,nearest_rooftop_match,933,"Hornby St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1508 W 61st Avenue","South Granville",Vancouver,BC,Canada,49.214369,-123.075481,0.8,rooftop,1508,"E 61st Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1516 W 61st Avenue","South Granville",Vancouver,BC,Canada,49.216157,-123.141098,0.9,nearest_rooftop_match,1519,"W 61st Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6210 Larch Street",Kerrisdale,Vancouver,BC,Canada,49.230031,-123.16252,1,rooftop,6210,"Larch St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"46 W King Edward Avenue",Cambie,Vancouver,BC,Canada,49.24855,-123.106148,1,rooftop,46,"W King Edward Ave",,,Vancouver,BC,,V5Y,CA,Province
"33 1425 Lamey's Mill Road","False Creek",Vancouver,BC,Canada,49.268443,-123.135844,0.9,nearest_rooftop_match,1425,"Lamey's Mill Rd",,,Vancouver,BC,,V6H,CA,Province
"704 1000 Beach Avenue",Yaletown,Vancouver,BC,Canada,49.275624,-123.134213,0.9,nearest_rooftop_match,1000,"Beach Ave",,,Vancouver,BC,,V6Z,CA,Province
"4907 Walden Street",Main,Vancouver,BC,Canada,49.240342,-123.100534,1,rooftop,4907,"Walden St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"201 874 W 6th Avenue",Fairview,Vancouver,BC,Canada,49.265695,-123.123456,0.9,nearest_rooftop_match,874,"W 6th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1128 E Pender Street",Strathcona,Vancouver,BC,Canada,49.280291,-123.080584,0.9,nearest_rooftop_match,1127,"E Pender St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"205 1330 Hornby Street","Downtown West",Vancouver,BC,Canada,49.276772,-123.130194,0.9,nearest_rooftop_match,1330,"Hornby St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"104 1933 W 5th Avenue",Kitsilano,Vancouver,BC,Canada,49.267493,-123.148843,0.9,nearest_rooftop_match,1933,"W 5th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2501 7433 Cambie Street","South Cambie",Vancouver,BC,Canada,49.217389,-123.117849,0.9,nearest_rooftop_match,7433,"Cambie St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"18 6788 Oak Street","South Cambie",Vancouver,BC,Canada,50.57918,-126.921088,0.81,nearest_rooftop_match,58,"Oak Rd",,,"Alert Bay",BC,,V0N,CA,Province
"1371 E 63rd Avenue","South Vancouver",Vancouver,BC,Canada,49.212623,-123.078173,0.9,nearest_rooftop_match,1372,"E 63rd Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1101 433 SW Marine Drive",Marpole,Vancouver,BC,Canada,49.203785,-123.13158,0.9,nearest_rooftop_match,1098,"SW Marine Dr",,,Vancouver,BC,,V6P,CA,Province
"1136 E 26th Avenue",Knight,Vancouver,BC,Canada,49.247468,-123.081513,1,rooftop,1136,"E 26th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"108 7520 Columbia Street",Marpole,Vancouver,BC,Canada,49.216088,-123.111695,0.9,nearest_rooftop_match,7520,"Columbia St",,,Vancouver,BC,,V5X,CA,Province
"2 2444 Napier Street",Renfrew,Vancouver,BC,Canada,49.27472,-123.055579,0.9,nearest_rooftop_match,2444,"Napier St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"455 1483 E King Edward Avenue",Knight,Vancouver,BC,Canada,49.248458,-123.09522,0.9,nearest_rooftop_match,454,"E King Edward Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"305 222 E 30th Avenue",Main,Vancouver,BC,Canada,49.24304,-123.100965,0.9,nearest_rooftop_match,222,"E 30th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3504 1288 West Georgia","West End",Vancouver,BC,Canada,49.278491,-123.028053,0.7,nearest_rooftop_match,3503,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"420 3563 Ross Drive","University (Ubc)",Vancouver,BC,Canada,49.228977,-122.88673,0.7,nearest_rooftop_match,421,"Rousseau St",,,"New Westminster",BC,,V3L,CA,Province
"3529 W 34th Avenue",Dunbar,Vancouver,BC,Canada,49.24167,-123.183031,1,rooftop,3529,"W 34th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3707 Hudson Street",Shaughnessy,Vancouver,BC,Canada,49.252101,-123.134899,1,rooftop,3707,"Hudson St",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
