"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2903 583 Beach Crescent",Yaletown,Vancouver,BC,Canada,49.273589,-123.129221,0.9,nearest_rooftop_match,583,"Beach Cres",,,Vancouver,BC,,V6Z,CA,Province
"1101 1777 Bayshore Drive","Coal Harbour",Vancouver,BC,Canada,49.292046,-123.13078,0.6,street_center,,"Bayshore Dr",,,Vancouver,BC,,V6G,CA,"CanVec+ by Natural Resources Canada"
"1986 E 8th Avenue","Grandview East",Vancouver,BC,Canada,49.26297,-123.064292,1,rooftop,1986,"E 8th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"103 1040 E Broadway Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.262105,-123.08251,0.9,nearest_rooftop_match,1040,"E Broadway",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"688 W 29th Avenue",Cambie,Vancouver,BC,Canada,49.244967,-123.120027,1,rooftop,688,"W 29th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"106 3731 W 6th Avenue","Point Grey",Vancouver,BC,Canada,49.26716,-123.18637,0.9,nearest_rooftop_match,3731,"W 6th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"209 231 E Pender Street",Strathcona,Vancouver,BC,Canada,49.280617,-123.098724,0.9,nearest_rooftop_match,231,"E Pender St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"503 1495 Richards Street",Yaletown,Vancouver,BC,Canada,49.283281,-123.113486,0.89,nearest_rooftop_match,509,"Richards St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"202 477 W 59th Avenue","South Cambie",Vancouver,BC,Canada,49.217183,-123.115644,0.9,nearest_rooftop_match,477,"W 59th Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3132 Maple Street",Kitsilano,Vancouver,BC,Canada,49.257641,-123.15101,0.9,nearest_rooftop_match,3135,"Maple St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3188 Grant Street",Renfrew,Vancouver,BC,Canada,49.271081,-123.036832,0.9,nearest_rooftop_match,3186,"Grant St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2701 1372 Seymour Street","Downtown West",Vancouver,BC,Canada,49.27459,-123.127563,0.9,nearest_rooftop_match,1372,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"213 1545 E 2nd Avenue","Grandview East",Vancouver,BC,Canada,49.268967,-123.072733,0.9,nearest_rooftop_match,1545,"E 2nd Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"315 4990 Mcgeer Street",Collingwood,Vancouver,BC,Canada,49.239521,-123.032816,0.9,nearest_rooftop_match,4990,"McGeer St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2326 Windsor Street","Mount Pleasant East",Vancouver,BC,Canada,49.264013,-123.083002,0.89,nearest_rooftop_match,2316,"Windsor St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1108 66 W Cordova Street","Downtown West",Vancouver,BC,Canada,49.282561,-123.106278,0.9,nearest_rooftop_match,66,"W Cordova St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"8258 Tugboat Place",Southlands,Vancouver,BC,Canada,49.210799,-123.153303,0.6,street_center,,"Tugboat Pl",,,Vancouver,BC,,V6P,CA,"CanVec+ by Natural Resources Canada"
"2303 1188 Howe Street","Downtown West",Vancouver,BC,Canada,49.281089,-123.122333,0.6,street_center,,"Howe St",,,Vancouver,BC,,V6Z,CA,"CanVec+ by Natural Resources Canada"
"2795 W 37th Avenue",,Vancouver,BC,Canada,49.238765,-123.167839,1,rooftop,2795,"W 37th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"501 433 SW Marine Drive",Marpole,Vancouver,BC,Canada,49.211322,-123.094523,0.69,nearest_rooftop_match,495,"SE Marine Dr",,,Vancouver,BC,,V5X,CA,Province
"509 2105 W 46th Avenue",Kerrisdale,Vancouver,BC,Canada,49.230383,-123.156123,0.9,nearest_rooftop_match,2105,"W 46th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"508 2105 W 46th Avenue",Kerrisdale,Vancouver,BC,Canada,49.230383,-123.156123,0.9,nearest_rooftop_match,2105,"W 46th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph3 1790 Bayshore Drive","Coal Harbour",Vancouver,BC,Canada,49.292365,-123.132616,0.82,nearest_rooftop_match,1710,"Bayshore Dr",,,Vancouver,BC,,V6G,CA,Province
"216 455 E 16th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.256334,-123.100145,0.9,nearest_rooftop_match,216,"E 16th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1005 1003 Burnaby Street","West End",Vancouver,BC,Canada,49.278791,-123.130299,0.9,nearest_rooftop_match,1003,"Burnaby St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3576 E Georgia Street",Renfrew,Vancouver,BC,Canada,49.278003,-123.026556,1,rooftop,3576,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3822 W 2nd Avenue","Point Grey",Vancouver,BC,Canada,49.270197,-123.188209,1,rooftop,3822,"W 2nd Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Tha 1199 Marinaside Crescent",Yaletown,Vancouver,BC,Canada,49.273129,-123.120638,0.9,nearest_rooftop_match,1201,"Marinaside Cres",,,Vancouver,BC,,V6Z,CA,Province
"2984 W 31st Avenue","Mackenzie Heights",Vancouver,BC,Canada,49.243942,-123.172383,1,rooftop,2984,"W 31st Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2731 Sophia Street","Mount Pleasant East",Vancouver,BC,Canada,49.260314,-123.097529,0.76,nearest_rooftop_match,2770,"Sophia St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
