"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"805 - 160 Vanderhoof Avenue","Thorncliffe Park",Toronto,ON,Canada,43.714359,-79.353187,0.9,nearest_rooftop_match,160,"Vanderhoof Ave",,,"East York",ON,,M4G,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"521 - 255 The Donway W","Banbury Don Mills",Toronto,ON,Canada,43.739826,-79.346034,0.8,nearest_rooftop_match,255,"The Donway W",,,"North York",ON,,M3B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"4005 - 319 Jarvis St","Moss Park",Toronto,ON,Canada,43.659814,-79.375308,0.9,nearest_rooftop_match,319,"Jarvis St",,,Toronto,ON,,M5B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"258 Byng Ave E","Willowdale East",Toronto,ON,Canada,43.780324,-79.398837,0.9,rooftop,258,"Byng Ave",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"118 High Park Ave","High Park North",Toronto,ON,Canada,43.657524,-79.467411,1,rooftop,118,"High Park Ave",,,Toronto,ON,,M6P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"127 Weir Cres","West Hill",Toronto,ON,Canada,43.773648,-79.196582,0.9,rooftop,127,"Weir Cres",,,Scarborough,ON,,M1E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1510 - 35 Hayden St E","Church Yonge Corridor",Toronto,ON,Canada,43.66955,-79.384654,0.9,nearest_rooftop_match,35,"Hayden St",,,Toronto,ON,,M4Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1602 - 10 Deerlick Crt","Parkwoods Donalda",Toronto,ON,Canada,43.759433,-79.332085,0.8,nearest_rooftop_match,10,"Deerlick Ct",,,"North York",ON,,M3A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"221 - 251 Jarvis St","Moss Park",Toronto,ON,Canada,43.657325,-79.374332,0.9,nearest_rooftop_match,251,"Jarvis St",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Gph3 - 8 Widmer St","Waterfront Communities West",Toronto,ON,Canada,43.646752,-79.391805,1,rooftop,8,"Widmer St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"161 August Avenue",Oakridge,Toronto,ON,Canada,43.652934,-79.401168,0.95,rooftop,161,"Augusta Ave",,,Toronto,ON,,M5T,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"354 Ranee Ave","Yorkdale Glen Park",Toronto,ON,Canada,43.722078,-79.455298,1,rooftop,354,"Ranee Ave",,,"North York",ON,,M6A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"7b Clintwood Gate","Parkwoods Donalda",Toronto,ON,Canada,43.748509,-79.312891,0.85,rooftop,7A,"Clintwood Gt",,,"North York",ON,,M3A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"21 Treelawn Pkwy","Maple Leaf",Toronto,ON,Canada,43.711385,-79.470803,1,rooftop,21,"Treelawn Pkwy",,,"North York",ON,,M6L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1006 Mount Pleasant Rd","Mount Pleasant East",Toronto,ON,Canada,43.714199,-79.392613,1,rooftop,1006,"Mt Pleasant Rd",,,Toronto,ON,,M4P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"5 Rosehill Ave 607","Rosedale Moore Park",Toronto,ON,Canada,43.686128,-79.392887,1,rooftop,5,"Rosehill Ave",,607,Toronto,ON,,M4T,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1717 - 4725 Sheppard Ave E","Agincourt South Malvern West",Toronto,ON,Canada,43.790016,-79.254657,0.8,nearest_rooftop_match,4725,"Sheppard Ave E",,,Scarborough,ON,,M1S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1222 - 75 Bamburgh Circ",Steeles,Toronto,ON,Canada,43.815063,-79.327295,0.75,range_interpolation,1222,"Bamburgh Cir",,,Scarborough,ON,,M1W,CA,"CanVec+ by Natural Resources Canada"
"1511 - 70 Temperance St","Bay Street Corridor",Toronto,ON,Canada,43.650465,-79.382209,0.9,nearest_rooftop_match,70,"Temperance St",,,Toronto,ON,,M5H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3 Langevin Cres","Centennial Scarborough",Toronto,ON,Canada,43.780088,-79.146196,0.9,rooftop,3,"Langevin Cres",,,Scarborough,ON,,M1C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48 Westbrook Ave","Woodbine Lumsden",Toronto,ON,Canada,43.693539,-79.306305,1,rooftop,48,"Westbrook Ave",,,"East York",ON,,M4C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"408 - 155 Legion Rd N",Mimico,Toronto,ON,Canada,43.623942,-79.488447,0.8,nearest_rooftop_match,155,"Legion Rd N",,,Etobicoke,ON,,M8Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1102 - 20 Laidlaw St","South Parkdale",Toronto,ON,Canada,43.640503,-79.426858,0.9,nearest_rooftop_match,20,"Laidlaw St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"149 Sharpecroft Blvd","York University Heights",Toronto,ON,Canada,43.750414,-79.489371,0.9,rooftop,149,"Sharpecroft Blvd",,,"North York",ON,,M3J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"37 Holley Ave",Weston,Toronto,ON,Canada,43.706346,-79.52964,1,rooftop,37,"Holley Ave",,,York,ON,,M9N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Unit 12 - 57 Finch Avenue W","Willowdale West",Toronto,ON,Canada,43.778324,-79.420761,0.8,nearest_rooftop_match,57,"Finch Ave W",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"409 - 3 Rowntree Rd","Mount Olive Silverstone Jamestown",Toronto,ON,Canada,43.681222,-79.460569,0.85,nearest_rooftop_match,3,"Rowntree Ave",,,Toronto,ON,,M6N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Th1 - 51 Florence St","Little Portugal",Toronto,ON,Canada,43.64541,-79.431799,1,rooftop,51,"Florence St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"52 Acton Ave","Bathurst Manor",Toronto,ON,Canada,43.760296,-79.449789,1,rooftop,52,"Acton Ave",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"73 Pettibone Sq",L'amoreaux,Toronto,ON,Canada,43.798185,-79.329407,0.9,rooftop,73,"Pettibone Sq",,,Scarborough,ON,,M1W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"4011 - 395 Bloor St E","North St. Jamestown",Toronto,ON,Canada,43.672002,-79.377438,0.9,nearest_rooftop_match,395,"Bloor St E",,,Toronto,ON,,M4W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2410 - 5500 Yonge Street","Willowdale West",Toronto,ON,Canada,43.710282,-79.398838,0.9,nearest_rooftop_match,2409,"Yonge St",,,Toronto,ON,,M4P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"622 - 859 The Queensway","Stonegate Queensway",Toronto,ON,Canada,43.624262,-79.510293,0.8,nearest_rooftop_match,859,"The Queensway",,,Etobicoke,ON,,M8Z,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1906 - 55 East Liberty Street",Niagara,Toronto,ON,Canada,43.638615,-79.412742,0.9,nearest_rooftop_match,55,"E Liberty St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Uph106 - 797 Don Mills Rd","Flemingdon Park",Toronto,ON,Canada,43.7195,-79.337719,1,rooftop,797,"Don Mills Rd",,,"North York",ON,,M3C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"5 - 205 Bonis Ave","Tam O'shanter Sullivan",Toronto,ON,Canada,43.672038,-79.345604,0.8,nearest_rooftop_match,205,"Bain Ave",,,Toronto,ON,,M4K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Ph17 - 2111 Lake Shore Blvd W",Mimico,Toronto,ON,Canada,43.628942,-79.477778,0.9,rooftop,2111,"Lake Shore Blvd W",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"54 Flintridge Rd","Dorset Park",Toronto,ON,Canada,43.744651,-79.279067,0.9,rooftop,54,"Flintridge Rd",,,Scarborough,ON,,M1P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"86 Blossom Cres","Glenfield Jane Heights",Toronto,ON,Canada,43.750556,-79.524858,0.9,range_interpolation,86,"Blossom Cres",,,"North York",ON,,M3N,CA,"CanVec+ by Natural Resources Canada"
"104 - 225 The Donway W","Banbury Don Mills",Toronto,ON,Canada,43.733391,-79.347625,0.85,nearest_rooftop_match,150,"The Donway W",,,"North York",ON,,M3C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"405 - 2464 Weston Road",Weston,Toronto,ON,Canada,43.708257,-79.534202,0.9,nearest_rooftop_match,2464,"Weston Rd",,,"North York",ON,,M9N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"40 Thorny Vine Way","Bayview Village",Toronto,ON,Canada,43.785524,-79.368264,0.9,rooftop,40,"Thorny Vineway",,,"North York",ON,,M2J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"811 - 33 Shore Breeze Drive",Mimico,Toronto,ON,Canada,43.623886,-79.479223,0.8,nearest_rooftop_match,33,"Shore Breeze Dr",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"613 Old Weston Rd","Weston Pellam Park",Toronto,ON,Canada,43.678775,-79.464784,1,rooftop,613,"Old Weston Rd",,,Toronto,ON,,M6N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"928 - 251 Jarvis Street","Moss Park",Toronto,ON,Canada,43.657325,-79.374332,0.9,nearest_rooftop_match,251,"Jarvis St",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1205 - 6 Eva Rd","Etobicoke West Mall",Toronto,ON,Canada,43.639707,-79.563077,0.8,range_interpolation,1205,"Eva Rd",,,Etobicoke,ON,,M9C,CA,"CanVec+ by Natural Resources Canada"
"169 Kennard Ave","Bathurst Manor",Toronto,ON,Canada,43.759786,-79.46168,1,rooftop,169,"Kennard Ave",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"518 - 1060 Sheppard Ave W","York University Heights",Toronto,ON,Canada,43.756448,-79.435498,0.88,nearest_rooftop_match,500,"Sheppard Ave W",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"21 Cambridge Avenue","Playter Estates Danforth",Toronto,ON,Canada,43.676518,-79.359986,1,rooftop,21,"Cambridge Ave",,,Toronto,ON,,M4K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48d Crawford St",Niagara,Toronto,ON,Canada,43.642757,-79.414423,1,rooftop,48,"Crawford St",,,Toronto,ON,,M6J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"503 - 75 Dalhousie St","Church Yonge Corridor",Toronto,ON,Canada,43.655627,-79.375858,0.9,nearest_rooftop_match,75,"Dalhousie St",,,Toronto,ON,,M5B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2114 - 158 Front Street","Moss Park",Toronto,ON,Canada,43.650304,-79.368781,0.9,nearest_rooftop_match,156,"Front St E",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2405 - 36 Zorra St","Islington City Centre West",Toronto,ON,Canada,43.619778,-79.521779,0.8,nearest_rooftop_match,36,"Zorra St",,,Etobicoke,ON,,M8Z,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"818 - 1 Bedford Rd",Yorkville,Toronto,ON,Canada,43.668551,-79.397124,0.9,nearest_rooftop_match,1,"Bedford Rd",,,Toronto,ON,,M5R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"69 Laing Street","Greenwood Coxwell",Toronto,ON,Canada,43.663451,-79.3269,1,rooftop,69,"Laing St",,,Toronto,ON,,M4L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"919 - 38 Joe Shuster Way","South Parkdale",Toronto,ON,Canada,43.640417,-79.424649,0.9,nearest_rooftop_match,38,"Joe Shuster Way",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"303 - 18 Pemberton Ave","Newtonbrook East",Toronto,ON,Canada,43.781492,-79.413051,0.8,nearest_rooftop_match,18,"Pemberton Ave",,,"North York",ON,,M2M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"906 - 47 Mutual St","Church Yonge Corridor",Toronto,ON,Canada,43.654927,-79.374681,0.9,nearest_rooftop_match,47,"Mutual St",,,Toronto,ON,,M5B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3909 - 11 Wellesley St W","Bay Street Corridor",Toronto,ON,Canada,43.664526,-79.385583,0.9,nearest_rooftop_match,11,"Wellesley St W",,,Toronto,ON,,M4Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1401 - 55 Charles St E","Church Yonge Corridor",Toronto,ON,Canada,43.668965,-79.383546,0.9,nearest_rooftop_match,55,"Charles St E",,,Toronto,ON,,M4Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"425 Cranbrooke Avenue","Bedford Park Nortown",Toronto,ON,Canada,43.725527,-79.419632,1,rooftop,425,"Cranbrooke Ave",,,"North York",ON,,M5M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"905 - 10 Dean Park Road",Rouge,Toronto,ON,Canada,43.804217,-79.168775,0.8,range_interpolation,905,"Dean Park Rd",,,Scarborough,ON,,M1B,CA,"CanVec+ by Natural Resources Canada"
"18 - 73 Driftwood Ave","Glenfield Jane Heights",Toronto,ON,Canada,43.940271,-79.468319,0.85,nearest_rooftop_match,12,"Driftwood Ct",,,"Richmond Hill",ON,,L4E,CA,"City of Markham (York Region Open Data Licence Contains public sector information made available under The Regional Municipality of York's Open Data Licence)"
"76 Dalegrove Cres","Eringate Centennial West Deane",Toronto,ON,Canada,43.672816,-79.566661,0.9,range_interpolation,76,"Dalegrove Cres",,,Etobicoke,ON,,M9B,CA,"CanVec+ by Natural Resources Canada"
"S319 - 120 Bayview Ave","Waterfront Communities East",Toronto,ON,Canada,43.74281,-79.383272,0.7,street_center,,"Bayview Ave",,,"North York",ON,,M2L,CA,"CanVec+ by Natural Resources Canada"
"4610 - 138 Downes Street","Waterfront Communities East",Toronto,ON,Canada,43.644513,-79.370966,0.9,nearest_rooftop_match,138,"Downes St",,,Toronto,ON,,M5E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"903 - 1103 Leslie St","Banbury Don Mills",Toronto,ON,Canada,43.720267,-79.347933,0.9,nearest_rooftop_match,1103,"Leslie St",,,"North York",ON,,M3C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"15 Wantanopa Crescent",Woburn,Toronto,ON,Canada,43.765039,-79.233239,0.9,rooftop,15,"Wantanopa Cres",,,Scarborough,ON,,M1H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"28 Wuthering Heights Road","West Rouge",Toronto,ON,Canada,43.782178,-79.129475,0.9,rooftop,28,"Wuthering Heights Rd",,,Scarborough,ON,,M1C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"458 Donlands Ave","Old East York",Toronto,ON,Canada,43.695206,-79.343583,1,rooftop,458,"Donlands Ave",,,"East York",ON,,M4J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"601 - 115 Antibes Dr","Westminister Branson",Toronto,ON,Canada,43.779571,-79.445886,0.8,nearest_rooftop_match,115,"Antibes Dr",,,"North York",ON,,M2R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1310 - 55 Ontario St","Moss Park",Toronto,ON,Canada,43.6535,-79.366255,0.9,nearest_rooftop_match,55,"Ontario St",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1104 - 270 Dufferin St","South Parkdale",Toronto,ON,Canada,43.638483,-79.427467,0.9,nearest_rooftop_match,270,"Dufferin St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Lph14 - 270 Dufferin St","South Parkdale",Toronto,ON,Canada,43.638483,-79.427467,1,rooftop,270,"Dufferin St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"206 Brandon Ave","Dovercourt Wallace Emerson Junction",Toronto,ON,Canada,43.668907,-79.447512,1,rooftop,206,"Brandon Ave",,,Toronto,ON,,M6H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1103 - 123 Portland Street","Waterfront Communities West",Toronto,ON,Canada,43.646104,-79.400477,0.9,nearest_rooftop_match,123,"Portland St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"105 Gilroy Dr","Dorset Park",Toronto,ON,Canada,43.763739,-79.281836,0.9,rooftop,105,"Gilroy Dr",,,Scarborough,ON,,M1P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"311 Holmes Avenue","Willowdale East",Toronto,ON,Canada,43.782536,-79.392457,0.9,rooftop,311,"Holmes Ave",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"608 - 68 Merton St","Mount Pleasant West",Toronto,ON,Canada,43.696825,-79.39399,0.9,nearest_rooftop_match,68,"Merton St",,,Toronto,ON,,M4S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"74 Natal Ave","Birchcliffe Cliffside",Toronto,ON,Canada,43.712217,-79.253922,0.9,rooftop,74,"Natal Ave",,,Scarborough,ON,,M1N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"5 - 369 Albany Avenue","Casa Loma",Toronto,ON,Canada,43.676334,-79.414275,0.9,nearest_rooftop_match,369,"Albany Ave",,,Toronto,ON,,M5R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"24 Masseygrove Cres","Mount Olive Silverstone Jamestown",Toronto,ON,Canada,43.737169,-79.582814,0.9,range_interpolation,24,"Masseygrove Cres",,,Etobicoke,ON,,M9V,CA,"CanVec+ by Natural Resources Canada"
"70 Don River Boulevard","Lansing Westgate",Toronto,ON,Canada,43.758226,-79.433172,0.9,rooftop,70,"Don River Blvd",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"204 - 123 Portland Street","Waterfront Communities West",Toronto,ON,Canada,43.646104,-79.400477,0.9,nearest_rooftop_match,123,"Portland St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1811 - 100 Quebec Ave","High Park North",Toronto,ON,Canada,43.655658,-79.46824,0.9,nearest_rooftop_match,100,"Quebec Ave",,,Toronto,ON,,M6P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1803 - 100 Harrison Garden Blvd","Willowdale East",Toronto,ON,Canada,43.756982,-79.4044,0.8,nearest_rooftop_match,100,"Harrison Garden Blvd",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3503 - 290 Adelaide St W","Waterfront Communities West",Toronto,ON,Canada,43.647816,-79.391122,0.9,nearest_rooftop_match,290,"Adelaide St W",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"322 - 500 Richmond St W","Waterfront Communities West",Toronto,ON,Canada,43.647616,-79.399165,0.9,nearest_rooftop_match,500,"Richmond St W",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"219 - 365 Beech Ave","The Beaches",Toronto,ON,Canada,43.680037,-79.29045,0.9,nearest_rooftop_match,365,"Beech Ave",,,Toronto,ON,,M4E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"10 Yonge St 1001","Waterfront Communities West",Toronto,ON,Canada,43.642491,-79.375449,1,rooftop,10,"Yonge St",,1001,Toronto,ON,,M5E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"5 - 40 Mendelssohn Street W","Clairlea Birchmount",Toronto,ON,Canada,43.71555,-79.281694,0.8,nearest_rooftop_match,40,"Mendelssohn St",,,Scarborough,ON,,M1L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"59 Covewood St","Bayview Woods Steeles",Toronto,ON,Canada,43.804171,-79.387861,0.9,rooftop,59,"Covewood St",,,"North York",ON,,M2M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"704 - 25 Neighbourhood Lane","Stonegate Queensway",Toronto,ON,Canada,43.638218,-79.489363,0.8,nearest_rooftop_match,25,"Neighbourhood Ln",,,Etobicoke,ON,,M8Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"804 - 2045 Lake Shore Blvd W",Mimico,Toronto,ON,Canada,43.6315,-79.474516,0.8,nearest_rooftop_match,2045,"Lake Shore Blvd W",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48 - 651f Warden Avenue","Clairlea Birchmount",Toronto,ON,Canada,43.731911,-79.28929,0.7,street_center,,"Warden Ave",,,Scarborough,ON,,M1L,CA,"CanVec+ by Natural Resources Canada"
"94 Meighen Ave","O'connor Parkview",Toronto,ON,Canada,43.703012,-79.296084,1,rooftop,94,"Meighen Ave",,,"East York",ON,,M4B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"61 Dane Ave","Yorkdale Glen Park",Toronto,ON,Canada,43.7172,-79.449548,1,rooftop,61,"Dane Ave",,,"North York",ON,,M6A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"600 Queens Quay W Sph22","Waterfront Communities West",Toronto,ON,Canada,43.636856,-79.397245,1,rooftop,600,"Queens Quay W",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1101 - 100 Hayden St","Church Yonge Corridor",Toronto,ON,Canada,43.670504,-79.381661,0.9,nearest_rooftop_match,100,"Hayden St",,,Toronto,ON,,M4Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"305 - 125 Redpath Ave","Mount Pleasant West",Toronto,ON,Canada,43.707523,-79.392402,0.9,nearest_rooftop_match,125,"Redpath Ave",,,Toronto,ON,,M4S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"70 Oriole Road","Yonge St. Clair",Toronto,ON,Canada,43.689811,-79.401305,1,rooftop,70,"Oriole Rd",,,Toronto,ON,,M4V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"759 Wilson Heights Blvd","Bathurst Manor",Toronto,ON,Canada,43.760363,-79.463893,1,rooftop,759,"Wilson Heights Blvd",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3408 - 50 Town Centre Crt",Bendale,Toronto,ON,Canada,43.740833,-79.489167,0.65,nearest_rooftop_match,50,"Diana Dr",,,"North York",ON,,M3M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"326 - 38 Monte Kwinter Crt","Clanton Park",Toronto,ON,Canada,43.733592,-79.448826,0.9,nearest_rooftop_match,38,"Monte Kwinter Ct",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"301 - 30 Hayden St","Church Yonge Corridor",Toronto,ON,Canada,43.66987,-79.385006,0.9,nearest_rooftop_match,30,"Hayden St",,,Toronto,ON,,M4W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Ph14 - 1060 Sheppard Ave W","York University Heights",Toronto,ON,Canada,43.750492,-79.464045,0.9,rooftop,1060,"Sheppard Ave W",,,"North York",ON,,M3J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"412 - 17 Zorra St","Islington City Centre West",Toronto,ON,Canada,43.621925,-79.522357,0.75,range_interpolation,412,"Zorra St",,,Etobicoke,ON,,M8Z,CA,"CanVec+ by Natural Resources Canada"
