"Street address",City,State,"Zip/Postal Code",Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2316 Prince Albert St"," Vancouver",BC,V5T3W5,Canada,49.264002,-123.086872,1,rooftop,2316,"Prince Albert St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2729 Ward St"," Vancouver",BC,V5R4S6,Canada,49.23942,-123.049016,0.9,nearest_rooftop_match,2728,"Ward St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1055 W 57th Ave"," Vancouver",BC,V6P1S6,Canada,49.219579,-123.130073,1,rooftop,1055,"W 57th Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1274 Barclay St #107"," Vancouver",BC,V6E1H3,Canada,49.285107,-123.130595,1,rooftop,1274,"Barclay St",#,107,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4627 W 15th Ave"," Vancouver",BC,V6R3B5,Canada,49.259608,-123.21319,1,rooftop,4627,"W 15th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"888 E 12th Ave"," Vancouver",BC,V5T2J2,Canada,49.25942,-123.085662,1,rooftop,888,"E 12th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1003 Burnaby St #1005"," Vancouver",BC,V6E4R7,Canada,49.278791,-123.130299,1,rooftop,1003,"Burnaby St",#,1005,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1487 Minto Cres"," Vancouver",BC,V6H2J6,Canada,49.24305,-123.138757,1,rooftop,1487,"Minto Cres",,,Vancouver,BC,,V6H,CA,Province
"1625 Hornby St #1202"," Vancouver",BC,V6Z2M2,Canada,49.27511,-123.133774,1,rooftop,1625,"Hornby St",#,1202,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1290 E 48th Ave"," Vancouver",BC,V5W2E7,Canada,49.225929,-123.080296,1,rooftop,1290,"E 48th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1315 Cardero St #604"," Vancouver",BC,V6G2J2,Canada,49.284113,-123.140719,1,rooftop,1315,"Cardero St",#,604,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5808 Crown St"," Vancouver",BC,V6N2B7,Canada,49.233799,-123.193358,1,rooftop,5808,"Crown St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2095 Beach Ave #503"," Vancouver",BC,V6G1Z3,Canada,49.290514,-123.145319,1,rooftop,2095,"Beach Ave",#,503,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6038 Marguerite St"," Vancouver",BC,V6M3L1,Canada,49.231293,-123.14444,1,rooftop,6038,"Marguerite St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1238 Melville St #2601"," Vancouver",BC,V6E4N2,Canada,49.288222,-123.125361,1,rooftop,1238,"Melville St",#,2601,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4650 NW Marine Dr"," Vancouver",BC,V6R1B9,Canada,49.275009,-123.213294,1,rooftop,4650,"NW Marine Dr",,,Vancouver,BC,,V6R,CA,Province
"758 E 60th Ave #1"," Vancouver",BC,V5X2A4,Canada,49.21538,-123.089055,1,rooftop,758,"E 60th Ave",#,1,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1199 Marinaside Cres"," Vancouver",BC,V6Z2Y2,Canada,49.273129,-123.120638,0.9,nearest_rooftop_match,1201,"Marinaside Cres",,,Vancouver,BC,,V6Z,CA,Province
"1789 E 63rd Ave"," Vancouver",BC,V5P2L9,Canada,49.213103,-123.069362,1,rooftop,1789,"E 63rd Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3641 W 29th Ave #201"," Vancouver",BC,V6S1T5,Canada,49.24639,-123.185903,1,rooftop,3641,"W 29th Ave",#,201,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6975 Prescott St"," Vancouver",BC,V6N1N2,Canada,49.222857,-123.17812,1,rooftop,6975,"Prescott St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5212 Maple St"," Vancouver",BC,V6M3T5,Canada,49.238864,-123.151651,1,rooftop,5212,"Maple St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1425 E 27th Ave"," Vancouver",BC,V5N2W5,Canada,49.246091,-123.075387,0.9,nearest_rooftop_match,1426,"E 27th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1861 Beach Ave #5"," Vancouver",BC,V6G1Z1,Canada,49.288355,-123.142148,1,rooftop,1861,"Beach Ave",#,5,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3256 Georgia St E"," Vancouver",BC,V5K2L3,Canada,49.278011,-123.034836,1,rooftop,3256,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1445 Marpole Ave #508"," Vancouver",BC,V6H1S5,Canada,49.257539,-123.138386,1,rooftop,1445,"Marpole Ave",#,508,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"688 W 6th Ave"," Vancouver",BC,V5Z1A3,Canada,49.265627,-123.120135,0.89,nearest_rooftop_match,700,"W 6th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1728 Cypress St"," Vancouver",BC,V6J4W2,Canada,49.270202,-123.148145,0.9,nearest_rooftop_match,1731,"Cypress St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1511 Barclay St"," Vancouver",BC,V6G1J8,Canada,49.287638,-123.133308,1,rooftop,1511,"Barclay St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2959 W 16th Ave"," Vancouver",BC,V6K3C7,Canada,49.258061,-123.171668,1,rooftop,2959,"W 16th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1133 Cypress St"," Vancouver",BC,V6J3K8,Canada,49.275969,-123.147889,1,rooftop,1133,"Cypress St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1603 Matthews Ave"," Vancouver",BC,V6J2T1,Canada,49.253184,-123.141679,1,rooftop,1603,"Matthews Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1349 E 14th Ave"," Vancouver",BC,V5N2C7,Canada,49.258053,-123.076418,1,rooftop,1349,"E 14th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4390 Kaslo St"," Vancouver",BC,V5R2B7,Canada,49.245353,-123.046751,1,rooftop,4390,"Kaslo St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3941 W 33rd Ave"," Vancouver",BC,V6N2H7,Canada,49.242655,-123.19211,1,rooftop,3941,"W 33rd Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4655 Rupert St"," Vancouver",BC,V5R2J4,Canada,49.243016,-123.035931,1,rooftop,4655,"Rupert St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1790 Bayshore Dr PENTHOUSE 3"," Vancouver",BC,V6G3G5,Canada,49.292365,-123.132616,0.82,nearest_rooftop_match,1710,"Bayshore Dr",,,Vancouver,BC,,V6G,CA,Province
"830 E 14th Ave"," Vancouver",BC,V5T2N6,Canada,49.25763,-123.086523,1,rooftop,830,"E 14th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2232 Renfrew St #1"," Vancouver",BC,V5M3J7,Canada,49.264445,-123.043814,1,rooftop,2232,"Renfrew St",#,1,Vancouver,BC,,V5M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1350 W 32nd Ave"," Vancouver",BC,V6H2J3,Canada,49.243717,-123.136418,1,rooftop,1350,"W 32nd Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"827 E 16th Ave"," Vancouver",BC,V5T2V7,Canada,49.256569,-123.086848,1,rooftop,827,"E 16th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2408 W 22nd Ave"," Vancouver",BC,V6L1L9,Canada,49.25243,-123.160486,1,rooftop,2408,"W 22nd Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3428 Adanac St #13"," Vancouver",BC,V5K5H5,Canada,49.2768,-123.030082,0.89,nearest_rooftop_match,3418,"Adanac St",#,13,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3557 Marshall St"," Vancouver",BC,V5N4S2,Canada,49.252214,-123.063015,1,rooftop,3557,"Marshall St",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1296 W 6th Ave"," Vancouver",BC,V6H1A5,Canada,49.265875,-123.133367,0.88,nearest_rooftop_match,1274,"W 6th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3337 Quesnel Dr"," Vancouver",BC,V6S1Z7,Canada,49.256448,-123.179346,1,rooftop,3337,"Quesnel Dr",,,Vancouver,BC,,V6S,CA,Province
"5189 Cambie St #501"," Vancouver",BC,V5Z0J4,Canada,49.237902,-123.116631,1,rooftop,5189,"Cambie St",#,501,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1712 E 34th Ave"," Vancouver",BC,V5P1A3,Canada,49.239055,-123.070827,1,rooftop,1712,"E 34th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"950 Cambie St #2104"," Vancouver",BC,V6B5X5,Canada,49.27625,-123.117257,1,rooftop,950,"Cambie St",#,2104,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2658 Waterloo St"," Vancouver",BC,V6R3H7,Canada,49.262836,-123.179458,1,rooftop,2658,"Waterloo St",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4955 Somerville St"," Vancouver",BC,V5W3H1,Canada,49.239699,-123.086055,0.9,rooftop,4955,"Somerville St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"233 Robson St #603"," Vancouver",BC,V6B0E8,Canada,49.278324,-123.114214,0.84,nearest_rooftop_match,177,"Robson St",#,603,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5350 Balsam St #503"," Vancouver",BC,V6M4B4,Canada,49.237701,-123.160889,1,rooftop,5350,"Balsam St",#,503,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"950 Bidwell St PENTHOUSE 2"," Vancouver",BC,V6G2J9,Canada,49.288731,-123.136078,1,rooftop,950,"Bidwell St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2817 Clark Dr #201"," Vancouver",BC,V5N3H7,Canada,49.259353,-123.077979,1,rooftop,2817,"Clark Dr",#,201,Vancouver,BC,,V5N,CA,Province
"3204 Coleridge Ave"," Vancouver",BC,V5S3A5,Canada,49.225992,-123.038514,1,rooftop,3204,"Coleridge Ave",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"138 Hastings St E #605"," Vancouver",BC,V6A0E6,Canada,49.281058,-123.101197,1,rooftop,138,"E Hastings St",#,605,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3379 Heather St"," Vancouver",BC,V5Z3K6,Canada,49.255423,-123.120533,1,rooftop,3379,"Heather St",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4347 W 9th Ave"," Vancouver",BC,V6R2C8,Canada,49.264875,-123.204433,1,rooftop,4347,"W 9th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"845 Chilco St #1501"," Vancouver",BC,V6G2R2,Canada,49.292989,-123.139433,1,rooftop,845,"Chilco St",#,1501,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3839 W 35th Ave"," Vancouver",BC,V6N2N8,Canada,49.240746,-123.189258,1,rooftop,3839,"W 35th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2545 Broadway W #216"," Vancouver",BC,V6K2E9,Canada,49.264294,-123.163584,1,rooftop,2545,"W Broadway",#,216,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4586 W 8th Ave"," Vancouver",BC,V6R2A5,Canada,49.265369,-123.211463,1,rooftop,4586,"W 8th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"150 Cordova St E #903"," Vancouver",BC,V6A0E7,Canada,49.282046,-123.100519,1,rooftop,150,"E Cordova St",#,903,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3315 Knight St"," Vancouver",BC,V5N3K7,Canada,49.255054,-123.076285,1,rooftop,3315,"Knight St",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1077 Cordova St W PENTHOUSE 4201"," Vancouver",BC,V6C2C6,Canada,49.288396,-123.117833,0.89,nearest_rooftop_match,1067,"W Cordova St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"885 Cambie St #2500"," Vancouver",BC,V6B0R6,Canada,49.277518,-123.116547,1,rooftop,885,"Cambie St",#,2500,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1050 Chilco St #606"," Vancouver",BC,V6G2R8,Canada,49.290238,-123.142748,1,rooftop,1050,"Chilco St",#,606,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1222 Victoria Dr"," Vancouver",BC,V5L4H3,Canada,49.273427,-123.065333,1,rooftop,1222,"Victoria Dr",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1066 Hamilton St #205"," Vancouver",BC,V6B2R9,Canada,49.276179,-123.120217,1,rooftop,1066,"Hamilton St",#,205,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3644 E 28th Ave #3"," Vancouver",BC,V5R1T7,Canada,49.245106,-123.024899,1,rooftop,3644,"E 28th Ave",#,3,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2549 E Kent Ave N"," Vancouver",BC,V5S2H7,Canada,49.206175,-123.055214,1,rooftop,2549,"E Kent Ave N",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1777 Bayshore Dr PENTHOUSE 2"," Vancouver",BC,V6G3H2,Canada,49.292959,-123.132023,0.84,nearest_rooftop_match,1717,"Bayshore Dr",,,Vancouver,BC,,V6G,CA,Province
"1895 E 39th Ave"," Vancouver",BC,V5P1H5,Canada,49.234713,-123.067314,1,rooftop,1895,"E 39th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3123 W 27th Ave"," Vancouver",BC,V6L1W6,Canada,49.248277,-123.174557,1,rooftop,3123,"W 27th Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"183 Keefer Pl #904"," Vancouver",BC,V6B6B9,Canada,49.280356,-123.10826,0.9,nearest_rooftop_match,181,"Keefer Pl",#,904,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2811 W 12th Ave"," Vancouver",BC,V6K2R1,Canada,49.261638,-123.168606,1,rooftop,2811,"W 12th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3364 Marquette Cres #439"," Vancouver",BC,V5S4K4,Canada,49.212937,-123.031175,0.78,nearest_rooftop_match,3381,"Marquette Cres",#,439,Vancouver,BC,,V5S,CA,Province
"6262 Angus Dr"," Vancouver",BC,V6M3P3,Canada,49.229273,-123.147476,1,rooftop,6262,"Angus Dr",,,Vancouver,BC,,V6M,CA,Province
"625 E 44th Ave"," Vancouver",BC,V5W1W4,Canada,49.230373,-123.092097,1,rooftop,625,"E 44th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3588 Sawmill Cres #101"," Vancouver",BC,V5S0E3,Canada,49.206218,-123.02787,0.9,nearest_rooftop_match,3585,"Sawmill Cres",#,101,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1128 Quebec St #1806"," Vancouver",BC,V6A4E1,Canada,49.274651,-123.101142,1,rooftop,1128,"Quebec St",#,1806,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1386 W 73rd Ave #102"," Vancouver",BC,V6P3E8,Canada,49.204706,-123.137817,1,rooftop,1386,"W 73rd Ave",#,102,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5058 Joyce St #1208"," Vancouver",BC,V5R0J9,Canada,49.238596,-123.031047,1,rooftop,5058,"Joyce St",#,1208,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6926 Blenheim St"," Vancouver",BC,V6N1R9,Canada,49.223172,-123.178516,1,rooftop,6926,"Blenheim St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1188 Howe St #2303"," Vancouver",BC,V6Z2S8,Canada,49.278315,-123.12697,0.9,nearest_rooftop_match,1189,"Howe St",#,2303,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1230 Comox St #303"," Vancouver",BC,V6E1K7,Canada,49.283365,-123.13222,1,rooftop,1230,"Comox St",#,303,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"983 Hastings St E #202"," Vancouver",BC,V6A1P2,Canada,49.28134,-123.084033,0.86,nearest_rooftop_match,947,"E Hastings St",#,202,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1850 Comox St #1206"," Vancouver",BC,V6G1R3,Canada,49.288968,-123.140776,1,rooftop,1850,"Comox St",#,1206,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1649 W 69th Ave"," Vancouver",BC,V6P2W7,Canada,49.209824,-123.145369,1,rooftop,1649,"W 69th Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2365 W 3rd Ave #301"," Vancouver",BC,V6K1L6,Canada,49.269357,-123.159169,1,rooftop,2365,"W 3rd Ave",#,301,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1328 W Pender St #2807"," Vancouver",BC,V6E4S9,Canada,49.289067,-123.126664,1,rooftop,1328,"W Pender St",#,2807,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1075 W 13th Ave #203"," Vancouver",BC,V6H1N1,Canada,49.25993,-123.128457,1,rooftop,1075,"W 13th Ave",#,203,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"328 Semlin Dr"," Vancouver",BC,V5L0A6,Canada,49.281704,-123.063998,0.8,nearest_rooftop_match,323,"Semlin Dr",,,Vancouver,BC,,V5L,CA,Province
"4535 W 1st Ave"," Vancouver",BC,V6R1H7,Canada,49.272378,-123.209913,1,rooftop,4535,"W 1st Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2018 E 6th Ave"," Vancouver",BC,V5N1P1,Canada,49.264772,-123.06343,0.9,nearest_rooftop_match,2020,"E 6th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3576 Georgia St E"," Vancouver",BC,V5K2L8,Canada,49.278003,-123.026556,1,rooftop,3576,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"155 E 23rd Ave"," Vancouver",BC,V5V1X1,Canada,49.250457,-123.102081,1,rooftop,155,"E 23rd Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1450 Pennyfarthing Dr #1003"," Vancouver",BC,V6J4X8,Canada,49.272062,-123.141305,1,rooftop,1450,"Pennyfarthing Dr",#,1003,Vancouver,BC,,V6J,CA,Province
"1530 W 8th Ave #805"," Vancouver",BC,V6J5M6,Canada,49.264277,-123.139811,1,rooftop,1530,"W 8th Ave",#,805,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4502 Nanaimo St"," Vancouver",BC,V5N5J4,Canada,49.244476,-123.056264,0.9,rooftop,4502,"Nanaimo St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1318 W 6th Ave #201"," Vancouver",BC,V6H1A7,Canada,49.26586,-123.134113,1,rooftop,1318,"W 6th Ave",#,201,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2767 W 21st Ave"," Vancouver",BC,V6L1K4,Canada,49.253915,-123.166853,1,rooftop,2767,"W 21st Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3132 Maple St"," Vancouver",BC,V6J4X3,Canada,49.257641,-123.15101,0.9,nearest_rooftop_match,3135,"Maple St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1500 Howe St #2304"," Vancouver",BC,V6Z2N1,Canada,49.274171,-123.132003,1,rooftop,1500,"Howe St",#,2304,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1344 Laburnum St"," Vancouver",BC,V6J3W3,Canada,49.274001,-123.151118,1,rooftop,1344,"Laburnum St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3513 Triumph St"," Vancouver",BC,V5K1S5,Canada,49.28412,-123.027764,0.9,nearest_rooftop_match,3515,"Triumph St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
