Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
937,riley park,968,2 128 w woodstock avenue,49.233549,-123.108796,POINT (-2499595.900635887 6363850.006911913),2090000,3,2,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,6,43,92,5,1,0,0
938,riley park,975,2 351 e 38th avenue,49.23653,-123.098221,POINT (-2498681.062885488 6363670.244254715),2299000,3,4,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,11,58,184,10,1,0,0
939,riley park,987,36 e 37th avenue,49.237049,-123.104738,POINT (-2499080.18788929 6364021.386003273),2090000,4,3,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,11,48,126,10,1,0,0
940,riley park,991,51 e 27th avenue,49.247524,-123.104159,POINT (-2498309.475491451 6365063.551692947),2498000,3,4,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,50,91,163,10,38,0,2
941,riley park,994,142 e 27th avenue,49.247028,-123.102357,POINT (-2498223.78803534 6364930.508737192),2689000,5,3,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,54,96,174,11,41,0,2
942,riley park,1025,360 e 24th avenue,49.24911,-123.09743,POINT (-2497749.245075992 6364917.518684271),2098000,1,1,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,38,129,220,10,28,0,0
943,riley park,1048,46 w king edward avenue,49.24855,-123.106148,POINT (-2498370.604805085 6365259.220302215),1699900,3,3,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,5,84,183,5,0,0,0
944,riley park,1051,4907 walden street,49.240342,-123.100534,POINT (-2498569.230888165 6364164.995196336),1899000,3,2,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,18,72,161,11,7,0,0
945,riley park,1063,455 1483 e king edward avenue,49.248458,-123.09522,POINT (-2497647.201697406 6364749.914992164),618000,1,1,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,5,118,212,4,1,0,0
946,riley park,1064,305 222 e 30th avenue,49.24304,-123.100965,POINT (-2498409.494079771 6364459.972003003),699000,1,1,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,35,82,164,9,24,0,2
947,riley park,1105,203 3368 main street,49.255195,-123.100884,POINT (-2497554.694652078 6365696.267437072),1049000,3,2,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,46,154,274,9,34,1,2
948,riley park,1107,305 188 e 32nd avenue,49.2418,-123.10183,POINT (-2498553.922730392 6364373.040195313),739000,1,1,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,28,81,154,12,15,0,1
949,riley park,1113,104 5089 quebec street,49.239403,-123.103206,POINT (-2498813.341844921 6364191.449608303),1399800,3,2,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,14,63,127,10,4,0,0
950,riley park,1135,3205 carolina street,49.2562,-123.092081,POINT (-2496896.668480351 6365396.172901502),1699000,3,3,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,25,96,273,11,13,1,0
951,riley park,1212,216 455 e 16th avenue,49.256334,-123.100145,POINT (-2497425.755595338 6365778.653364132),1449900,3,2,3276,655,229,46,566,113,2481,496,5120,4940,2005,3635,1320,935,5840,6700,2620,3890,1360,1360,5,riley park,6.102006375,7.21074304,91,2,71,3,46,148,284,10,33,1,2
952,shaughnessy,5,3823 cypress st,49.25175,-123.149196,POINT (-2501021.14295054 6367556.378140721),23999000,8,12,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,35,115,8,0,0,0
953,shaughnessy,23,1599 angus dr,49.254756,-123.141274,POINT (-2500281.971069715 6367500.095466027),21800000,8,9,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,9,54,158,8,1,0,0
954,shaughnessy,39,1626 avondale ave,49.236718,-123.141853,POINT (-2501582.561017261 6365686.894161854),14980000,5,8,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,17,31,77,13,4,0,0
955,shaughnessy,46,2023 w 36th ave,49.23888,-123.152567,POINT (-2502146.837769436 6366398.265162888),7500000,6,8,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,17,76,125,9,7,1,0
956,shaughnessy,50,1527 angus dr,49.254874,-123.140051,POINT (-2500192.074063311 6367456.122835335),8890000,5,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,16,67,172,9,6,0,1
957,shaughnessy,58,1483 king edward ave e #1056,49.249844,-123.138278,POINT (-2500425.592166083 6366861.936937216),899900,2,2,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,13,30,93,13,0,0,0
958,shaughnessy,106,3290 cypress st,49.256513,-123.148065,POINT (-2500612.345990957 6367990.295883113),5498000,4,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,4,61,205,4,0,0,0
959,shaughnessy,108,4900 cartier st #306,49.240721,-123.136482,POINT (-2500943.825599395 6365849.188795893),3298000,2,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,33,82,8,0,0,0
960,shaughnessy,129,1667 w 40th ave,49.236008,-123.143513,POINT (-2501743.104310261 6365690.518432761),8280000,4,5,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,14,33,103,10,4,0,0
961,shaughnessy,188,1987 w 35th ave,49.240294,-123.151083,POINT (-2501948.787291345 6366474.483537016),6888000,6,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,5,61,128,4,0,1,0
962,shaughnessy,247,1510 w 33rd ave,49.241565,-123.139727,POINT (-2501101.499709595 6366083.897663499),6880000,6,10,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,10,33,63,10,0,0,0
963,shaughnessy,265,3707 hudson st,49.252101,-123.134899,POINT (-2500042.113742917 6366937.397287074),7980000,5,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,5,50,153,5,0,0,0
964,shaughnessy,276,1383 w 32nd ave,49.244418,-123.136819,POINT (-2500707.73153464 6366241.708331848),10280000,4,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,25,87,8,0,0,0
965,shaughnessy,280,3835 selkirk st,49.251221,-123.132307,POINT (-2499930.612287203 6366728.96411267),7990000,6,7,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,2,51,137,2,0,0,0
966,shaughnessy,303,1368 minto cres,49.242479,-123.136033,POINT (-2500790.872513414 6366007.939807681),11888000,8,10,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,6,31,93,6,0,0,0
967,shaughnessy,381,1080 wolfe ave,49.254646,-123.129873,POINT (-2499528.56144621 6366966.848701523),9580000,5,5,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,18,51,194,8,9,0,1
968,shaughnessy,389,1726 w 32nd ave,49.243344,-123.144295,POINT (-2501282.089858042 6366474.581010218),6990000,5,5,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,0,24,87,0,0,0,0
969,shaughnessy,407,1375 king edward ave w,49.249817,-123.135915,POINT (-2500269.711185419 6366750.973803188),11998000,4,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,11,38,102,11,0,0,0
970,shaughnessy,410,3998 granville st,49.250458,-123.13867,POINT (-2500408.811845122 6366942.509887488),7980000,4,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,12,33,116,12,0,0,0
971,shaughnessy,412,1591 nanton ave,49.247697,-123.141284,POINT (-2500776.493423452 6366780.632225616),5990000,7,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,12,26,76,12,0,0,0
972,shaughnessy,423,1191 w 40th ave,49.23528,-123.132242,POINT (-2501041.184869043 6365100.004319317),4398000,5,2,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,7,44,86,6,0,0,1
973,shaughnessy,440,1837 matthews ave,49.251583,-123.146601,POINT (-2500859.59105992 6367420.480545919),6298000,6,7,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,4,35,121,4,0,0,0
974,shaughnessy,451,1637 angus dr,49.254735,-123.14173,POINT (-2500313.880544919 6367518.836633507),12988000,12,12,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,7,53,161,6,1,0,0
975,shaughnessy,454,3402 osler st,49.255587,-123.131849,POINT (-2499594.661904001 6367153.285201574),19990000,6,10,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,2,80,202,2,0,0,0
976,shaughnessy,456,1307 w 41st ave,49.234482,-123.135094,POINT (-2501287.504420871 6365149.22105769),4399000,4,2,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,6,48,82,6,0,0,0
977,shaughnessy,457,4575 alexandra st,49.244421,-123.141555,POINT (-2501023.77532179 6366458.921337272),4777000,5,5,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,26,65,8,0,0,0
978,shaughnessy,459,1981 w 19th ave,49.254698,-123.150072,POINT (-2500873.323419085 6367897.138464233),7990000,7,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,13,47,147,12,0,0,1
979,shaughnessy,472,1691 w 41st ave,49.234766,-123.144399,POINT (-2501889.172934359 6365604.42418171),7999800,5,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,40,107,7,1,0,0
980,shaughnessy,482,1178 laurier ave,49.250332,-123.130784,POINT (-2499891.103682667 6366568.560949775),13800000,6,8,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,16,51,115,9,7,0,0
981,shaughnessy,502,1226 w 26th ave,49.247972,-123.132751,POINT (-2500187.502475793 6366417.915867652),2049900,3,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,2,48,89,2,0,0,0
982,shaughnessy,507,1564 w 26th ave,49.248098,-123.140657,POINT (-2500706.575776925 6366792.813756527),5280000,5,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,11,26,72,11,0,0,0
983,shaughnessy,523,5189 connaught dr,49.239228,-123.143001,POINT (-2501483.638581062 6365995.497671827),8800000,6,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,6,31,93,6,0,0,0
984,shaughnessy,554,1790 angus dr,49.252859,-123.14417,POINT (-2500608.020603735 6367439.264630659),13800000,7,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,2,40,150,2,0,0,0
985,shaughnessy,558,1533 balfour ave,49.252171,-123.139996,POINT (-2500377.502615751 6367177.93886509),12980000,7,9,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,10,42,134,10,0,0,0
986,shaughnessy,612,1487 minto cres,49.24305,-123.138757,POINT (-2500932.841479801 6366190.935015583),12888000,6,10,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,9,29,70,9,0,0,0
987,shaughnessy,626,5212 maple st,49.238864,-123.151651,POINT (-2502086.78526054 6366354.661973522),4378000,3,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,13,72,131,9,3,1,0
988,shaughnessy,636,1603 matthews ave,49.253184,-123.141679,POINT (-2500418.98844079 6367358.324810942),19000000,7,8,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,43,141,8,0,0,0
989,shaughnessy,644,1350 w 32nd ave,49.243717,-123.136418,POINT (-2500729.987624471 6366151.844488393),11888000,8,9,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,7,26,90,7,0,0,0
990,shaughnessy,794,3290 cypress street,49.256513,-123.148065,POINT (-2500612.345990957 6367990.295883113),5498000,4,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,4,61,205,4,0,0,0
991,shaughnessy,802,1020 wolfe avenue,49.25248,-123.128293,POINT (-2499574.56110378 6366673.600530492),5990000,9,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,19,51,180,11,8,0,0
992,shaughnessy,822,1987 w 35th avenue,49.240294,-123.151083,POINT (-2501948.787291345 6366474.483537016),6888000,6,6,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,5,61,128,4,0,1,0
993,shaughnessy,835,1638 marpole avenue,49.255328,-123.141728,POINT (-2500272.258755723 6367579.220557787),12990000,5,8,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,9,77,167,8,1,0,0
994,shaughnessy,939,1837 matthews avenue,49.251583,-123.146601,POINT (-2500859.59105992 6367420.480545919),6298000,6,5,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,4,35,121,4,0,0,0
995,shaughnessy,956,36 4900 cartier street,49.240721,-123.136482,POINT (-2500943.825599395 6365849.188795893),2350000,2,3,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,8,33,82,8,0,0,0
996,shaughnessy,1068,3707 hudson street,49.252101,-123.134899,POINT (-2500042.113742917 6366937.397287074),7980000,5,4,1410,282,89,18,373,75,948,190,1315,1345,620,1900,580,915,2010,1830,780,1970,1105,1105,7,shaughnessy,5.545280997,8.115008062,6,1,54,1,5,50,153,5,0,0,0
997,south cambie,51,788 w 19th ave,49.254059,-123.121662,POINT (-2499021.422395871 6366531.116568124),3879000,4,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,5,107,248,2,3,0,0
998,south cambie,140,950 w 17th ave,49.255966,-123.126198,POINT (-2499190.903284457 6366933.244243885),2898000,0,1,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,14,92,257,8,5,0,1
999,south cambie,166,937 w 18th ave,49.255551,-123.125406,POINT (-2499167.051195256 6366854.663989194),2850000,5,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,18,88,239,8,9,0,1
1000,south cambie,242,756 w 22nd ave,49.251345,-123.121503,POINT (-2499200.575631738 6366247.015728408),3998000,4,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,3,93,204,3,0,0,0
1001,south cambie,250,638 w 17th ave,49.255812,-123.118959,POINT (-2498718.388321578 6366586.206634203),2899999,8,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,33,148,253,7,24,0,2
1002,south cambie,375,5650 oak st #208,49.234715,-123.127612,POINT (-2500771.415287523 6364830.342888334),849000,2,2,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,15,38,98,12,1,1,1
1003,south cambie,438,871 w 33rd ave,49.241609,-123.124533,POINT (-2500083.686454821 6365392.6167607),849900,1,1,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,10,45,96,5,4,1,0
1004,south cambie,540,688 w 29th ave,49.244967,-123.120027,POINT (-2499547.955658918 6365528.8784077),4990000,5,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,9,48,121,7,1,1,0
1005,south cambie,651,5189 cambie st #501,49.237902,-123.116631,POINT (-2499815.055876704 6364652.718514094),2088000,3,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,12,33,92,10,2,0,0
1006,south cambie,662,3379 heather st,49.255423,-123.120533,POINT (-2498850.671925223 6366618.566695325),2650000,6,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,5,152,253,2,3,0,0
1007,south cambie,718,585 w 26th avenue,49.247719,-123.117975,POINT (-2499218.514211026 6365715.675064148),2299900,4,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,18,62,136,14,4,0,0
1008,south cambie,719,557 w 26th avenue,49.24771,-123.117467,POINT (-2499185.219433625 6365691.506149295),2199900,4,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,18,61,133,14,4,0,0
1009,south cambie,728,627 w 39th avenue,49.235667,-123.118886,POINT (-2500121.93839476 6364527.939267052),9000000,4,2,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,18,32,87,14,2,2,0
1010,south cambie,763,206 528 w king edward avenue,49.248669,-123.11692,POINT (-2499081.645925241 6365764.294168135),799000,1,1,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,19,62,134,15,4,0,0
1011,south cambie,764,505 3228 tupper street,49.256398,-123.115578,POINT (-2498451.692309876 6366491.252248629),699900,1,1,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,46,144,246,12,31,0,3
1012,south cambie,929,ph2 668 w 16th avenue,49.256719,-123.119065,POINT (-2498662.048877493 6366683.568638441),1258800,2,2,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,30,169,255,10,18,0,2
1013,south cambie,1080,563 w 26th avenue,49.248237,-123.117478,POINT (-2499149.110188432 6365745.766550414),2133900,3,3,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,18,62,135,14,4,0,0
1014,south cambie,1094,756 w 26th avenue,49.247789,-123.121506,POINT (-2499449.415048355 6365884.436369663),1698000,2,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,11,58,126,3,6,1,1
1015,south cambie,1145,3728 heather street,49.252237,-123.119876,POINT (-2499029.571851101 6366263.530853574),3728000,6,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,2,95,228,2,0,0,0
1016,south cambie,1188,950 w 17th avenue,49.255966,-123.126198,POINT (-2499190.903284457 6366933.244243885),2898000,0,2,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,14,92,257,8,5,0,1
1017,south cambie,1193,688 w 29th avenue,49.244967,-123.120027,POINT (-2499547.955658918 6365528.8784077),4990000,5,4,1668,334,94,19,303,61,1271,254,1565,1510,785,1495,530,450,1820,2180,960,1540,600,600,6,south cambie,2.693112989,7.797667637,26,3,34,5,9,48,121,7,1,1,0
1018,strathcona,123,231 e pender st #209,49.280617,-123.098724,POINT (-2495633.905658066 6368190.489054628),478000,1,1,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,81,234,383,24,53,0,4
1019,strathcona,249,730 hawks ave,49.277678,-123.08707,POINT (-2495061.621818706 6367357.962168005),1299000,3,3,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,11,41,178,9,2,0,0
1020,strathcona,261,431 heatley ave,49.280531,-123.089821,POINT (-2495045.866565857 6367774.70314339),1599900,2,3,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,19,66,188,14,5,0,0
1021,strathcona,331,646 union st,49.277229,-123.090532,POINT (-2495324.022281567 6367470.419153224),1690000,4,2,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,9,99,204,7,2,0,0
1022,strathcona,535,548 georgia st e #2,49.278177,-123.092362,POINT (-2495379.902194239 6367650.768290068),1388000,3,2,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,12,149,230,9,3,0,0
1023,strathcona,546,762 e pender st,49.279895,-123.088165,POINT (-2494979.801815978 6367634.139310984),1698000,3,3,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,18,47,181,14,4,0,0
1024,strathcona,553,1133 keefer st,49.279386,-123.080493,POINT (-2494503.401033212 6367231.579265695),1490000,5,2,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,15,44,127,11,4,0,0
1025,strathcona,562,548 georgia st e #1,49.278177,-123.092362,POINT (-2495379.902194239 6367650.768290068),799000,2,2,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,12,149,230,9,3,0,0
1026,strathcona,586,1152 georgia st e,49.277968,-123.08008,POINT (-2494574.887384313 6367068.067449922),2550000,5,4,12000,2400,2777,555,1155,231,8068,1614,4510,1395,410,755,290,140,5015,2345,620,755,240,240,19,strathcona,5.404318387,3.515707003,66,1,89,4,15,45,152,8,7,0,0
