Street,City,Province,Zip,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage
391 Beechgrove Dr #79, Scarborough,ON,M1E2R1,43.776785,-79.172058,"C$599,000",3 bds,3 ba,"1,100 sqft"
77 Magellan Dr, Toronto,ON,M3L1T3,43.736555,-79.508517,"C$855,900",3 bds,1 ba,
70 Byng Ave #6, Toronto,ON,M2N7L9,43.777634,-79.411524,"C$799,000",3 bds,3 ba,
585 Bloor St E #4218, Toronto,ON,M4W0B3,43.671653,-79.371638,"C$1,550,000",3 bds,2 ba,
97 Lawton Blvd #704, Toronto,ON,M4V1Z6,43.693514,-79.396234,"C$549,000",2 bds,1 ba,
44 Waverley Rd, Toronto,ON,M4L3T1,43.667585,-79.300136,"C$2,978,000",5 bds,5 ba,
812 Duplex Ave, Toronto,ON,M4R1W7,43.718239,-79.403956,"C$1,895,000",4 bds,2 ba,
127 Boardwalk Dr, Toronto,ON,M4L3X9,43.666435,-79.305807,"C$2,595,000",4 bds,4 ba,
215 Strathallan Wood, Toronto,ON,M5N1T5,43.712754,-79.421209,"C$10,900,000",4 bds,6 ba,
63 Hammersmith Ave, Toronto,ON,M4E2W3,43.670396,-79.293932,"C$2,989,000",5 bds,6 ba,
990 Dovercourt Rd, Toronto,ON,M6H2X5,43.666907,-79.431852,"C$699,000",3 bds,2 ba,
47 Stephen Dr, Toronto,ON,M8Y3M8,43.632836,-79.485005,"C$849,000",3 bds,1 ba,
415 Wellesley St E, Toronto,ON,M4X1H5,43.668911,-79.364947,"C$1,195,000",4 bds,3 ba,
200 Cumberland St #3802, Toronto,ON,M5R0B7,43.669867,-79.394244,"C$17,800,000",3 bds,4 ba,
30 Forge Dr, Toronto,ON,M3N2R3,43.759536,-79.513985,"C$849,999",5 bds,2 ba,
4 Tredvalley Grve, Toronto,ON,M1C3J4,43.776477,-79.148234,"C$2,388,000",5 bds,5 ba,
83 Lillian St #15, Toronto,ON,M4S2H7,43.706583,-79.393516,"C$899,000",2 bds,2 ba,
168 Pinewood Ave, Toronto,ON,M6C2V5,43.688172,-79.427079,"C$1,529,000",3 bds,2 ba,
101 Charles St E #4202, Toronto,ON,M4Y0A9,43.669643,-79.380555,"C$875,000",2 bds,1 ba,
127 Bellwoods Ave, Toronto,ON,M6J2P6,43.64966,-79.41204,"C$1,799,900",4 bds,2 ba,
9 Bogert Ave #2801, Toronto,ON,M2N0H3,43.760385,-79.411435,"C$728,000",2 bds,2 ba,
65 Mutual St #3004, Toronto,ON,M5H2A9,43.655802,-79.374984,"C$899,000",3 bds,2 ba,
195 Redpath Ave #3307, Toronto,ON,M4P0E4,43.7101,-79.393425,"C$399,000",Studio,1 ba,
28 Rosebank Dr #1009, Toronto,ON,M1B5Z1,43.792518,-79.235348,"C$799,000",5 bds,3 ba,
36 Lisgar St #708W, Toronto,ON,M6J0C7,43.641739,-79.423316,"C$399,900",2 bds,1 ba,
5444 Yonge St #108, Toronto,ON,M2N6J4,43.776373,-79.415758,"C$1,898,000",3 bds,3 ba,
2053 Gerrard St E, Toronto,ON,M4E2B4,43.68208,-79.307469,"C$999,900",4 bds,2 ba,
64 Marion St, Toronto,ON,M6R1E7,43.642017,-79.443304,"C$1,599,000",6 bds,2 ba,
248 Garden Ave, Toronto,ON,M6R1J3,43.6432,-79.450769,"C$1,149,000",6 bds,4 ba,
6 Croft St, Toronto,ON,M5S2N8,43.657306,-79.406124,"C$1,949,000",4 bds,3 ba,
236 Browning Ave, Toronto,ON,M4K1X2,43.683222,-79.34711,"C$1,649,000",4 bds,2 ba,
6 Creekwood Dr, Toronto,ON,M1E4L7,43.785981,-79.215279,"C$1,375,000",4 bds,5 ba,
830 Lawrence Ave W #2207, Toronto,ON,M6A0B6,43.71445,-79.454208,"C$499,900",2 bds,1 ba,
48 Coe Hill Dr, Toronto,ON,M6S3C8,43.639264,-79.469882,"C$1,198,000",5 bds,2 ba,
68 Abell St UNIT 1001, Toronto,ON,M6J0B1,43.642434,-79.424538,"C$698,000",2 bds,2 ba,
301 Prudential Dr #1701, Toronto,ON,M1P4V3,43.749918,-79.268628,"C$325,000",2 bds,1 ba,
2901 Kipling Ave #907, Toronto,ON,M9V5E5,43.758185,-79.588513,"C$549,000",2 bds,2 ba,
341 Military Trl #20, Toronto,ON,M1E4E4,43.786061,-79.212348,"C$549,900",3 bds,2 ba,
29 Glen Stewart Ave, Toronto,ON,M4E1P6,43.678355,-79.295885,"C$1,849,000",3 bds,2 ba,
364 The East Mall #243, Toronto,ON,M9B6C5,43.642465,-79.559589,"C$625,000",3 bds,3 ba,
309 Ranee Ave, Toronto,ON,M6A1N9,43.722361,-79.451974,"C$3,220,000",6 bds,7 ba,
2737 Keele St #402, Toronto,ON,M3M2E9,43.725799,-79.480604,"C$418,888",3 bds,2 ba,
403 Church St #2413, Toronto,ON,M4Y0C9,43.662103,-79.379236,"C$698,000",2 bds,1 ba,
76 Arjay Cres, Toronto,ON,M2L1C7,43.739075,-79.384916,"C$13,995,000",6 bds,10 ba,
147 Cameron Ave, Toronto,ON,M6M1R5,43.689775,-79.471368,"C$799,000",3 bds,2 ba,
78 Cameron Ave, Toronto,ON,M2N1E2,43.75622,-79.415729,"C$2,835,000",3 bds,5 ba,
28 Freeland St #4404, Toronto,ON,M5E1L7,43.643622,-79.373959,"C$10,428,000",2 bds,1 ba,
663 Windermere Ave, Toronto,ON,M6S3M2,43.656998,-79.48273,"C$1,695,000",3 bds,2 ba,
27 Shaftesbury Ave, Toronto,ON,M4T3B3,43.68211,-79.390162,"C$1,899,000",2 bds,3 ba,
1950 Kennedy Rd #706, Toronto,ON,M1P4S9,43.767632,-79.282853,"C$539,000",3 bds,1 ba,
32 Ava Rd, Toronto,ON,M5P1Y4,43.697906,-79.421226,"C$5,995,000",6 bds,6 ba,
5418 Yonge St #901, Toronto,ON,M2N6X4,43.775522,-79.415248,"C$729,000",3 bds,2 ba,
125 Peter St #1301, Toronto,ON,M5V0M2,43.648321,-79.392887,"C$928,900",3 bds,2 ba,
7 Merredin Pl, Toronto,ON,M3B1S7,43.748513,-79.35726,"C$3,880,000",6 bds,6 ba,
564 Pharmacy Ave, Toronto,ON,M1L3G9,43.707103,-79.289985,"C$850,000",4 bds,2 ba,
14 Kildonan Dr, Toronto,ON,M1N3B5,43.687027,-79.266351,"C$2,690,000",5 bds,4 ba,
180 Markham Rd SUITE 707, Toronto,ON,M1M2Z9,43.652934,-79.407872,"C$389,900",1 bd,1 ba,
27 Glen Elm Ave, Toronto,ON,M4T1T9,43.691389,-79.393694,"C$4,999,999",8 bds,7 ba,
20 Cedar Ave E, Toronto,ON,M4E1K2,43.674795,-79.287507,"C$1,699,000",3 bds,4 ba,
4 Daysland Rd, Toronto,ON,M9W4A9,43.718979,-79.56295,"C$998,000",5 bds,3 ba,
59 Arundel Ave, Toronto,ON,M4K3A3,43.679799,-79.351218,"C$1,589,000",2 bds,3 ba,
390 Hopewell Ave #130, Toronto,ON,M6E2S2,43.700641,-79.444449,"C$529,900",2 bds,2 ba,
21 Mayberry Rd, Toronto,ON,M3N2A5,43.741518,-79.518308,"C$650,000",3 bds,2 ba,
30 Fieldway Rd #98, Toronto,ON,M8Z0E3,43.642292,-79.528276,"C$699,900",2 bds,2 ba,
1 Hawthorn Ave, Toronto,ON,M4W2Z1,43.675042,-79.36985,"C$6,600,000",5 bds,4 ba,
15 Sewells Rd #410, Toronto,ON,M1B3V7,43.806694,-79.217112,"C$349,000",2 bds,1 ba,
5 Saint Joseph St #4309, Toronto,ON,M4Y0B6,43.665776,-79.385633,"C$698,000",2 bds,1 ba,
4 Burleigh Heights Dr, Toronto,ON,M2K1Y7,43.779657,-79.390466,"C$3,980,000",5 bds,6 ba,
580 Christie St #807, Toronto,ON,M6G3E3,43.679182,-79.425403,"C$379,000",1 bd,1 ba,
217 Richview Ave, Toronto,ON,M5P3G2,43.695007,-79.421605,"C$7,695,000",6 bds,8 ba,
10 Eva Rd #601, Toronto,ON,M9C0B3,43.641355,-79.562771,"C$680,000",3 bds,2 ba,
80 Old Forest Hill Rd, Toronto,ON,M5P2R5,43.698893,-79.417749,"C$7,995,000",5 bds,5 ba,
34 Green Valley Rd, Toronto,ON,M2P1A6,43.739774,-79.388924,"C$14,995,000",6 bds,8 ba,
56 Rockcliffe Blvd, Toronto,ON,M6N4R5,43.679689,-79.4908,"C$959,900",4 bds,2 ba,
48 Crescent Rd, Toronto,ON,M4W1S9,43.677803,-79.387068,"C$4,450,000",4 bds,5 ba,
816 Lansdowne Ave #216, Toronto,ON,M6H4K6,43.665661,-79.447378,"C$399,000",1 bd,1 ba,
91 Fulwell Cres, Toronto,ON,M3J1Y4,43.750867,-79.50285,"C$999,999",4 bds,3 ba,
225 Christie St, Toronto,ON,M6G3B5,43.669398,-79.420453,"C$1,988,000",4 bds,4 ba,
127 Joicey Blvd, Toronto,ON,M2M2T8,43.736904,-79.416255,"C$5,135,000",5 bds,7 ba,
104 3rd St, Toronto,ON,M8V2X9,43.60352,-79.501782,"C$899,900",3 bds,2 ba,
12 Lark St, Toronto,ON,M4L3M6,43.668319,-79.310823,"C$1,199,900",4 bds,3 ba,
490 Caledonia Rd, Toronto,ON,M6E4V2,43.689821,-79.461148,"C$875,000",3 bds,2 ba,
101 Russell Hill Rd, Toronto,ON,M4V2S9,43.68178,-79.404985,"C$4,425,000",4 bds,4 ba,
47 Cherrylawn Ave, Toronto,ON,M9L2B3,43.752537,-79.559192,"C$899,000",6 bds,2 ba,"1,178 sqft"
23 Cavell Ave, Toronto,ON,M4K1L5,43.676192,-79.344974,"C$2,850,000",5 bds,5 ba,
11 Shorncliffe Ave, Toronto,ON,M4V1S9,43.68559,-79.410873,"C$5,200,000",5 bds,4 ba,
211 Woodycrest Ave, Toronto,ON,M4J3C4,43.687915,-79.344644,"C$2,489,000",5 bds,5 ba,
1 Silvergrove Rd, Toronto,ON,M2L2N5,43.763519,-79.374045,"C$6,295,000",5 bds,7 ba,
43 Edenvale Cres, Toronto,ON,M9A4A5,43.680741,-79.52895,"C$4,745,000",4 bds,4 ba,
3 Everson Dr #637, Toronto,ON,M2N7C2,43.756938,-79.406496,"C$659,000",3 bds,2 ba,
23 Strathdee Dr, Toronto,ON,M9R1A6,43.681424,-79.544171,"C$1,749,888",5 bds,3 ba,
861 Sheppard Ave W #61,Toronto,ON,M3H0E9,43.752102,-79.453675,C$1,3 bds,3 ba,
6 Lankin Blvd, Toronto,ON,M4J4W8,43.692293,-79.328633,"C$1,099,000",4 bds,3 ba,
161 Roehampton Ave #PENTHOUSE 05, Toronto,ON,M4P0C8,43.70876,-79.393794,"C$1,588,000",3 bds,2 ba,
4689 Jane St #503, Toronto,ON,M3N2T6,43.770863,-79.520254,"C$259,900",2 bds,1 ba,
57 Saint Nicholas St, Toronto,ON,M4Y1W6,43.667191,-79.386232,"C$1,889,000",3 bds,4 ba,
173 Dunvegan Rd, Toronto,ON,M5P2P1,43.696803,-79.408729,"C$13,800,000",4 bds,7 ba,
65 Harbour Sq #3306, Toronto,ON,M5J2L4,43.640082,-79.378599,"C$1,349,900",3 bds,2 ba,
353 Driftwood Ave #7, Toronto,ON,M3N2P2,43.768082,-79.512841,"C$550,000",5 bds,3 ba,
1195 The Queensway E #102, Toronto,ON,M8Z0H1,43.621626,-79.522481,"C$399,999",1 bd,1 ba,
66 Cliff St, Toronto,ON,M6N4M1,43.679993,-79.485042,"C$999,900",4 bds,2 ba,
5 Pheasant Ln, Toronto,ON,M9A1T1,43.662472,-79.534898,"C$6,899,000",5 bds,5 ba,
73 Pendrith St, Toronto,ON,M6G1R8,43.666638,-79.422778,"C$1,288,000",3 bds,2 ba,
25 Boustead Ave, Toronto,ON,M6R1Y7,43.653133,-79.452791,"C$1,999,900",5 bds,3 ba,"2,250 sqft"
15 Lenthall Ave, Toronto,ON,M1B2C7,43.797531,-79.238536,"C$950,000",4 bds,4 ba,
127 Queen St E #406, Toronto,ON,M5C1S3,43.653471,-79.373755,"C$484,000",1 bd,1 ba,
295 Adelaide St W #2303, Toronto,ON,M5V0L4,43.647594,-79.390757,"C$599,000",1 bd,1 ba,
5791 Yonge St #PENTHOUSE 205, Toronto,ON,M2M0A8,43.783997,-79.41604,"C$650,000",3 bds,2 ba,
130 Shuter St, Toronto,ON,M5A1V8,43.655956,-79.371864,"C$1,199,000",6 bds,4 ba,
408 Ontario St, Toronto,ON,M5A2W1,43.662083,-79.370042,"C$2,288,800",5 bds,5 ba,
1785 Eglinton Ave E #203, Toronto,ON,M4A2Y6,43.724765,-79.307151,"C$549,000",2 bds,2 ba,
1994 Dufferin St, Toronto,ON,M6E3R2,43.684965,-79.446149,"C$899,999",6 bds,3 ba,
37 Drewry Ave UNIT 9, Toronto,ON,M2M0B4,43.786348,-79.419345,"C$738,000",3 bds,2 ba,
60 Alexandra Wood, Toronto,ON,M5N2S5,43.71411,-79.425653,"C$8,950,000",5 bds,7 ba,
95 Vine Ave, Toronto,ON,M6P1V8,43.66645,-79.468112,"C$1,149,900",4 bds,2 ba,
33 Sheppard Ave E #1800, Toronto,ON,M2N7K1,43.761229,-79.408934,"C$575,000",1 bd,1 ba,
82 York Rd, Toronto,ON,M2L1H8,43.746179,-79.384607,"C$6,289,000",7 bds,7 ba,
2152 Bayview Ave, Toronto,ON,M4N0A4,43.723305,-79.379711,"C$1,328,000",4 bds,3 ba,
585 Bloor St E #521, Toronto,ON,M4W0B3,43.671653,-79.371638,"C$498,888",2 bds,2 ba,
60 Manorglen Cres, Toronto,ON,M1S1W4,43.780125,-79.271026,"C$1,199,000",4 bds,3 ba,
212 Cocksfield Ave, Toronto,ON,M3H3T7,43.753818,-79.454186,"C$999,000",4 bds,2 ba,
99 Broadway Ave #2902, Toronto,ON,M4P0E3,43.710514,-79.393306,"C$588,000",2 bds,2 ba,
5 Pembury Ave, Toronto,ON,M4N3K4,43.725688,-79.381034,"C$4,095,000",5 bds,5 ba,
155 Grenadier Rd, Toronto,ON,M6R1R5,43.648363,-79.45151,"C$3,980,000",5 bds,5 ba,
50 Yorkville Ave #5202, Toronto,ON,M4W0A3,43.671667,-79.389667,"C$18,800,000",4 bds,4 ba,
108 Sandringham Dr, Toronto,ON,M3H1C9,43.746887,-79.420259,"C$14,998,000",6 bds,8 ba,
208 Queens Quay W #511, Toronto,ON,M5J2Y5,43.64009,-79.381499,"C$649,000",3 bds,2 ba,
12 Madison Ave, Toronto,ON,M5R2S1,43.667759,-79.403321,"C$5,450,000",11 bds,3 ba,
32 Roxborough St E, Toronto,ON,M4W1V6,43.678482,-79.387974,"C$6,250,000",6 bds,5 ba,
4 Allen Ave, Toronto,ON,M8V1R8,43.612936,-79.49066,"C$1,198,000",2 bds,2 ba,
58 Masseygrove Cres, Toronto,ON,M9V3C9,43.737847,-79.58269,"C$799,000",4 bds,2 ba,
22 Malamute Cres, Toronto,ON,M1T2C7,43.777993,-79.302685,"C$1,090,000",6 bds,3 ba,
9 Windermere Ave #TOWNHOUSE 94, Toronto,ON,M6S5A4,43.636805,-79.468161,"C$449,000",1 bd,1 ba,
62 Elm Ave, Toronto,ON,M4W1N7,43.67613,-79.375547,"C$5,950,000",6 bds,5 ba,
271 Major St, Toronto,ON,M5S2L5,43.665445,-79.405732,"C$1,995,000",3 bds,4 ba,
194 Clendenan Ave, Toronto,ON,M6P2X2,43.656977,-79.471809,"C$1,499,000",3 bds,3 ba,
297 Oriole Pkwy, Toronto,ON,M5P2H6,43.70077,-79.404051,"C$2,695,000",6 bds,4 ba,
1244 College St, Toronto,ON,M6H1C2,43.651641,-79.438166,"C$1,049,900",4 bds,5 ba,
330 Dixon Rd #2705, Toronto,ON,M9R1S9,43.695777,-79.553152,"C$399,999",2 bds,1 ba,
11 Livonia Pl #18, Toronto,ON,M1E4W5,43.785465,-79.205888,"C$649,900",4 bds,4 ba,
35 Balmuto St #2101, Toronto,ON,M4Y0A3,43.669472,-79.387488,"C$998,000",2 bds,2 ba,
335 Mill Rd #703, Toronto,ON,M9C1Y6,43.639973,-79.584581,"C$450,000",2 bds,2 ba,"1,155 sqft"
66 Loradeen Cres, Toronto,ON,M1B1T8,43.81339,-79.232371,"C$999,950",7 bds,4 ba,
44 Branstone Rd, Toronto,ON,M6E4E4,43.691621,-79.453661,"C$699,000",2 bds,2 ba,
42 Mossbank Dr, Toronto,ON,M1G2C3,43.765598,-79.212505,"C$888,000",4 bds,3 ba,
2 1st Ave, Toronto,ON,M4M1W8,43.664898,-79.351918,"C$1,750,000",3 bds,3 ba,
16 Muskoka Ave, Toronto,ON,M8W1H3,43.59184,-79.532076,"C$2,449,000",8 bds,5 ba,
106 Varna Dr #TOWNHOUSE 10, Toronto,ON,M6A0C8,43.723122,-79.445784,"C$729,000",2 bds,3 ba,
575 Avenue Rd #704, Toronto,ON,M4V2K2,43.688637,-79.401726,"C$398,000",1 bd,1 ba,
8 Swansdown Dr, Toronto,ON,M2L2N1,43.759947,-79.373036,"C$10,499,000",5 bds,10 ba,
15 Holmes Ave #2405, Toronto,ON,M2N4L8,43.777812,-79.413863,"C$388,888",1 bd,1 ba,
10 Avery Ave, Toronto,ON,M9C1K2,43.633967,-79.564557,"C$3,199,000",5 bds,5 ba,
35 Emerald Cres, Toronto,ON,M8V2B3,43.59614,-79.502746,"C$2,499,000",5 bds,6 ba,
3151 Bridletowne Cir #1901, Toronto,ON,M1W2T1,43.797559,-79.319846,"C$599,900",3 bds,2 ba,
590 Briar Hill Ave, Toronto,ON,M5N1M9,43.709509,-79.420538,"C$5,790,000",4 bds,8 ba,
3 Thornhill Ave, Toronto,ON,M6S4C3,43.65734,-79.488801,"C$1,898,000",3 bds,4 ba,
17 Lesmount Ave, Toronto,ON,M4J3V5,43.690336,-79.339941,"C$1,299,000",3 bds,2 ba,
100 Mornelle Ct #1039, Toronto,ON,M1E4X2,43.78722,-79.194677,"C$489,900",3 bds,2 ba,
70 Distillery Ln #1508, Toronto,ON,M5A0E3,43.650118,-79.357935,"C$899,000",2 bds,2 ba,
91 Bedford Rd, Toronto,ON,M5R2K4,43.671488,-79.398264,"C$7,888,000",5 bds,5 ba,
340 Dixon Rd #1508, Toronto,ON,M9R1T1,43.695609,-79.553852,"C$395,000",2 bds,1 ba,
237 McRoberts Ave, Toronto,ON,M6E4P3,43.681676,-79.455673,"C$699,000",4 bds,2 ba,
262 Saint Helens Ave #106, Toronto,ON,M6H4A4,43.656487,-79.443717,"C$799,900",2 bds,2 ba,
241 B Evelyn Ave, Toronto,ON,M6P2Z8,43.662514,-79.475521,"C$2,998,000",6 bds,5 ba,
32 Windsor Rd, Toronto,ON,M9R3G4,43.699963,-79.556916,"C$1,280,000",4 bds,2 ba,
62 Martin Grove Rd, Toronto,ON,M9B4K4,43.643724,-79.547155,"C$3,799,000",4 bds,5 ba,
44 Standish Ave, Toronto,ON,M4W3B1,43.688505,-79.371183,"C$3,395,000",5 bds,5 ba,
25 Ritchie Ave #PENTHOUSE 510, Toronto,ON,M6R2J6,43.652358,-79.450119,"C$2,198,000",4 bds,3 ba,
80 John St #1603, Toronto,ON,M5V3X4,43.646874,-79.390188,"C$1,068,900",2 bds,2 ba,"1,010 sqft"
39 Standish Ave, Toronto,ON,M4W3B2,43.6885,-79.370482,"C$2,395,000",5 bds,4 ba,
77 Glenmore Rd, Toronto,ON,M4L3M2,43.678005,-79.310652,"C$1,399,000",4 bds,3 ba,
30 Northland Ave, Toronto,ON,M6N2C6,43.678734,-79.47552,"C$717,000",2 bds,2 ba,
17 Edilou Dr, Toronto,ON,M8W4B1,43.605996,-79.531532,"C$1,248,000",4 bds,2 ba,
2130 Weston Rd #304, Toronto,ON,M9N3R9,43.702433,-79.524659,"C$369,000",2 bds,1 ba,
186 Phyllis Ave, Toronto,ON,M1M1Y8,43.730854,-79.230523,"C$2,750,000",6 bds,7 ba,
132 Grey Rd, Toronto,ON,M5M4G1,43.731779,-79.423122,"C$2,395,000",3 bds,2 ba,
4645 Jane St #720, Toronto,ON,M3N2K9,43.769446,-79.519808,"C$278,000",1 bd,1 ba,
100 Glenvale Blvd, Toronto,ON,M4G2V9,43.717745,-79.371309,"C$3,848,000",5 bds,5 ba,
319 Betty Ann Dr, Toronto,ON,M2R1B4,43.764741,-79.436434,"C$4,660,000",7 bds,7 ba,
335 Lonsdale Rd #406, Toronto,ON,M5P1R4,43.68827,-79.413549,"C$509,000",2 bds,1 ba,
37 Marjory Ave, Toronto,ON,M4M2Y2,43.667421,-79.336653,"C$1,399,000",4 bds,2 ba,
10 Livonia Pl #149, Toronto,ON,M1E4W6,43.785922,-79.206031,"C$599,000",4 bds,4 ba,
4645 Jane St #818, Toronto,ON,M3N2K9,43.769446,-79.519808,"C$228,800",1 bd,1 ba,
42 Heathview Ave, Toronto,ON,M2K2C1,43.783169,-79.385634,"C$3,799,000",4 bds,3 ba,
561 Arlington Ave, Toronto,ON,M6C3A6,43.694701,-79.434216,"C$2,298,000",3 bds,4 ba,
2088 Lawrence Ave W #603, Toronto,ON,M9N3Z9,43.699951,-79.518563,"C$539,000",3 bds,2 ba,
210 Gowan Ave, Toronto,ON,M4J2K6,43.689278,-79.345064,"C$999,000",4 bds,2 ba,
52 Sproat Ave, Toronto,ON,M4M1W4,43.668518,-79.33323,"C$998,000",3 bds,1 ba,
311 Bay St #4801, Toronto,ON,M5H4G5,43.649756,-79.380323,"C$7,880,000",3 bds,5 ba,
35 Brian Peck Cres #807, Toronto,ON,M4G0A5,43.714593,-79.354388,"C$1,299,000",3 bds,2 ba,
40 Thorny Vine Way, Toronto,ON,M2J4J2,43.785524,-79.368264,"C$749,000",4 bds,3 ba,
166 Gordon Rd, Toronto,ON,M2P1E8,43.749409,-79.388568,"C$4,799,900",6 bds,6 ba,
365 Beech Ave #PENTHOUSE 1, Toronto,ON,M4E0C2,43.680037,-79.29045,"C$3,799,000",3 bds,3 ba,
926 Willowdale Ave, Toronto,ON,M2M3C1,43.785882,-79.409553,"C$1,529,000",6 bds,2 ba,
2 Josephine Rd, Toronto,ON,M3H3G4,43.743761,-79.447819,"C$1,879,000",5 bds,4 ba,
39B Oriole Rd, Toronto,ON,M4V2E6,43.688419,-79.40019,"C$4,749,000",4 bds,6 ba,
50 Grandravine Dr #8, Toronto,ON,M3J1B1,43.753029,-79.489411,"C$559,900",4 bds,2 ba,
170 Strathallan Blvd, Toronto,ON,M5N1T1,43.714008,-79.417412,"C$3,399,000",5 bds,3 ba,
85 Bloor St E #1709, Toronto,ON,M4W3Y1,43.670479,-79.384571,"C$485,000",2 bds,1 ba,
29 Checkendon Dr, Toronto,ON,M9W2Y8,43.732732,-79.57325,"C$989,000",3 bds,2 ba,"1,092 sqft"
418 Davenport Rd, Toronto,ON,M4V1B5,43.678098,-79.406458,"C$1,448,888",3 bds,2 ba,
65 Scadding Ave #422, Toronto,ON,M5A4L1,43.648874,-79.365216,"C$618,000",3 bds,2 ba,
524 Scarborough Golf Club Rd, Toronto,ON,M1G1H2,43.760083,-79.215919,"C$1,048,800",4 bds,3 ba,
42 Old Bridle Path, Toronto,ON,M4T1A7,43.687267,-79.376363,"C$3,295,000",5 bds,5 ba,
368 Markham St, Toronto,ON,M6G2K9,43.658121,-79.410024,"C$5,250,000",3 bds,5 ba,
24A Massey St, Toronto,ON,M6J3T7,43.642716,-79.413217,"C$1,299,000",3 bds,3 ba,
428 Connaught Ave, Toronto,ON,M2R2M3,43.784968,-79.43885,"C$3,368,000",7 bds,7 ba,
650 Queens Quay W #921, Toronto,ON,M5V3N2,43.635702,-79.398839,"C$389,000",1 bd,1 ba,
277 Indian Rd, Toronto,ON,M6R2X4,43.652109,-79.455322,"C$5,499,000",6 bds,5 ba,
