street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_1.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_1.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_1.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_1.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_1.5_values
1177 hornby st #203,downtown,49.278837,-123.128065,638000,1,1.0,point (-123.128065 49.278837),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,19,20,138,22,309,136,0,112,0,0,0,14
822 homer st #1303,downtown,49.279045,-123.116954,858000,2,2.0,point (-123.116954 49.279045),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,29,16,163,38,314,183,0,151,0,0,0,11
583 beach cres #1003,downtown,49.273589,-123.129221,1849900,2,2.0,point (-123.129221 49.273589),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,11,13,110,19,252,107,0,89,0,0,0,7
455 beach cres #1102,downtown,49.272668,-123.127769,1338000,2,2.0,point (-123.127769 49.272668),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,14,12,116,18,258,110,0,90,0,0,0,8
1131 homer st,downtown,49.276189,-123.12245,1175900,2,2.0,point (-123.12245 49.276189),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,28,18,151,27,325,169,0,136,0,0,0,11
928 richards st #2002,downtown,49.278357,-123.119901,549000,1,1.0,point (-123.119901 49.278357),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,19,162,32,321,186,0,158,0,0,0,13
550 taylor st unit 1610,downtown,49.279776,-123.10558,649000,1,1.0,point (-123.10558 49.279776),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,22,11,163,34,187,122,0,103,0,0,0,7
1159 main st #805,downtown,49.274261,-123.100494,1098000,3,2.0,point (-123.100494 49.274261),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,4,9,137,29,146,73,0,54,0,0,0,4
1255 seymour st penthouse 3401,downtown,49.276039,-123.126471,2349000,2,3.0,point (-123.126471 49.276039),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,21,17,138,21,300,139,0,110,0,0,0,13
1238 seymour st #1401,downtown,49.275778,-123.125761,4218000,7,7.0,point (-123.125761 49.275778),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,23,16,138,23,303,139,0,113,0,0,0,12
1335 howe st #1504,downtown,49.276569,-123.129609,2998000,3,3.0,point (-123.129609 49.276569),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,11,15,123,18,269,122,0,91,0,0,0,12
889 pacific st #1606,downtown,49.27632,-123.13079,1350000,2,2.0,point (-123.13079 49.27632),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,14,110,18,255,113,0,85,0,0,0,9
939 homer st #1907,downtown,49.278115,-123.119485,885000,2,2.0,point (-123.119485 49.278115),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,19,163,32,321,189,0,161,0,0,0,12
938 beatty st,downtown,49.276389,-123.116312,999999,1,2.0,point (-123.116312 49.276389),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,27,18,166,35,322,183,0,148,0,0,0,11
1333 hornby st #601,downtown,49.277062,-123.130919,469300,1,1.0,point (-123.130919 49.277062),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,15,116,19,259,116,0,87,0,0,0,10
667 howe st #4801,downtown,49.283705,-123.119032,18880000,4,7.0,point (-123.119032 49.283705),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,18,159,32,321,187,0,160,0,0,0,13
811 helmcken st #1702,downtown,49.279247,-123.125531,828000,2,2.0,point (-123.125531 49.279247),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,25,19,141,27,320,156,0,122,0,0,0,13
233 abbott st #306,downtown,49.283322,-123.106927,419900,1,1.0,point (-123.106927 49.283322),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,21,12,131,33,188,126,0,105,0,0,0,8
501 pacific st #203,downtown,49.274344,-123.12714,899900,2,1.0,point (-123.12714 49.274344),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,15,13,123,19,280,128,0,104,0,0,0,10
308 jervis mews,downtown,49.289549,-123.123764,4999900,3,3.0,point (-123.123764 49.289549),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,21,17,120,22,295,152,0,118,0,0,0,11
930 cambie st #1205,downtown,49.276672,-123.116591,749000,2,2.0,point (-123.116591 49.276672),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,29,18,165,36,313,180,0,149,0,0,0,11
907 beach ave #505,downtown,49.275321,-123.133399,699000,2,2.0,point (-123.133399 49.275321),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,7,13,100,17,210,91,0,74,0,0,0,8
1275 hamilton st #213,downtown,49.274135,-123.123556,848000,2,2.0,point (-123.123556 49.274135),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,5,24,18,138,24,310,141,0,114,0,0,0,12
1159 main st #502,downtown,49.274261,-123.100494,756000,2,2.0,point (-123.100494 49.274261),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,4,9,137,29,146,73,0,54,0,0,0,4
1625 hornby st #1202,downtown,49.27511,-123.133774,850000,2,2.0,point (-123.133774 49.27511),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,7,13,101,17,205,91,0,73,0,0,0,7
1238 melville st #2601,downtown,49.288222,-123.125361,1449000,3,2.0,point (-123.125361 49.288222),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,5,21,20,127,23,324,158,0,113,0,0,0,13
1199 marinaside cres,downtown,49.273129,-123.120638,2398000,3,2.0,point (-123.120638 49.273129),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,27,19,149,23,290,139,0,110,0,0,0,12
1790 bayshore dr penthouse 3,downtown,49.292365,-123.132616,5499800,3,4.0,point (-123.132616 49.292365),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,0,5,12,68,7,192,66,0,45,0,0,0,9
950 cambie st #2104,downtown,49.27625,-123.117257,1048000,2,2.0,point (-123.117257 49.27625),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,20,167,35,318,184,0,153,0,0,0,11
233 robson st #603,downtown,49.278324,-123.114214,858000,3,1.0,point (-123.114214 49.278324),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,28,15,157,38,302,175,0,145,0,0,0,10
138 hastings st e #605,downtown,49.281058,-123.101197,385000,1,1.0,point (-123.101197 49.281058),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,8,8,128,31,124,77,0,70,0,0,0,3
150 cordova st e #903,downtown,49.282046,-123.100519,469900,0,1.0,point (-123.100519 49.282046),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,6,7,128,27,114,71,0,68,0,0,0,3
1077 cordova st w penthouse 4201,downtown,49.288396,-123.117833,18880000,3,5.0,point (-123.117833 49.288396),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,29,12,125,28,262,164,0,110,0,0,0,9
885 cambie st #2500,downtown,49.277518,-123.116547,9898000,5,6.0,point (-123.116547 49.277518),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,29,18,164,38,309,185,0,148,0,0,0,11
1066 hamilton st #205,downtown,49.276179,-123.120217,949000,1,1.0,point (-123.120217 49.276179),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,31,20,166,29,332,185,0,144,0,0,0,12
1777 bayshore dr penthouse 2,downtown,49.292959,-123.132023,7000000,4,4.0,point (-123.132023 49.292959),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,0,5,12,62,6,190,66,0,43,0,0,0,9
183 keefer pl #904,downtown,49.280356,-123.10826,999999,2,2.0,point (-123.10826 49.280356),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,22,12,160,38,215,140,0,115,0,0,0,8
1128 quebec st #1806,downtown,49.274651,-123.101142,1748888,3,2.0,point (-123.101142 49.274651),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,6,10,141,30,145,77,0,54,0,0,0,4
1188 howe st #2303,downtown,49.278315,-123.12697,798000,2,2.0,point (-123.12697 49.278315),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,23,19,139,23,310,143,0,115,0,0,0,13
1328 w pender st #2807,downtown,49.289067,-123.126664,1398000,2,2.0,point (-123.126664 49.289067),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,17,19,122,20,296,138,0,100,0,0,0,15
1500 howe st #2304,downtown,49.274171,-123.132003,1990000,3,2.0,point (-123.132003 49.274171),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,9,13,100,17,216,93,0,77,0,0,0,7
thk 1111 marinaside crescent,downtown,49.273637,-123.116652,3499000,3,3.0,point (-123.116652 49.273637),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,10,31,18,162,32,291,166,0,146,0,0,0,12
2302 1499 w pender street,downtown,49.289964,-123.128049,2999900,2,3.0,point (-123.128049 49.289964),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,18,111,18,289,126,0,90,0,0,0,12
1310 819 hamilton street,downtown,49.278803,-123.116521,839900,2,2.0,point (-123.116521 49.278803),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,29,17,164,39,310,180,0,149,0,0,0,12
2610 89 nelson street,downtown,49.274967,-123.115376,759000,1,1.0,point (-123.115376 49.274967),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,10,28,16,170,36,306,178,0,147,0,0,0,11
160 1 e cordova street,downtown,49.282576,-123.103734,429900,0,1.0,point (-123.103734 49.282576),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,21,9,143,31,151,106,0,86,0,0,0,6
4004 128 w cordova street,downtown,49.282525,-123.107958,699000,1,1.0,point (-123.107958 49.282525),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,22,12,138,33,204,136,0,112,0,0,0,8
503 53 w hastings street,downtown,49.282116,-123.106307,499900,1,1.0,point (-123.106307 49.282116),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,21,11,157,33,196,126,0,102,0,0,0,8
301 345 water street,downtown,49.284779,-123.109806,679900,1,1.0,point (-123.109806 49.284779),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,24,12,132,30,213,137,0,115,0,0,0,7
503 910 beach avenue,downtown,49.275321,-123.133399,525000,1,1.0,point (-123.133399 49.275321),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,7,13,100,17,210,91,0,74,0,0,0,8
1802 1351 continental street,downtown,49.276267,-123.128981,825000,1,1.0,point (-123.128981 49.276267),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,15,15,123,19,275,124,0,98,0,0,0,10
2402 939 homer street,downtown,49.278115,-123.119485,698000,2,1.0,point (-123.119485 49.278115),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,19,163,32,321,189,0,161,0,0,0,12
203 1177 hornby street,downtown,49.278837,-123.128065,638000,1,1.0,point (-123.128065 49.278837),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,19,20,138,22,309,136,0,112,0,0,0,14
1903 811 helmcken street,downtown,49.279247,-123.125531,799800,2,2.0,point (-123.125531 49.279247),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,25,19,141,27,320,156,0,122,0,0,0,13
1102 455 beach crescent,downtown,49.272668,-123.127769,1338000,2,2.0,point (-123.127769 49.272668),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,14,12,116,18,258,110,0,90,0,0,0,8
609 1288 marinaside crescent,downtown,49.272079,-123.120377,1198000,2,2.0,point (-123.120377 49.272079),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,26,16,137,21,274,120,0,98,0,0,0,9
2505 777 richards street,downtown,49.280448,-123.118037,738000,1,1.0,point (-123.118037 49.280448),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,18,158,34,315,185,0,157,0,0,0,13
402 1012 beach avenue,downtown,49.271591,-123.12802,1999000,2,2.0,point (-123.12802 49.271591),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,13,11,112,18,231,97,0,85,0,0,0,6
404 1790 bayshore drive,downtown,49.292046,-123.13078,1998000,2,2.0,point (-123.13078 49.292046),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,6,13,76,8,209,84,0,53,0,0,0,10
607 833 seymour street,downtown,49.280497,-123.119756,699900,1,1.0,point (-123.119756 49.280497),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,20,162,33,323,187,0,164,0,0,0,13
1107 1068 hornby street,downtown,49.279642,-123.125742,629000,1,1.0,point (-123.125742 49.279642),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,25,19,140,28,323,157,0,122,0,0,0,13
300 1055 homer street,downtown,49.276978,-123.121219,1538000,2,2.0,point (-123.121219 49.276978),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,28,19,154,27,316,177,0,139,0,0,0,11
3404 1335 howe street,downtown,49.276569,-123.129609,2439900,2,2.0,point (-123.129609 49.276569),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,11,15,123,18,269,122,0,91,0,0,0,12
1501 1483 homer street,downtown,49.272027,-123.126813,1789000,2,2.0,point (-123.126813 49.272027),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,14,12,119,18,257,105,0,91,0,0,0,8
1801 1155 seymour street,downtown,49.280507,-123.119571,657000,1,1.0,point (-123.119571 49.280507),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,20,161,33,324,186,0,165,0,0,0,13
811 1325 rolston street,downtown,49.275617,-123.127925,578000,1,1.0,point (-123.127925 49.275617),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,16,14,125,20,280,131,0,103,0,0,0,10
1204 1188 howe street,downtown,49.277764,-123.12779,550000,1,1.0,point (-123.12779 49.277764),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,18,19,137,22,297,135,0,107,0,0,0,13
4102 777 richards street,downtown,49.280448,-123.118037,1849000,2,2.0,point (-123.118037 49.280448),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,18,158,34,315,185,0,157,0,0,0,13
ph 3401 1255 seymour street,downtown,49.276039,-123.126471,2349000,2,3.0,point (-123.126471 49.276039),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,21,17,138,21,300,139,0,110,0,0,0,13
2301 89 nelson street,downtown,49.274967,-123.115376,1499000,2,2.0,point (-123.115376 49.274967),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,10,28,16,170,36,306,178,0,147,0,0,0,11
506 55 e cordova street,downtown,49.282595,-123.102962,899000,1,2.0,point (-123.102962 49.282595),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,18,8,138,30,138,95,0,84,0,0,0,6
402 1188 richards street,downtown,49.27599,-123.123515,499900,1,1.0,point (-123.123515 49.27599),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,5,27,17,147,26,323,162,0,122,0,0,0,12
3702 833 seymour street,downtown,49.280497,-123.119756,1699999,2,2.0,point (-123.119756 49.280497),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,20,162,33,323,187,0,164,0,0,0,13
1801 183 keefer place,downtown,49.279559,-123.106509,799000,2,1.0,point (-123.106509 49.279559),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,22,11,165,37,198,130,0,104,0,0,0,7
5203 1480 howe street,downtown,49.274891,-123.131173,5988000,3,3.0,point (-123.131173 49.274891),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,11,13,103,18,234,101,0,79,0,0,0,8
2611 610 granville street,downtown,49.28312,-123.116554,899000,2,2.0,point (-123.116554 49.28312),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,29,16,151,36,313,182,0,150,0,0,0,12
1506 1188 howe street,downtown,49.274171,-123.132003,585000,1,1.0,point (-123.132003 49.274171),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,9,13,100,17,216,93,0,77,0,0,0,7
902 1325 rolston street,downtown,49.275617,-123.127925,799000,2,1.0,point (-123.127925 49.275617),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,16,14,125,20,280,131,0,103,0,0,0,10
2407 1155 seymour street,downtown,49.280507,-123.119571,545000,0,1.0,point (-123.119571 49.280507),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,30,20,161,33,324,186,0,165,0,0,0,13
1701 1499 w pender street,downtown,49.289964,-123.128049,2230000,2,2.0,point (-123.128049 49.289964),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,18,111,18,289,126,0,90,0,0,0,12
3402 1335 howe street,downtown,49.276569,-123.129609,1769900,2,2.0,point (-123.129609 49.276569),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,11,15,123,18,269,122,0,91,0,0,0,12
502 1188 w pender street,downtown,49.288054,-123.123095,749000,1,1.0,point (-123.123095 49.288054),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,6,25,20,134,27,330,170,0,128,0,0,0,13
2309 1009 expo boulevard,downtown,49.277722,-123.110809,629000,1,1.0,point (-123.110809 49.277722),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,10,23,14,155,42,268,158,0,132,0,0,0,9
ph 2805 1323 homer street,downtown,49.273879,-123.126066,2988888,2,2.0,point (-123.126066 49.273879),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,4,17,14,125,20,279,131,0,106,0,0,0,10
213 1330 burrard street,downtown,49.277302,-123.13129,465000,0,1.0,point (-123.13129 49.277302),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,17,114,19,259,110,0,86,0,0,0,10
407 590 nicola street,downtown,49.29105,-123.128192,1749000,2,2.0,point (-123.128192 49.29105),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,8,14,95,16,257,108,0,75,0,0,0,11
308 1478 w hastings street,downtown,49.290132,-123.127923,668000,1,1.0,point (-123.127923 49.290132),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,9,17,112,19,282,126,0,88,0,0,0,12
806 928 beatty street,downtown,49.275828,-123.11563,529000,0,1.0,point (-123.11563 49.275828),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,10,28,18,168,36,318,180,0,148,0,0,0,11
