street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_1.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_1.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_1.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_1.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_1.5_values
1906 888 hamilton street,downtown,49.278011,-123.116673,1199000,2,2.0,point (-123.116673 49.278011),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,29,17,164,38,311,188,0,149,0,0,0,12
1116 610 granville street,downtown,49.283215,-123.116534,668500,1,1.0,point (-123.116534 49.283215),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,29,16,151,36,313,183,0,150,0,0,0,12
4509 1289 hornby street,downtown,49.277708,-123.129641,1089000,1,1.0,point (-123.129641 49.277708),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,11,17,125,20,273,118,0,101,0,0,0,11
505 833 homer street,downtown,49.279404,-123.117734,1498000,2,2.0,point (-123.117734 49.279404),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,18,162,34,309,186,0,155,0,0,0,11
809 1333 w georgia street,downtown,49.28899,-123.127532,989900,2,2.0,point (-123.127532 49.28899),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,12,19,123,20,300,136,0,94,0,0,0,14
3405 1283 howe street,downtown,49.277218,-123.128625,689000,1,1.0,point (-123.128625 49.277218),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,3,14,19,124,21,281,127,0,108,0,0,0,12
504 36 water street,downtown,49.283372,-123.10525,889900,1,1.0,point (-123.10525 49.283372),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,21,10,146,32,170,111,0,101,0,0,0,7
2002 928 richards street,downtown,49.278357,-123.119901,549000,1,1.0,point (-123.119901 49.278357),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,9,30,19,162,32,321,186,0,158,0,0,0,13
2903 583 beach crescent,downtown,49.273589,-123.129221,2098000,2,2.0,point (-123.129221 49.273589),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,11,13,110,19,252,107,0,89,0,0,0,7
1101 1777 bayshore drive,downtown,49.292046,-123.13078,2899900,3,3.0,point (-123.13078 49.292046),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,1,6,13,76,8,209,84,0,53,0,0,0,10
503 1495 richards street,downtown,49.283281,-123.113486,1299000,2,2.0,point (-123.113486 49.283281),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,28,15,142,33,281,163,0,138,0,0,0,8
2701 1372 seymour street,downtown,49.27459,-123.127563,1688000,2,2.0,point (-123.127563 49.27459),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,2,16,13,123,19,279,126,0,103,0,0,0,9
1108 66 w cordova street,downtown,49.282561,-123.106278,539000,1,1.0,point (-123.106278 49.282561),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,21,11,152,33,194,126,0,102,0,0,0,8
2303 1188 howe street,downtown,49.281089,-123.122333,798000,2,2.0,point (-123.122333 49.281089),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,8,27,19,158,31,329,181,0,137,0,0,0,13
ph3 1790 bayshore drive,downtown,49.292365,-123.132616,5499800,3,4.0,point (-123.132616 49.292365),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,0,5,12,68,7,192,66,0,45,0,0,0,9
tha 1199 marinaside crescent,downtown,49.273129,-123.120638,2398000,3,3.0,point (-123.120638 49.273129),49367,9873,6539,1308,3925,785,38903,7781,16835,13425,7230,7550,5180,3405,17595,16255,8435,13600,4700,17595,0,7,27,19,149,23,290,139,0,110,0,0,0,12
3688 w 49th ave,dunbar-southlands,49.227055,-123.186489,3488000,4,3.0,point (-123.186489 49.227055),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,30,0,3,0,0,1,0,0,0,1
4053 w 32nd ave,dunbar-southlands,49.243624,-123.195417,2769000,6,4.0,point (-123.195417 49.243624),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,30,0,8,1,0,2,0,0,0,1
3542 w 16th ave,dunbar-southlands,49.257558,-123.183274,2498000,5,2.0,point (-123.183274 49.257558),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,6,60,3,45,12,0,9,0,0,0,2
3363 w 19th ave,dunbar-southlands,49.25581,-123.179967,4680000,4,5.0,point (-123.179967 49.25581),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,6,70,3,49,13,0,11,0,0,0,2
4930 dunbar st,dunbar-southlands,49.241926,-123.184888,2099000,6,3.0,point (-123.184888 49.241926),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,47,0,10,1,0,2,0,0,0,2
3803 w 26th ave,dunbar-southlands,49.249287,-123.18835,7380000,5,7.0,point (-123.18835 49.249287),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,36,0,10,2,0,3,0,0,0,1
3908 w 17th ave,dunbar-southlands,49.257166,-123.191147,4198000,5,7.0,point (-123.191147 49.257166),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,52,1,23,5,0,7,0,0,0,2
3538 w 30th ave,dunbar-southlands,49.244942,-123.183169,5498000,5,7.0,point (-123.183169 49.244942),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,48,0,13,2,0,4,0,0,0,2
3668 w 28th ave,dunbar-southlands,49.246845,-123.186095,3280000,5,3.0,point (-123.186095 49.246845),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,45,0,13,2,0,4,0,0,0,2
3256 w 21st ave,dunbar-southlands,49.253472,-123.177205,5580000,4,5.0,point (-123.177205 49.253472),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,7,67,3,45,14,0,11,0,0,0,2
3982 w 35th ave,dunbar-southlands,49.240226,-123.193184,5600000,5,5.0,point (-123.193184 49.240226),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,38,0,10,1,0,2,0,0,0,2
4007 w 19th ave,dunbar-southlands,49.255859,-123.193925,4398000,5,6.0,point (-123.193925 49.255859),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,45,1,18,2,0,5,0,0,0,3
3838 w 50th ave,dunbar-southlands,49.226212,-123.189398,5135555,5,6.0,point (-123.189398 49.226212),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,26,0,3,0,0,1,0,0,0,1
4085 puget dr,dunbar-southlands,49.250233,-123.171175,6288000,6,6.0,point (-123.171175 49.250233),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,1,1,41,0,3,1,0,2,0,0,0,0
3108 w 31st ave,dunbar-southlands,49.243946,-123.174462,6375000,6,6.0,point (-123.174462 49.243946),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,50,0,9,1,0,2,0,0,0,2
3589 w 35th ave,dunbar-southlands,49.240627,-123.184898,3680000,6,6.0,point (-123.184898 49.240627),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,47,0,10,1,0,2,0,0,0,2
4006 w 34th ave,dunbar-southlands,49.241167,-123.193962,3950000,6,4.0,point (-123.193962 49.241167),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,37,0,10,1,0,2,0,0,0,2
3885 w 35th ave,dunbar-southlands,49.240751,-123.190514,3998000,8,4.0,point (-123.190514 49.240751),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,37,0,10,1,0,2,0,0,0,2
3852 w 50th ave,dunbar-southlands,49.226214,-123.189675,5380000,5,6.0,point (-123.189675 49.226214),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,26,0,3,0,0,1,0,0,0,1
3429 w 42nd ave,dunbar-southlands,49.234078,-123.18096,4276000,5,4.0,point (-123.18096 49.234078),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,47,0,7,1,0,1,0,0,0,1
3579 w 50th ave,dunbar-southlands,49.226887,-123.184548,3880000,5,5.0,point (-123.184548 49.226887),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,32,0,3,0,0,1,0,0,0,1
3522 sw marine dr,dunbar-southlands,49.229891,-123.182894,3999999,3,4.0,point (-123.182894 49.229891),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,37,0,3,0,0,1,0,0,0,1
3853 king edward ave w,dunbar-southlands,49.250415,-123.18972,4168000,5,6.0,point (-123.18972 49.250415),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,37,0,11,2,0,3,0,0,0,1
3518 king edward ave w,dunbar-southlands,49.249672,-123.182512,2780000,6,4.0,point (-123.182512 49.249672),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,43,0,10,2,0,3,0,0,0,1
5808 crown st,dunbar-southlands,49.233799,-123.193358,6388000,5,7.0,point (-123.193358 49.233799),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,30,0,3,0,0,1,0,0,0,1
3641 w 29th ave #201,dunbar-southlands,49.24639,-123.185903,1198000,3,2.0,point (-123.185903 49.24639),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,44,0,13,2,0,4,0,0,0,2
3941 w 33rd ave,dunbar-southlands,49.242655,-123.19211,2790000,5,3.0,point (-123.19211 49.242655),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,38,0,10,1,0,2,0,0,0,2
3337 quesnel dr,dunbar-southlands,49.256448,-123.179346,4299000,6,4.0,point (-123.179346 49.256448),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,7,74,3,53,16,0,12,0,0,0,2
3839 w 35th ave,dunbar-southlands,49.240746,-123.189258,6388000,8,6.0,point (-123.189258 49.240746),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,40,0,10,1,0,2,0,0,0,2
3123 w 27th ave,dunbar-southlands,49.248277,-123.174557,3490000,4,4.0,point (-123.174557 49.248277),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,49,0,11,2,0,4,0,0,0,1
4042 w 34th avenue,dunbar-southlands,49.241176,-123.195008,6388000,5,6.0,point (-123.195008 49.241176),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,32,0,9,1,0,2,0,0,0,2
1 3830 w 23rd avenue,dunbar-southlands,49.25172,-123.188969,2578000,3,4.0,point (-123.188969 49.25172),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,44,0,17,2,0,5,0,0,0,2
2 3772 w 20th avenue,dunbar-southlands,49.254414,-123.187582,2648000,3,4.0,point (-123.187582 49.254414),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,50,1,20,3,0,5,0,0,0,2
1 3772 w 20th avenue,dunbar-southlands,49.254414,-123.187582,2598000,3,4.0,point (-123.187582 49.254414),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,50,1,20,3,0,5,0,0,0,2
3868 w 23rd avenue,dunbar-southlands,49.251723,-123.189695,3988000,6,3.0,point (-123.189695 49.251723),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,41,0,15,2,0,5,0,0,0,2
3108 w 31st avenue,dunbar-southlands,49.243946,-123.174462,6375000,6,6.0,point (-123.174462 49.243946),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,50,0,9,1,0,2,0,0,0,2
3529 w 34th avenue,dunbar-southlands,49.24167,-123.183031,4950000,5,5.0,point (-123.183031 49.24167),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,2,55,0,10,1,0,2,0,0,0,2
3007 w 32nd avenue,dunbar-southlands,49.243534,-123.173232,3738000,5,5.0,point (-123.173232 49.243534),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,1,49,0,9,1,0,2,0,0,0,1
14 sennok crescent,dunbar-southlands,49.235706,-123.204562,1499000,4,4.0,point (-123.204562 49.235706),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2984 w 31st avenue,dunbar-southlands,49.243942,-123.172383,4199800,9,8.0,point (-123.172383 49.243942),1840,368,172,34,367,73,1301,260,5460,3950,1845,1915,1555,1965,5820,4520,1980,5075,2455,5820,0,0,1,0,43,0,7,1,0,2,0,0,0,1
1201 lameys mill rd #22,fairview,49.267408,-123.134371,925000,2,2.0,point (-123.134371 49.267408),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,10,92,7,130,61,0,41,0,0,0,6
1042 ironwork pass,fairview,49.268132,-123.128577,1399000,3,2.0,point (-123.128577 49.268132),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,2,7,9,109,12,199,81,0,67,0,0,0,8
1425 lameys mill rd #10,fairview,49.268443,-123.135844,999999,2,2.0,point (-123.135844 49.268443),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,8,87,7,133,61,0,48,0,0,0,7
1101 w 8th ave #11,fairview,49.264598,-123.129408,599000,1,1.0,point (-123.129408 49.264598),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,1,6,8,95,5,137,66,0,43,0,0,0,7
1350 w 6th ave #17,fairview,49.265879,-123.135055,749000,1,1.0,point (-123.135055 49.265879),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,7,78,4,98,50,0,25,0,0,0,5
1205 w 7th ave,fairview,49.265,-123.131574,2298000,3,2.0,point (-123.131574 49.265),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,8,90,5,114,57,0,38,0,0,0,6
1869 spyglass pl #213,fairview,49.268648,-123.115807,1222000,2,2.0,point (-123.115807 49.268648),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,4,12,12,95,18,219,86,1,64,0,0,0,9
874 w 6th ave #201,fairview,49.265695,-123.123456,950000,2,2.0,point (-123.123456 49.265695),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,1,3,6,11,95,10,171,62,1,42,0,0,0,8
1596 w 14th ave #1b,fairview,49.258663,-123.140522,12875000,3,6.0,point (-123.140522 49.258663),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,6,88,3,70,33,0,13,0,0,0,4
2229 oak st,fairview,49.265755,-123.127872,1499900,2,2.0,point (-123.127872 49.265755),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,2,6,11,106,8,164,72,0,50,0,0,0,8
1210 w 8th ave #207,fairview,49.264145,-123.132201,638000,1,1.0,point (-123.132201 49.264145),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,7,84,4,99,47,0,26,0,0,0,5
1717 w 13th ave #115,fairview,49.260182,-123.144071,788800,2,1.0,point (-123.144071 49.260182),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,5,91,3,85,39,0,19,0,0,0,5
1468 w 14th ave #703,fairview,49.258615,-123.137357,1188000,2,2.0,point (-123.137357 49.258615),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,4,85,3,71,33,0,13,0,0,0,5
1633 w 8th ave #506,fairview,49.264789,-123.141695,998800,2,2.0,point (-123.141695 49.264789),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,4,75,3,99,46,0,27,0,0,0,4
1502 island park walk #301,fairview,49.270581,-123.139126,1249000,2,2.0,point (-123.139126 49.270581),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,8,84,7,127,57,0,44,0,0,0,6
1068 w 15th ave,fairview,49.257605,-123.128894,1499999,3,3.0,point (-123.128894 49.257605),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,4,3,80,0,74,37,0,17,0,0,0,3
1450 w 6th ave #307,fairview,49.265704,-123.137742,1298000,2,2.0,point (-123.137742 49.265704),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,7,76,3,96,49,0,27,0,0,0,5
1735 w 16th ave,fairview,49.25741,-123.144543,2388000,2,3.0,point (-123.144543 49.25741),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,1,6,90,1,72,32,0,14,0,0,0,4
1616 w 13th ave #502,fairview,49.259605,-123.141727,888800,2,2.0,point (-123.141727 49.259605),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,5,89,3,81,34,0,13,0,0,0,4
693 moberly rd,fairview,49.267062,-123.120499,1198000,2,3.0,point (-123.120499 49.267062),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,10,11,98,12,205,71,1,57,0,0,0,8
750 w 6th ave,fairview,49.265658,-123.121194,1649900,3,2.0,point (-123.121194 49.265658),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,7,11,94,7,167,61,1,39,0,0,0,7
1502 island park walk #107,fairview,49.270581,-123.139126,1299900,2,2.0,point (-123.139126 49.270581),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,8,84,7,127,57,0,44,0,0,0,6
964 w 15th ave,fairview,49.25762,-123.126543,1599000,3,2.0,point (-123.126543 49.25762),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,1,4,6,91,0,96,43,0,20,0,0,0,6
2838 birch st #3,fairview,49.260004,-123.133506,1988000,3,3.0,point (-123.133506 49.260004),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,4,4,86,3,77,42,0,25,0,0,0,4
939 w 7th ave #26,fairview,49.265369,-123.125488,649900,1,1.0,point (-123.125488 49.265369),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,1,3,7,10,103,8,161,63,0,48,0,0,0,7
2209 alder st,fairview,49.265802,-123.131605,1199000,2,2.0,point (-123.131605 49.265802),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,1,5,9,100,6,128,62,0,41,0,0,0,6
2411 heather st #1801,fairview,49.264583,-123.120097,2990000,3,2.0,point (-123.120097 49.264583),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,7,9,86,3,141,56,1,27,0,0,0,6
2243 oak st,fairview,49.265755,-123.127872,2149000,3,2.0,point (-123.127872 49.265755),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,2,6,11,106,8,164,72,0,50,0,0,0,8
2851 heather st #604,fairview,49.260073,-123.120956,1250000,3,2.0,point (-123.120956 49.260073),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,1,3,4,6,80,2,97,42,0,19,0,0,0,5
3088 laurel st,fairview,49.258406,-123.124134,979000,2,1.0,point (-123.124134 49.258406),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,1,3,4,6,81,1,97,37,0,21,0,0,0,5
1130 ironwork pass,fairview,49.268132,-123.128577,1248800,2,2.0,point (-123.128577 49.268132),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,2,7,9,109,12,199,81,0,67,0,0,0,8
1557 mariner walk,fairview,49.27023,-123.139812,869000,1,1.0,point (-123.139812 49.27023),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,7,82,6,117,55,0,40,0,0,0,4
1425 lameys mill rd #33,fairview,49.268443,-123.135844,599900,1,1.0,point (-123.135844 49.268443),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,8,87,7,133,61,0,48,0,0,0,7
690 w 6th ave,fairview,49.265627,-123.120135,988000,2,2.0,point (-123.120135 49.265627),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,7,10,91,8,163,62,1,33,0,0,0,7
1445 marpole ave #508,fairview,49.257539,-123.138386,1149000,3,2.0,point (-123.138386 49.257539),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,5,85,3,64,33,0,13,0,0,0,5
688 w 6th ave,fairview,49.265627,-123.120135,1015000,2,2.0,point (-123.120135 49.265627),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,7,10,91,8,163,62,1,33,0,0,0,7
1296 w 6th ave,fairview,49.265875,-123.133367,1199000,2,2.0,point (-123.133367 49.265875),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,8,92,5,112,54,0,34,0,0,0,6
1075 w 13th ave #203,fairview,49.25993,-123.128457,799000,2,1.0,point (-123.128457 49.25993),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,1,0,4,4,84,3,88,40,0,19,0,0,0,6
1450 pennyfarthing dr #1003,fairview,49.272062,-123.141305,1148000,2,2.0,point (-123.141305 49.272062),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,7,78,5,117,56,0,43,0,0,0,5
1530 w 8th ave #805,fairview,49.264277,-123.139811,1885000,2,3.0,point (-123.139811 49.264277),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,4,69,3,94,46,0,26,0,0,0,5
1318 w 6th ave #201,fairview,49.26586,-123.134113,888000,2,2.0,point (-123.134113 49.26586),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,5,7,82,5,100,51,0,29,0,0,0,5
ph610 1540 w 2nd avenue,fairview,49.269418,-123.139838,2799000,2,3.0,point (-123.139838 49.269418),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,3,6,74,3,97,51,0,27,0,0,0,4
115 1717 w 13th avenue,fairview,49.260182,-123.144071,788800,2,1.0,point (-123.144071 49.260182),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,0,2,5,91,3,85,39,0,19,0,0,0,5
688 w 6th avenue,fairview,49.265627,-123.120135,1015000,2,2.0,point (-123.120135 49.265627),7292,1458,456,91,1226,245,5610,1122,6680,9095,5000,4770,2590,1520,7035,11130,5520,7170,2340,7035,0,3,7,10,91,8,163,62,1,33,0,0,0,7
